Fragrance Name, Cost,Paid in Full / Credit,20%,25%,30%,35%,40%,Competitiion (Liverpool), Price,Margin,Sales paid in Full,GMV,Profit
BOSS MA VIE 75 ML EDP                                                                         , $ 804.00 , Credit, $ 964.80 ," $ 1,005.00 "," $ 1,045.20 "," $ 1,085.40 "," $ 1,125.60 "," $ 1,200.00 "," $ 1,495.00 ",86%,0,$0.00,$0.00
HUGO BOSS NUIT 75 ML EDP, $ 742.00 , Credit, $ 890.40 , $ 927.50 , $ 964.60 ," $ 1,001.70 "," $ 1,038.80 "," $ 1,400.00 "," $ 1,495.00 ",101%,0,$0.00,$0.00
HUGO BOSS ORANGE  SUNSET 75 ML EDT SPRAY, $ 660.00 , Credit, $ 792.00 , $ 825.00 , $ 858.00 , $ 891.00 , $ 924.00 ," $ 1,400.00 "," $ 1,495.00 ",127%,0,$0.00,$0.00
HUGO BOSS WOMAN EDP (BLANCO), $ 701.00 , Credit, $ 841.20 , $ 876.25 , $ 911.30 , $ 946.35 , $ 981.40 ," $ 1,400.00 "," $ 1,495.00 ",113%,0,$0.00,$0.00
HUGO ROJO 75 ML, $ 718.00 , Credit, $ 861.60 , $ 897.50 , $ 933.40 , $ 969.30 ," $ 1,005.20 "," $ 1,400.00 "," $ 1,495.00 ",108%,0,$0.00,$0.00
HUGO X X 100  ML, $ 608.00 , Credit, $ 729.60 , $ 760.00 , $ 790.40 , $ 820.80 , $ 851.20 ,," $ 1,105.00 ",82%,0,$0.00,$0.00
ISSEY MIYAKE 100 ML EDT , $ 829.00 , Credit, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 "," $ 1,200.00 "," $ 1,495.00 ",80%,0,$0.00,$0.00
LACOSTE LOVE OF PINK 100 ML, $ 729.00 , Credit, $ 874.80 , $ 911.25 , $ 947.70 , $ 984.15 ," $ 1,020.60 "," $ 1,350.00 "," $ 1,495.00 ",105%,0,$0.00,$0.00
LACOSTE SENSUALLE              , $ 753.00 , Credit, $ 903.60 , $ 941.25 , $ 978.90 ," $ 1,016.55 "," $ 1,054.20 "," $ 1,350.00 "," $ 1,495.00 ",99%,0,$0.00,$0.00
LACOSTE TOUCH OF PINK  90 ML EDP SPRAY, $ 724.00 , Credit, $ 868.80 , $ 905.00 , $ 941.20 , $ 977.40 ," $ 1,013.60 "," $ 1,350.00 "," $ 1,495.00 ",106%,0,$0.00,$0.00
LANCOME HYPNOSE  EDP," $ 1,045.00 ", Credit," $ 1,254.00 "," $ 1,306.25 "," $ 1,358.50 "," $ 1,410.75 "," $ 1,463.00 "," $ 1,700.00 "," $ 1,885.00 ",80%,0,$0.00,$0.00
LANCOME HYPNOSE SENSES EDP," $ 1,045.00 ", Credit," $ 1,254.00 "," $ 1,306.25 "," $ 1,358.50 "," $ 1,410.75 "," $ 1,463.00 "," $ 1,700.00 "," $ 1,885.00 ",80%,0,$0.00,$0.00
LANCOME LA VIE EST BELLE EDP 100  ML   ," $ 1,427.00 ", Credit," $ 1,712.40 "," $ 1,783.75 "," $ 1,855.10 "," $ 1,926.45 "," $ 1,997.80 "," $ 1,700.00 "," $ 1,885.00 ",32%,0,$0.00,$0.00
LANCOME MAGIE NOIRE  75 ML," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,700.00 "," $ 1,885.00 ",87%,0,$0.00,$0.00
LANCOME MIRACLE EDP," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 1,700.00 "," $ 1,885.00 ",74%,1,"$1,885.00",$802.00
LANCOME O BY LANCOME  125 ML EDT SPRAY , $ 918.00 , Credit," $ 1,101.60 "," $ 1,147.50 "," $ 1,193.40 "," $ 1,239.30 "," $ 1,285.20 "," $ 1,700.00 "," $ 1,885.00 ",105%,0,$0.00,$0.00
LANCOME OUI LANCOME, $ 841.00 , Credit," $ 1,009.20 "," $ 1,051.25 "," $ 1,093.30 "," $ 1,135.35 "," $ 1,177.40 "," $ 1,700.00 "," $ 1,885.00 ",124%,0,$0.00,$0.00
LANCOME TRESOR EDP SPR 100 ML," $ 1,185.00 ", Credit," $ 1,422.00 "," $ 1,481.25 "," $ 1,540.50 "," $ 1,599.75 "," $ 1,659.00 "," $ 1,800.00 "," $ 1,885.00 ",59%,1,"$1,885.00",$700.00
LANCOME TRESOR IN LOVE EDP       , $ 956.00 , Credit," $ 1,147.20 "," $ 1,195.00 "," $ 1,242.80 "," $ 1,290.60 "," $ 1,338.40 "," $ 1,700.00 "," $ 1,885.00 ",97%,0,$0.00,$0.00
LANCOME TRESOR MIDNIGHT ROSE  75 ML EDP                                   , $ 988.00 , Credit," $ 1,185.60 "," $ 1,235.00 "," $ 1,284.40 "," $ 1,333.80 "," $ 1,383.20 "," $ 1,700.00 "," $ 1,885.00 ",91%,0,$0.00,$0.00
LANCOME TRESOR LA NUIT 75 ML EDP SPRAY                                            NEW," $ 1,109.00 ", Credit," $ 1,330.80 "," $ 1,386.25 "," $ 1,441.70 "," $ 1,497.15 "," $ 1,552.60 "," $ 1,700.00 "," $ 1,885.00 ",70%,0,$0.00,$0.00
LOEWE AGUA DE LOEWE 100 ML EDT                                        , $ 829.00 , Credit, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 "," $ 1,500.00 "," $ 1,625.00 ",96%,0,$0.00,$0.00
LOEWE AGUA DE LOEWE 150 ML EDT                     ," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,500.00 "," $ 1,625.00 ",61%,0,$0.00,$0.00
LOEWE AGUA DE LOEWE ELLA 100 ML EDT , $ 829.00 , Credit, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 "," $ 1,500.00 "," $ 1,625.00 ",96%,0,$0.00,$0.00
LOEWE AGUA DE LOEWE ELLA 150 ML EDT," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,500.00 "," $ 1,625.00 ",61%,0,$0.00,$0.00
LOEWE AURA LOEWE 120 ML EDT SPRAY            ," $ 1,134.00 ", Credit," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,500.00 "," $ 1,807.00 ",59%,0,$0.00,$0.00
LOEWE AURA 120 ML EDP ," $ 1,249.00 ", Credit," $ 1,498.80 "," $ 1,561.25 "," $ 1,623.70 "," $ 1,686.15 "," $ 1,748.60 "," $ 1,500.00 "," $ 1,807.00 ",45%,0,$0.00,$0.00
LOEWE QUIZAS QUIZAS 100 ML EDP," $ 1,096.00 ", Credit," $ 1,315.20 "," $ 1,370.00 "," $ 1,424.80 "," $ 1,479.60 "," $ 1,534.40 "," $ 1,600.00 "," $ 1,885.00 ",72%,0,$0.00,$0.00
LOEWE QUIZAS QUIZAS PASION 100 ML EDT, $ 981.00 , Credit," $ 1,177.20 "," $ 1,226.25 "," $ 1,275.30 "," $ 1,324.35 "," $ 1,373.40 "," $ 1,500.00 "," $ 1,885.00 ",92%,0,$0.00,$0.00
MARC JACOBS DOT EDP 100 ML, $ 943.00 , Credit," $ 1,131.60 "," $ 1,178.75 "," $ 1,225.90 "," $ 1,273.05 "," $ 1,320.20 "," $ 1,500.00 "," $ 1,885.00 ",100%,0,$0.00,$0.00
LOLITA LEMPICKA ELLE L´AIME 80 ML EDP SPRAY           NEW, $ 523.00 , Credit, $ 627.60 , $ 653.75 , $ 679.90 , $ 706.05 , $ 732.20 ,," $ 1,560.00 ",198%,0,$0.00,$0.00
LOLITA LEMPICKA ELLE L´AIME A LA FOLIE 80 ML EDP              NEW, $ 574.00 , Credit, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 ,," $ 1,560.00 ",172%,0,$0.00,$0.00
MICHAEL KORS GLAM JASMINE 100 ML EDP SPRAY ," $ 1,134.00 ", Credit," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,850.00 "," $ 1,885.00 ",66%,0,$0.00,$0.00
MICHAEL KORS SEXY AMBER 100 ML EDP SPRAY ," $ 1,134.00 ", Credit," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,850.00 "," $ 1,885.00 ",66%,0,$0.00,$0.00
MICHAEL KORS SPORTY CITRUS 100 ML EDP SPRAY," $ 1,134.00 ", Credit," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,850.00 "," $ 1,885.00 ",66%,0,$0.00,$0.00
MONT BLANC LADY EMBLEM 75 ML EDP SPRAY NUEVO, $ 688.00 , Credit, $ 825.60 , $ 860.00 , $ 894.40 , $ 928.80 , $ 963.20 , $ 990.00 ," $ 1,027.00 ",49%,0,$0.00,$0.00
MONT BLANC PRESENCE 75 ML, $ 574.00 , Credit, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 , $ 990.00 ," $ 1,027.00 ",79%,0,$0.00,$0.00
MONT BLANC FEMME, $ 562.00 , Credit, $ 674.40 , $ 702.50 , $ 730.60 , $ 758.70 , $ 786.80 , $ 990.00 ," $ 1,027.00 ",83%,0,$0.00,$0.00
MONT BLANC INDIVIDUALLE , $ 574.00 , Credit, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 ," $ 1,200.00 "," $ 1,170.00 ",104%,0,$0.00,$0.00
MONT BLANC LEGEND 100 ML, $ 539.00 , Credit, $ 646.80 , $ 673.75 , $ 700.70 , $ 727.65 , $ 754.60 ," $ 1,200.00 "," $ 1,170.00 ",117%,0,$0.00,$0.00
MOSCHINO CHEAP & CHIC 100 ML, $ 620.00 , Credit, $ 744.00 , $ 775.00 , $ 806.00 , $ 837.00 , $ 868.00 ,," $ 1,105.00 ",78%,0,$0.00,$0.00
MOSCHINO CHIC PETALS 100 ML EDT , $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,," $ 1,235.00 ",92%,0,$0.00,$0.00
MOSCHINO FUNNY 100 ML , $ 631.00 , Credit, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ,," $ 1,235.00 ",96%,0,$0.00,$0.00
MOSCHINO GLAMOUROUS           , $ 593.00 , Credit, $ 711.60 , $ 741.25 , $ 770.90 , $ 800.55 , $ 830.20 ,," $ 1,235.00 ",108%,0,$0.00,$0.00
MOSCHINO HIPPY FIZZ, $ 592.00 , Credit, $ 710.40 , $ 740.00 , $ 769.60 , $ 799.20 , $ 828.80 ,," $ 1,235.00 ",109%,0,$0.00,$0.00
MOSCHINO I LOVE LOVE, $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,," $ 1,235.00 ",92%,0,$0.00,$0.00
MOSCHINO PINK BOUQUET 100 ML EDT SPRAY                       , $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,," $ 1,235.00 ",92%,0,$0.00,$0.00
NINA LES DELICES 75 ML EDT SPRAY                                       , $ 727.00 , Credit, $ 872.40 , $ 908.75 , $ 945.10 , $ 981.45 ," $ 1,017.80 ",," $ 1,235.00 ",70%,0,$0.00,$0.00
NINA RICCI EDITION OR DE LUJO EDT 80 ML, $ 829.00 , Credit, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 ",," $ 1,235.00 ",49%,0,$0.00,$0.00
NINA EDT 80 ML  DE NINA RICCI, $ 841.00 , Credit," $ 1,009.20 "," $ 1,051.25 "," $ 1,093.30 "," $ 1,135.35 "," $ 1,177.40 ",," $ 1,235.00 ",47%,0,$0.00,$0.00
NINA L'EAU 80 ML EDT, $ 736.00 , Credit, $ 883.20 , $ 920.00 , $ 956.80 , $ 993.60 ," $ 1,030.40 ",," $ 1,287.00 ",75%,0,$0.00,$0.00
NINA LA TENTACION  L EAU 80 ML EDT               , $ 829.00 , Credit, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 ",," $ 1,287.00 ",55%,0,$0.00,$0.00
ONE DIRECTION  OUR MOMENT EDP 100 ML        , $ 343.00 , Credit, $ 411.60 , $ 428.75 , $ 445.90 , $ 463.05 , $ 480.20 , $ 650.00 , $ 650.00 ,90%,0,$0.00,$0.00
ONE DIRECTION THAT MOMENT 100 ML EDP            , $ 446.00 , Credit, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 , $ 650.00 , $ 650.00 ,46%,0,$0.00,$0.00
OSCAR DE LA RENTA  100 ML EDP, $ 631.00 , Credit, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ,," $ 1,170.00 ",85%,0,$0.00,$0.00
OSCAR DE LA RENTA VOLUPTE  100 ML EDT SPRAY, $ 446.00 , Credit, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 ,, $ 910.00 ,104%,0,$0.00,$0.00
OSCAR DE RENTA ROSAMOR 100 ML EDT SPRAY, $ 332.00 , Credit, $ 398.40 , $ 415.00 , $ 431.60 , $ 448.20 , $ 464.80 ,, $ 715.00 ,115%,0,$0.00,$0.00
PACO RABANNE   LADY MILLION EDP 80 ML ," $ 1,020.00 ", Credit," $ 1,224.00 "," $ 1,275.00 "," $ 1,326.00 "," $ 1,377.00 "," $ 1,428.00 "," $ 1,650.00 "," $ 1,755.00 ",72%,0,$0.00,$0.00
PACO RABANNE   LADY MILLION EAU MY GOLD 80 ML EDT  , $ 892.00 , Credit," $ 1,070.40 "," $ 1,115.00 "," $ 1,159.60 "," $ 1,204.20 "," $ 1,248.80 "," $ 1,650.00 "," $ 1,755.00 ",97%,0,$0.00,$0.00
PACO RABANNE XS BLACK + CREMA PERFUMADA 100 ML, $ 803.00 , Credit, $ 963.60 ," $ 1,003.75 "," $ 1,043.90 "," $ 1,084.05 "," $ 1,124.20 "," $ 1,650.00 "," $ 1,755.00 ",119%,0,$0.00,$0.00
TOMMY SUMMER 100 ML, $ 407.00 , Credit, $ 488.40 , $ 508.75 , $ 529.10 , $ 549.45 , $ 569.80 ,, $ 780.00 ,92%,0,$0.00,$0.00
TOUS GARDEN 100 ML, $ 608.00 , Credit, $ 729.60 , $ 760.00 , $ 790.40 , $ 820.80 , $ 851.20 ," $ 1,050.00 "," $ 1,170.00 ",92%,0,$0.00,$0.00
TOUS IN HEAVEN 100 ML EDT, $ 378.00 , Credit, $ 453.60 , $ 472.50 , $ 491.40 , $ 510.30 , $ 529.20 ," $ 1,050.00 ", $ 650.00 ,72%,0,$0.00,$0.00
TOUS KIDS GIRL 100 ML, $ 395.00 , Credit, $ 474.00 , $ 493.75 , $ 513.50 , $ 533.25 , $ 553.00 ," $ 1,050.00 ", $ 650.00 ,65%,0,$0.00,$0.00
TOUS LOVE MOMENTS 90 ML                               , $ 548.00 , Credit, $ 657.60 , $ 685.00 , $ 712.40 , $ 739.80 , $ 767.20 ," $ 1,050.00 "," $ 1,014.00 ",85%,0,$0.00,$0.00
TOUS SENSUAL 100 ML, $ 585.00 , Credit, $ 702.00 , $ 731.25 , $ 760.50 , $ 789.75 , $ 819.00 ," $ 1,050.00 "," $ 1,014.00 ",73%,0,$0.00,$0.00
TOUS SILVER 90 ML EDT SPRAY, $ 569.00 , Credit, $ 682.80 , $ 711.25 , $ 739.70 , $ 768.15 , $ 796.60 ," $ 1,050.00 "," $ 1,014.00 ",78%,0,$0.00,$0.00
TOUS TOUCH  100 ML EDT SPRAY, $ 580.00 , Credit, $ 696.00 , $ 725.00 , $ 754.00 , $ 783.00 , $ 812.00 ," $ 1,050.00 "," $ 1,014.00 ",75%,0,$0.00,$0.00
VERSACE BRIGHT CRYSTAL 90 ML DAMA, $ 816.00 , Credit, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,450.00 "," $ 1,391.00 ",70%,0,$0.00,$0.00
VERSACE BRIGHT CRYSTAL ABSOLU 90 ML EDP    , $ 835.00 , Credit," $ 1,002.00 "," $ 1,043.75 "," $ 1,085.50 "," $ 1,127.25 "," $ 1,169.00 "," $ 1,450.00 "," $ 1,391.00 ",67%,0,$0.00,$0.00
VERSACE EROS POUR FEMME 100 ML EDP SPRAY                             ," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,450.00 "," $ 1,391.00 ",38%,0,$0.00,$0.00
VERSACE POUR FEMME 100ML EDP, $ 714.00 , Credit, $ 856.80 , $ 892.50 , $ 928.20 , $ 963.90 , $ 999.60 ," $ 1,200.00 "," $ 1,170.00 ",64%,0,$0.00,$0.00
VERSACE RED JEANS, $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ," $ 1,200.00 ", $ 845.00 ,128%,0,$0.00,$0.00
VERSACE VANITAS EDT 100 ML, $ 765.00 , Credit, $ 918.00 , $ 956.25 , $ 994.50 ," $ 1,032.75 "," $ 1,071.00 "," $ 1,350.00 "," $ 1,365.00 ",78%,0,$0.00,$0.00
VERSACE VERSENSE 100 ML , $ 676.00 , Credit, $ 811.20 , $ 845.00 , $ 878.80 , $ 912.60 , $ 946.40 ," $ 1,350.00 "," $ 1,235.00 ",83%,0,$0.00,$0.00
VERSACE VERSUS 100 ML EDT, $ 612.00 , Credit, $ 734.40 , $ 765.00 , $ 795.60 , $ 826.20 , $ 856.80 ," $ 1,350.00 "," $ 1,235.00 ",102%,0,$0.00,$0.00
VERSACE YELLOW DIAMOND 90 ML EDT SPRAY , $ 816.00 , Credit, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,450.00 "," $ 1,365.00 ",67%,0,$0.00,$0.00
VERSACE CRYSTAL NOIR 90 ML EDT, $ 816.00 , Credit, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,430.00 "," $ 1,625.00 ",99%,0,$0.00,$0.00
