Payment Date,Date Impacted,Details, Card Amount,Clasification,Payment Plan,Card,Bank
19-jul,19-jul,16190866-0069,"  17.825,00 ",Crédito,Plan Z,NARANJA,NARANJA X
20-jul,20-jul,16190866-0071,"  9.660,00 ",Crédito,Plan Z,NARANJA,NARANJA X
20-jul,20-jul,16190866-0072,"  25.300,00 ",Crédito,Plan Z,NARANJA,NARANJA X
21-jul,21-jul,16190866-0074,"  62.100,00 ",Crédito,Plan Z,NARANJA,NARANJA X
22-jul,22-jul,16190866-0075,"  28.750,00 ",Crédito,Plan Z,NARANJA,NARANJA X
22-jul,22-jul,16190866-0076,"  42.780,00 ",Crédito,Plan Z,NARANJA,NARANJA X
24-jul,24-jul,16190866-0078,"  10.350,00 ",Crédito,Plan Z,NARANJA,NARANJA X
7-jul,10-ago,Arancel,"  117,00 ",Arancel,Plan Z,NARANJA,NARANJA X
18-jul,25-jul,Arancel,"  144,00 ",Arancel,Plan Z,NARANJA,NARANJA X
24-jul,26-jul,Arancel,"  72,00 ",Arancel,Plan Z,NARANJA,NARANJA X
3-jul,31-jul,Arancel,"  414,09 ",Arancel,Plan Z,NARANJA,NARANJA X
4-jul,3-ago,Arancel,"  217,35 ",Arancel,Plan Z,NARANJA,NARANJA X
5-jul,3-ago,Arancel,"  469,89 ",Arancel,Plan Z,NARANJA,NARANJA X
7-jul,4-ago,Arancel,"  140,76 ",Arancel,Plan Z,NARANJA,NARANJA X
10-jul,5-ago,Arancel,"  227,70 ",Arancel,Plan Z,NARANJA,NARANJA X
10-jul,7-ago,Arancel,"  592,02 ",Arancel,Plan Z,NARANJA,NARANJA X
11-jul,7-ago,Arancel,"  192,51 ",Arancel,Plan Z,NARANJA,NARANJA X
11-jul,8-ago,Arancel,"  496,80 ",Arancel,Plan Z,NARANJA,NARANJA X
12-jul,8-ago,Arancel,"  885,96 ",Arancel,Plan Z,NARANJA,NARANJA X
12-jul,10-ago,Arancel,"  358,11 ",Arancel,Plan Z,NARANJA,NARANJA X
13-jul,12-ago,Arancel,"  621,00 ",Arancel,Plan Z,NARANJA,NARANJA X
13-jul,14-ago,Arancel,"  738,99 ",Arancel,Plan Z,NARANJA,NARANJA X
14-jul,16-ago,Arancel,"  221,49 ",Arancel,Plan Z,NARANJA,NARANJA X
14-jul,17-ago,Arancel,"  455,40 ",Arancel,Plan Z,NARANJA,NARANJA X
15-jul,17-ago,Arancel,"  372,60 ",Arancel,Plan Z,NARANJA,NARANJA X
15-jul,18-ago,Arancel,"  302,76 ",Arancel,Plan Z,NARANJA,NARANJA X
17-jul,19-ago,Arancel,"  173,88 ",Arancel,Plan Z,NARANJA,NARANJA X
18-jul,21-ago,Arancel,"  418,14 ",Arancel,Plan Z,NARANJA,NARANJA X
18-jul,21-ago,Arancel,"  186,30 ",Arancel,Plan Z,NARANJA,NARANJA X
19-jul,22-ago,Arancel,"  320,85 ",Arancel,Plan Z,NARANJA,NARANJA X
20-jul,23-ago,Arancel,"  173,88 ",Arancel,Plan Z,NARANJA,NARANJA X
20-jul,23-ago,Arancel,"  455,40 ",Arancel,Plan Z,NARANJA,NARANJA X
21-jul,26-jul,Arancel,"  1.117,80 ",Arancel,Plan Z,NARANJA,NARANJA X
22-jul,2-ago,Arancel,"  517,50 ",Arancel,Plan Z,NARANJA,NARANJA X
22-jul,10-ago,Arancel,"  770,04 ",Arancel,Plan Z,NARANJA,NARANJA X
24-jul,25-jul,Arancel,"  186,30 ",Arancel,Plan Z,NARANJA,NARANJA X
7-jul,26-jul,Intereses Plan Zeta,  -   ,Costos Financieros,Plan Z,NARANJA,NARANJA X
18-jul,26-jul,Intereses Plan Zeta,  -   ,Costos Financieros,Plan Z,NARANJA,NARANJA X
24-jul,27-jul,Intereses Plan Zeta,  -   ,Costos Financieros,Plan Z,NARANJA,NARANJA X
3-jul,3-ago,Intereses Plan Zeta,"  2.277,50 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
4-jul,4-ago,Intereses Plan Zeta,"  1.195,43 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
5-jul,5-ago,Intereses Plan Zeta,"  2.584,40 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
7-jul,7-ago,Intereses Plan Zeta,"  774,18 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
10-jul,7-ago,Intereses Plan Zeta,"  1.252,35 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
10-jul,8-ago,Intereses Plan Zeta,"  3.256,11 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
11-jul,8-ago,Intereses Plan Zeta,"  1.058,81 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
11-jul,10-ago,Intereses Plan Zeta,"  2.732,40 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
12-jul,12-ago,Intereses Plan Zeta,"  4.872,79 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
12-jul,14-ago,Intereses Plan Zeta,"  1.969,61 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
13-jul,16-ago,Intereses Plan Zeta,"  3.415,50 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
13-jul,17-ago,Intereses Plan Zeta,"  4.064,45 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
14-jul,17-ago,Intereses Plan Zeta,"  1.218,20 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
14-jul,18-ago,Intereses Plan Zeta,"  2.504,70 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
15-jul,19-ago,Intereses Plan Zeta,"  2.049,30 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
15-jul,21-ago,Intereses Plan Zeta,"  1.665,18 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
17-jul,21-ago,Intereses Plan Zeta,"  956,34 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
18-jul,22-ago,Intereses Plan Zeta,"  2.299,77 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
18-jul,23-ago,Intereses Plan Zeta,"  1.024,65 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
19-jul,23-ago,Intereses Plan Zeta,"  1.764,68 ",Costos Financieros,Plan Z,NARANJA,NARANJA X
20-jul,26-jul,IVA 21%,"  956,34 ",Impuesto,,NARANJA,NARANJA X
20-jul,2-ago,IVA 21%,"  2.504,70 ",Impuesto,,NARANJA,NARANJA X
21-jul,10-ago,IVA 21%,"  6.147,91 ",Impuesto,,NARANJA,NARANJA X
22-jul,25-jul,IVA 21%,"  2.846,25 ",Impuesto,,NARANJA,NARANJA X
22-jul,26-jul,IVA 21%,"  4.235,22 ",Impuesto,,NARANJA,NARANJA X
24-jul,26-jul,IVA 21%,"  1.024,65 ",Impuesto,,NARANJA,NARANJA X
1-sept,31-ago,Liq. N° 00038091 - Lote N° 0140  3 Ventas en 3 pagos - Plan Cuotas,"  83.030,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
1-sept,31-ago,Liq. N° 00038091 - Lote N° 0141 1 Venta en 3 pagos - Plan Cuotas,"  30.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
1-sept,31-ago,Liq. N° 00038093 - Lote N° 0140 3 Ventas Tj.Débito,"  25.000,00 ",Débito,No Aplica,VISA,GALICIA
1-sept,31-ago,Liq. N° 00038093 - Lote N° 0141 1 Venta Tj. Débito,"  8.000,00 ",Débito,No Aplica,VISA,GALICIA
1-sept,31-ago,Liq. N° 00038094 - Lote N° 0140 1 Venta en 1 pago,"  8.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
4-sept,1-sept,Liq. N° 00037695 - Lote N° 0142 1 Venta en 3 pagos - Plan Cuotas,"  24.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
4-sept,1-sept,Liq. N° 00037695 - Lote N° 0143 2 Ventas en 3 pagos - Plan Cuotas,"  52.480,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
4-sept,1-sept,Liq. N° 00037697 - Lote N° 0142 1 Venta Tj. Débito,"  9.100,00 ",Débito,No Aplica,VISA,GALICIA
4-sept,1-sept,Liq. N° 00037697 - Lote N° 0143 1 Venta Tj. Débito,"  12.500,00 ",Débito,No Aplica,VISA,GALICIA
4-sept,1-sept,Liq. N° 00037698 - Lote N° 0142 1 Venta en 1 pag,"  3.800,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052572 - Lote N° 0144 1 Venta en 3 pagos - Plan Cuotas,"  18.400,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052572 - Lote N° 0145 2 Ventas en 3 pagos - Plan Cuotas,"  73.350,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052572 - Lote N° 0146 1 Venta en 3 pagos - Plan Cuotas,"  12.650,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052572 - Lote N° 0147 1 Venta en 3 pagos - Plan Cuotas,"  18.400,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052574 - Lote N° 0144 2 Ventas Tj.Débito,"  9.200,00 ",Débito,No Aplica,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052574 - Lote N° 0145 2 Ventas Tj.Débito,"  49.600,00 ",Débito,No Aplica,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052574 - Lote N° 0146 3 Ventas Tj.Débito,"  27.000,00 ",Débito,No Aplica,VISA,GALICIA
5-sept,4-sept,Liq. N° 00052574 - Lote N° 0147 3 Ventas Tj.Débito,"  70.200,00 ",Débito,No Aplica,VISA,GALICIA
6-sept,4-sept,Liq. N° 00037119 - Lote N° 0146 1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
6-sept,5-sept,Liq. N° 00037120 - Lote N° 0148 2 Ventas en 3 pagos - Plan Cuotas,"  16.825,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
6-sept,5-sept,Liq. N° 00037122 - Lote N° 0148 2 Ventas Tj.Débit,"  17.500,00 ",Débito,No Aplica,VISA,GALICIA
6-sept,5-sept,Liq. N° 00037122 - Lote N° 0149 1 Venta Tj. Débito,"  27.000,00 ",Débito,No Aplica,VISA,GALICIA
6-sept,5-sept,Liq. N° 00037123 - Lote N° 0148 1 Venta en 1 pago,"  10.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
7-sept,6-sept,Liq. N° 00037337 - Lote N° 0150  1 Venta en 3 pagos - Plan Cuotas,"  30.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
7-sept,6-sept,Liq. N° 00037337 - Lote N° 0151 2 Ventas en 3 pagos - Plan Cuotas,"  30.525,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
7-sept,6-sept,Liq. N° 00037339 - Lote N° 0151 2 Ventas Tj.Débito,"  12.000,00 ",Débito,No Aplica,VISA,GALICIA
7-sept,6-sept,Liq. N° 00037340 - Lote N° 0150 1 Venta en 1 pag,"  5.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
8-sept,7-sept,Liq. N° 00038696 - Lote N° 0152 1 Venta en 3 pagos - Plan Cuotas,"  10.350,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
8-sept,7-sept,Liq. N° 00038698 - Lote N° 0152 4 Ventas Tj.Débito,"  67.880,00 ",Débito,No Aplica,VISA,GALICIA
11-sept,8-sept,Liq. N° 00039117 - Lote N° 0153  2 Ventas en 3 pagos - Plan Cuotas,"  30.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
11-sept,8-sept,Liq. N° 00039117 - Lote N° 0154 1 Venta en 3 pagos - Plan Cuotas,"  14.400,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
11-sept,8-sept,Liq. N° 00039119 - Lote N° 0153 3 Ventas Tj.Débit,"  71.000,00 ",Débito,No Aplica,VISA,GALICIA
11-sept,8-sept,Liq. N° 00039119 - Lote N° 0154 4 Ventas Tj.Débito,"  63.000,00 ",Débito,No Aplica,VISA,GALICIA
11-sept,8-sept,Liq. N° 00039120 - Lote N° 0153 2 Ventas en 1 pago,"  264.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052904 - Lote N° 0156 1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052904 - Lote N° 0157 3 Ventas en 3 pagos - Plan Cuotas,"  43.025,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052904 - Lote N° 0158 2 Ventas en 3 pagos - Plan Cuotas,"  22.925,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052906 - Lote N° 0155 3 Ventas Tj.Débito,"  25.900,00 ",Débito,No Aplica,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052906 - Lote N° 0156 3 Ventas Tj.Débito,"  46.000,00 ",Débito,No Aplica,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052906 - Lote N° 0157 2 Ventas Tj.Débito,"  20.200,00 ",Débito,No Aplica,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052906 - Lote N° 0158 4 Ventas Tj.Débito,"  68.400,00 ",Débito,No Aplica,VISA,GALICIA
12-sept,11-sept,Liq. N° 00052907 - Lote N° 0155 1 Venta en 1 pago,"  3.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
13-sept,11-sept,Liq. N° 00037974 - Lote N° 0155 1 Venta en 3 pagos - Plan Cuotas,"  46.800,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
13-sept,11-sept,Liq. N° 00037974 - Lote N° 0158 1 Venta en 3 pagos - Plan Cuotas,"  10.800,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
13-sept,12-sept,Liq. N° 00037975 - Lote N° 0159 1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
13-sept,12-sept,Liq. N° 00037975 - Lote N° 0160 2 Ventas en 3 pagos - Plan Cuotas,"  54.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
13-sept,12-sept,Liq. N° 00037977 - Lote N° 0159 3 Ventas Tj.Débito,"  50.400,00 ",Débito,No Aplica,VISA,GALICIA
13-sept,12-sept,Liq. N° 00037977 - Lote N° 0160 1 Venta Tj. Débit,"  29.000,00 ",Débito,No Aplica,VISA,GALICIA
13-sept,12-sept,Liq. N° 00037978 - Lote N° 0159 1 Venta en 1 pago,"  24.000,00 ",Crédito,Venta en 1 pago,VISA,GALICIA
14-sept,13-sept,Liq. N° 00037041 - Lote N° 0161  1 Venta en 3 pagos - Plan Cuotas,"  12.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
14-sept,13-sept,Liq. N° 00037041 - Lote N° 0162 1 Venta en 3 pagos - Plan Cuota,"  9.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
14-sept,13-sept,Liq. N° 00037043 - Lote N° 0161 2 Ventas Tj.Débito,"  16.700,00 ",Débito,No Aplica,VISA,GALICIA
14-sept,13-sept,Liq. N° 00037043 - Lote N° 0162 3 Ventas Tj.Débito,"  45.000,00 ",Débito,No Aplica,VISA,GALICIA
15-sept,13-sept,Liq. N° 00039914 - Lote N° 0161 1 Venta en 3 pagos - Plan Cuotas,"  15.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
15-sept,14-sept,Liq. N° 00039915 - Lote N° 0163 1 Venta en 3 pagos - Plan Cuota,"  15.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
15-sept,14-sept,Liq. N° 00039915 - Lote N° 0164 1 Venta en 3 pagos - Plan Cuotas,"  14.400,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
15-sept,14-sept,Liq. N° 00039917 - Lote N° 0163 3 Ventas Tj.Débit,"  58.200,00 ",Débito,No Aplica,VISA,GALICIA
15-sept,14-sept,Liq. N° 00039917 - Lote N° 0164 2 Ventas Tj.Débito,"  22.400,00 ",Débito,No Aplica,VISA,GALICIA
1-sept,31-ago,Arancel,"  2.442,54 ",Arancel,No Aplica,VISA,GALICIA
1-sept,31-ago,Serv.Costos Financieros,"  23.238,23 ",Costos Financieros,No Aplica,VISA,GALICIA
1-sept,31-ago,Deduc.Impositivas,"  8.914,64 ",Impuesto,No Aplica,VISA,GALICIA
1-sept,31-ago,Serv.Cobro Anticipado,"  605,20 ",Cobro Anticipado,No Aplica,VISA,GALICIA
4-sept,1-sept,Arancel,"  1.617,84 ",Arancel,No Aplica,VISA,GALICIA
4-sept,1-sept,Serv.Costos Financieros,"  15.647,64 ",Impuesto,No Aplica,VISA,GALICIA
4-sept,1-sept,Deduc.Impositivas,"  5.885,35 ",Costos Financieros,No Aplica,VISA,GALICIA
4-sept,1-sept,Serv.Cobro Anticipado,"  409,50 ",Cobro Anticipado,No Aplica,VISA,GALICIA
5-sept,4-sept,Arancel,"  3.458,40 ",Arancel,No Aplica,VISA,GALICIA
5-sept,4-sept,Serv.Costos Financieros,"  25.597,74 ",Costos Financieros,No Aplica,VISA,GALICIA
5-sept,4-sept,Servicio PAYWAY,"  4.199,70 ",Servicio PAYWAY,No Aplica,VISA,GALICIA
5-sept,4-sept,Deduc.Impositivas,"  15.521,31 ",Impuesto,No Aplica,VISA,GALICIA
5-sept,4-sept,Serv.Cobro Anticipado,"  652,29 ",Cobro Anticipado,No Aplica,VISA,GALICIA
6-sept,5-sept,Arancel,"  1.292,45 ",Arancel,No Aplica,VISA,GALICIA
6-sept,5-sept,Serv.Costos Financieros,"  8.774,78 ",Costos Financieros,No Aplica,VISA,GALICIA
6-sept,5-sept,Deduc.Impositivas,"  5.300,43 ",Impuesto,No Aplica,VISA,GALICIA
6-sept,5-sept,Serv.Cobro Anticipado,"  89,37 ",Cobro Anticipado,No Aplica,VISA,GALICIA
7-sept,6-sept,Arancel,"  1.275,45 ",Arancel,No Aplica,VISA,GALICIA
7-sept,6-sept,Serv.Costos Financieros,"  12.852,49 ",Costos Financieros,No Aplica,VISA,GALICIA
7-sept,6-sept,Deduc.Impositivas,"  5.395,32 ",Impuesto,No Aplica,VISA,GALICIA
7-sept,6-sept,Serv.Cobro Anticipado,"  321,49 ",Cobro Anticipado,No Aplica,VISA,GALICIA
8-sept,7-sept,Arancel,"  729,34 ",Arancel,No Aplica,VISA,GALICIA
8-sept,7-sept,Serv.Costos Financieros,"  2.093,32 ",Costos Financieros,No Aplica,VISA,GALICIA
8-sept,7-sept,Deduc.Impositivas,"  3.122,62 ",Impuesto,No Aplica,VISA,GALICIA
8-sept,7-sept,Serv.Cobro Anticipado,"  55,41 ",Cobro Anticipado,No Aplica,VISA,GALICIA
11-sept,8-sept,Arancel,"  6.634,00 ",Arancel,No Aplica,VISA,GALICIA
11-sept,8-sept,Serv.Costos Financieros,"  21.563,15 ",Costos Financieros,No Aplica,VISA,GALICIA
11-sept,8-sept,Deduc.Impositivas,"  21.548,03 ",Impuesto,No Aplica,VISA,GALICIA
11-sept,8-sept,Serv.Cobro Anticipado,"  240,94 ",Cobro Anticipado,No Aplica,VISA,GALICIA
12-sept,11-sept,Arancel,"  2.978,70 ",Arancel,No Aplica,VISA,GALICIA
12-sept,11-sept,Serv.Costos Financieros,"  19.344,19 ",Costos Financieros,No Aplica,VISA,GALICIA
12-sept,11-sept,Deduc.Impositivas,"  12.671,70 ",Impuesto,No Aplica,VISA,GALICIA
12-sept,11-sept,Serv.Cobro Anticipado,"  484,16 ",Cobro Anticipado,No Aplica,VISA,GALICIA
13-sept,11-sept,Arancel,"  3.540,40 ",Arancel,No Aplica,VISA,GALICIA
13-sept,11-sept,Serv.Costos Financieros,"  28.728,54 ",Costos Financieros,No Aplica,VISA,GALICIA
13-sept,11-sept,Deduc.Impositivas,"  14.156,28 ",Impuesto,No Aplica,VISA,GALICIA
13-sept,11-sept,Serv.Cobro Anticipado,"  423,88 ",Cobro Anticipado,No Aplica,VISA,GALICIA
14-sept,13-sept,Arancel,"  893,20 ",Arancel,No Aplica,VISA,GALICIA
14-sept,13-sept,Serv.Costos Financieros,"  4.627,61 ",Costos Financieros,No Aplica,VISA,GALICIA
14-sept,13-sept,Deduc.Impositivas,"  3.704,11 ",Impuesto,No Aplica,VISA,GALICIA
14-sept,13-sept,Serv.Cobro Anticipado,"  117,92 ",Cobro Anticipado,No Aplica,VISA,GALICIA
15-sept,14-sept,Arancel,"  1.444,00 ",Arancel,No Aplica,VISA,GALICIA
15-sept,14-sept,Serv.Costos Financieros,"  8.800,73 ",Costos Financieros,No Aplica,VISA,GALICIA
15-sept,14-sept,Deduc.Impositivas,"  6.117,98 ",Impuesto,No Aplica,VISA,GALICIA
15-sept,14-sept,Serv.Cobro Anticipado,"  157,41 ",Cobro Anticipado,No Aplica,VISA,GALICIA
1-sept,31-ago,Liq. N° 00052575 - Lote N° 0144 1 Venta en 3 pagos - Plan Cuotas,"  30.000,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052575 - Lote N° 0145 1 Venta en 3 pagos - Plan Cuotas,"  20.240,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052575 - Lote N° 0146 1 Venta en 3 pagos - Plan Cuotas,"  13.200,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052577 - Lote N° 0145 2 Ventas Tj.Débito,"  17.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052578 - Lote N° 0144 1 Venta en 1 pago,"  13.700,00 ",Crédito,Venta en 1 pago,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052578 - Lote N° 0145 1 Venta en 1 pago,"  42.000,00 ",Crédito,Venta en 1 pago,MASTERCARD,GALICIA
1-sept,31-ago,Liq. N° 00052578 - Lote N° 0147 1 Venta en 1 pago,"  71.000,00 ",Crédito,Venta en 1 pago,MASTERCARD,GALICIA
6-sept,5-sept,Liq. N° 00037124 - Lote N° 0149 1 Venta Tj. Débito,"  6.700,00 ",Débito,No Aplica,MASTERCARD,GALICIA
7-sept,6-sept,Liq. N° 00037341 - Lote N° 0151  1 Venta en 3 pagos - Plan Cuotas,"  180.000,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
8-sept,7-sept,Liq. N° 00038699 - Lote N° 0152 2 Ventas Tj.Débito,"  36.800,00 ",Débito,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Liq. N° 00052908 - Lote N° 0158  1 Venta en 3 pagos - Plan Cuotas,"  40.800,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
12-sept,11-sept,Liq. N° 00052910 - Lote N° 0157 2 Ventas Tj.Débito,"  23.500,00 ",Débito,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Liq. N° 00052911 - Lote N° 0156 2 Ventas en 1 pago,"  21.000,00 ",Crédito,Venta en 1 pago,MASTERCARD,GALICIA
12-sept,11-sept,Liq. N° 00052911 - Lote N° 0157 1 Venta en 1 pago,"  32.100,00 ",Crédito,Venta en 1 pago,MASTERCARD,GALICIA
13-sept,12-sept,Liq. N° 00037979 - Lote N° 0159 1 Venta en 3 pagos - Plan Cuota,"  32.200,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
13-sept,12-sept,Liq. N° 00037979 - Lote N° 0160 1 Venta en 3 pagos - Plan Cuotas,"  12.600,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
13-sept,12-sept,Liq. N° 00037981 - Lote N° 0159 2 Ventas Tj.Débito,"  25.600,00 ",Débito,No Aplica,MASTERCARD,GALICIA
14-sept,13-sept,Liq. N° 00037044 - Lote N° 0161 1 Venta Tj. Débito,"  15.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
14-sept,13-sept,Liq. N° 00037044 - Lote N° 0162 1 Venta Tj. Débito,"  7.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
15-sept,14-sept,Liq. N° 00039918 - Lote N° 0163  1 Venta en 3 pagos - Plan Cuotas,"  15.000,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
15-sept,14-sept,Liq. N° 00039920 - Lote N° 0164 1 Venta Tj. Débito,"  34.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
1-sept,31-ago,Arancel,"  3.613,50 ",Arancel,No Aplica,MASTERCARD,GALICIA
1-sept,31-ago,Serv.Costos Financieros,"  23.013,51 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
1-sept,31-ago,Deduc.Impositivas,"  13.416,72 ",Impuesto,No Aplica,MASTERCARD,GALICIA
5-sept,4-sept,Arancel,"  3.558,52 ",Arancel,No Aplica,MASTERCARD,GALICIA
5-sept,4-sept,Serv.Costos Financieros,"  27.748,69 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
5-sept,4-sept,Deduc.Impositivas,"  13.957,96 ",Impuesto,No Aplica,MASTERCARD,GALICIA
5-sept,4-sept,Serv.Cobro Anticipado,"  336,97 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
5-sept,4-sept,Servicio PAYWAY,"  3.120,30 ",Servicio PAYWAY,No Aplica,MASTERCARD,GALICIA
6-sept,5-sept,Arancel,"  53,60 ",Arancel,No Aplica,MASTERCARD,GALICIA
6-sept,5-sept,Deduc.Impositivas,"  245,75 ",Impuesto,No Aplica,MASTERCARD,GALICIA
7-sept,6-sept,Arancel,"  3.240,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
7-sept,6-sept,Serv.Costos Financieros,"  37.521,17 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
7-sept,6-sept,Deduc.Impositivas,"  11.780,92 ",Impuesto,No Aplica,MASTERCARD,GALICIA
8-sept,7-sept,Arancel,"  294,40 ",Arancel,No Aplica,MASTERCARD,GALICIA
8-sept,7-sept,Deduc.Impositivas,"  1.349,82 ",Impuesto,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Arancel,"  1.878,20 ",Arancel,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Serv.Costos Financieros,"  14.592,04 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Deduc.Impositivas,"  7.059,09 ",Impuesto,No Aplica,MASTERCARD,GALICIA
12-sept,11-sept,Serv.Cobro Anticipado,"  216,72 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
13-sept,12-sept,Arancel,"  1.011,20 ",Arancel,No Aplica,MASTERCARD,GALICIA
13-sept,12-sept,Serv.Costos Financieros,"  9.338,60 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
13-sept,12-sept,Deduc.Impositivas,"  3.846,92 ",Impuesto,No Aplica,MASTERCARD,GALICIA
13-sept,12-sept,Serv.Cobro Anticipado,"  237,97 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
14-sept,13-sept,Arancel,"  176,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
14-sept,13-sept,Deduc.Impositivas,"  806,96 ",Impuesto,No Aplica,MASTERCARD,GALICIA
15-sept,14-sept,Arancel,"  542,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
15-sept,14-sept,Serv.Costos Financieros,"  3.033,79 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
15-sept,14-sept,Deduc.Impositivas,"  2.164,22 ",Impuesto,No Aplica,MASTERCARD,GALICIA
15-sept,14-sept,Serv.Cobro Anticipado,"  80,31 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
