Item Id,Sold Date,Canceled Date,Completed Date,Item Title,Order Status,Shipped to State,Shipped from State,Item Price,Buyer Shipping Fee,Gross Payments,Seller Shipping Fee,Mercari Selling Fee,Payment Processing Fee,Shipping Adjustment Fee,Seller Sales Profit,Sales Tax Charged to Buyer,,West coast
m35502642833,2/6/2021,,2/13/2021,FILA Sweatshirt and Jeans Bundle small,Completed,Virginia,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.06,,
m15426332424,2/11/2021,,2/20/2021,Nike Dri Fit Black Long Sleeve Womens Sm,Completed,Virginia,Minnesota,14,0,14,3.49,1.4,0.71,0,8.4,0.84,,
m53543234947,2/18/2021,,2/28/2021,Columbia PFG Hoodie Medium Fleece,Completed,Virginia,Minnesota,30,0,30,3.49,3,1.17,0,22.34,1.8,,
m16547698002,3/3/2021,,3/9/2021,Starbucks Honeycomb Studded Grande,Completed,Virginia,Minnesota,29,0,29,3.65,2.9,1.14,0,21.31,1.74,,
m83589791635,3/3/2021,,3/10/2021,NEW gray suede vans size 9 velvet,Completed,Virginia,Minnesota,22,3.49,25.49,0,2.2,0.94,0,18.86,1.17,,
m47705931556,3/5/2021,,3/13/2021,Bundle- Michelle Eleni Reserved,Completed,Virginia,Minnesota,116,0,116,9.99,11.6,3.66,0,90.75,6.96,,
m56841438845,5/3/2021,,5/10/2021,Hydrapeak Bottle and Wine Tumblers New,Completed,Virginia,Minnesota,21,7.99,28.99,0,2.1,0.91,0,17.99,1.26,,
m86403135848,5/3/2021,,5/12/2021,Nike Matte Indented Logo Sweatshirt XXL,Completed,Virginia,Minnesota,9,0,9,3.65,0.9,0.56,0,3.89,0.48,,
m62734276504,6/22/2021,,6/27/2021,Crocs Pink Jelly Slip Ons W8 Orange Flat,Completed,Virginia,Minnesota,14,0,3.65,1.4,0.71,0,8.24,0.98,0,,
m27999181778,7/26/2021,,8/3/2021,Pyrex Sandalwood White 443 Vintage Bowl,Completed,Virginia,Minnesota,25,7.99,0,2.5,1.03,0,21.47,1.5,0,,
m33917487768,8/15/2021,,8/20/2021,NWT Starbucks Gold Ombre Venti Tumbler,Completed,Virginia,Minnesota,26,7.99,0,2.6,1.05,0,22.35,1.56,0,,
m14707311823,10/24/2021,,10/30/2021,Nike Dri Fit Pro Indy Sports Bra Black Chevron Large,Completed,Virginia,Minnesota,16,0,3.65,1.6,0.76,0,9.99,0.96,0,,
m65407674615,11/7/2021,,11/13/2021,Simply Southern Pursuit of Preppiness Long Sleeve Tee Large Black Navy Blue Rare,Completed,Virginia,Minnesota,24,0,3.65,2.4,1,0,16.95,1.44,0,,
m38746610540,2/8/2021,,2/13/2021,Steve Madden Slip On Shoes Flats 7 6.5,Completed,West Virginia,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.2,,
m74208535289,2/26/2021,,3/5/2021,Adidas Basics Track Jacket Black,Completed,West Virginia,Minnesota,10,3.49,13.49,0,1,0.59,0,8.41,0.94,,
m39398838111,3/25/2021,,3/29/2021,Starbucks Thailand Gray Felt Tumbler,Completed,West Virginia,Minnesota,28,5.99,33.99,0,2.8,1.11,0,24.09,2.38,,
m31712709629,11/18/2021,,11/24/2021,403 Vintage Pyrex Snowflake Garland Milk Glass Mixing Bowl Blue,Completed,West Virginia,Minnesota,30,12,0,3,1.17,0,25.83,2.52,0,,
m59025678477,1/24/2021,,1/30/2021,3 Aromatherapy Essential Oil Rollers NWT,Completed,Wisconsin,Minnesota,9,0,9,4.6,0.9,0.56,0,2.94,0.5,,
m43170690642,2/4/2021,,2/11/2021,University of Minnesota Columbia Hoodie,Completed,Wisconsin,Minnesota,28,0,28,3.49,2.8,1.11,0,20.6,1.54,,
m44037894291,2/11/2021,,2/16/2021,Packers Fleece Pullover Sweatshirt Mediu,Completed,Wisconsin,Minnesota,11,3.49,14.49,0,1.1,0.62,0,9.28,0.8,,
m68015585790,2/15/2021,,2/20/2021,RESERVED BUNDLE,Completed,Wisconsin,Minnesota,35,4.99,39.99,0,3.5,1.32,0,30.18,2.2,,
m11536680159,2/19/2021,,2/24/2021,Champion Sweatshirt Fleece Vintage Med,Completed,Wisconsin,Minnesota,21,3.49,24.49,0,2.1,0.91,0,17.99,1.22,,
m60320350465,2/28/2021,,3/4/2021,Disney Princess Wet Brush Detangler,Completed,Wisconsin,Minnesota,12,3.49,15.49,0,1.2,0.65,0,10.15,0.77,,
m65797317018,3/17/2021,,3/23/2021,Aerie Crossover TikTok Leggings Green,Completed,Wisconsin,Minnesota,30,0,30,3.65,3,1.17,0,22.18,1.65,,
m35012182239,3/21/2021,,3/25/2021,Mint Teal Fuzzy Bayabamd Crocs 9,Completed,Wisconsin,Minnesota,25,4.8,29.8,0,2.5,1.03,0,21.47,1.64,,
m85221189216,3/30/2021,,4/5/2021,"New Dumbo Squishmallow 5""",Completed,Wisconsin,Minnesota,10,3.65,13.65,0,1,0.59,0,8.41,0.75,,
m92119091227,4/12/2021,,4/19/2021,Athleta Black Capri Leggings Large,Completed,Wisconsin,Minnesota,30,0,30,3.65,3,1.17,0,22.18,1.65,,
m51705072023,4/29/2021,,5/3/2021,Like New Boys Crocs C6 Black Red Blue,Completed,Wisconsin,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,1.05,,
m47996732865,5/1/2021,,5/9/2021,Colorado Mountains 2XL Sweatshirt,Completed,Wisconsin,Minnesota,15,0,15,3.65,1.5,0.74,0,9.11,0.83,,
m84921355190,6/11/2021,,6/18/2021,Converse Chuck Taylor American Flag Hi,Completed,Wisconsin,Minnesota,20,4.8,0,2,0.88,0,17.12,1.36,0,,
m38155268272,6/25/2021,,6/29/2021,Boppy Pillow Protective Slipcover NEW,Completed,Wisconsin,Minnesota,15,0,3.65,1.5,0.74,1.15,7.96,0.83,0,,
m53226080843,8/14/2021,,8/18/2021,Maine Gray Soft Hoodie Sweatshirt 2XL,Completed,Wisconsin,Minnesota,15,4.8,0,1.5,0.74,0,12.76,1.09,0,,
m32499843826,8/20/2021,,8/23/2021,Starbucks Black Matte Replacement Lid,Completed,Wisconsin,Minnesota,12,3.65,0,1.2,0.65,0,10.15,0.86,0,,
m41216555694,9/24/2021,,9/29/2021,Anthropologie P Initial Gold Coffee Mug,Completed,Wisconsin,Minnesota,10,5.99,0,1,0.59,0,8.41,0.88,0,,
m57922785223,11/1/2021,,11/7/2021,NWT Lularoe Amelia Dress XL Black Beige Pockets Discontinued Vault,Completed,Wisconsin,Minnesota,25,0,3.65,2.5,1.03,0,17.82,1.38,0,,
,,,,,,,,,,,,,,,,,,
Totals:,,,,,,,,16352,1771.84,10582.52,1643.22,1211.25,453.75,5518.96,7581.84,586.33,,
,,,,,,,Average,24.62650602,,,,,,,,,,
