Material,Texto breve de material,UMB,Precio,por,Moneda,Valor UNI
10001061,GALLETA AGUA MCKAY PQ 140 GR,UN,"75,000",100,CLP, $  750 
10001062,GALLETA AGUA MCKAY PQ 205 GR,UN,335,1,CLP, $  335 
10001063,GALLETA DE AGUA FAMILIAR 205 GR,UN,"83,900",100,CLP, $  839 
10001067,GALLETA CHUÑO LIGHT BOL 125 GR,BOL,"1,007",1,CLP," $  1,007 "
10001070,GALLETA CHAMPAGNE MCKAY PQ 100 GR,UN,571,1,CLP, $  571 
10001075,GALLETA MINI COCO MCKAY PQ 40 GR,UN,103,1,CLP, $  103 
10001081,GALLETA MINI MANTEQUILLA MCKAY PQ 40 GR,UN,"8,188",100,CLP, $  82 
10001083,GALLETA MINI NIZA MCKAY PQ 40 GR,UN,"8,189",100,CLP, $  82 
10001086,GALLETA DULCE MINI VINO,UN,"1,356",1,CLP," $  1,356 "
10001089,GALLETA DULCE OREO KRAFT PQ 111 GR,UN,293,1,CLP, $  293 
10001096,GALLETA OBLEA MCKAY PQ 140 GR,UN,"58,673",100,CLP, $  587 
10001099,GALLETA SODA FAMILIAR 180 GR,UN,"54,467",100,CLP, $  545 
10001103,GALLETA SODA MCKAY PQ 123 GR,UN,"76,828",100,CLP, $  768 
10001106,GARBANZO KG,KG,"1,305",1,CLP," $  1,305 "
10001107,GARBANZO PELADO DIAZ BOLSA 1 KG,KG,"1,343",1,CLP," $  1,343 "
10001108,CABRITAS DE MAIZ POP-CORN 91 GR,UN,"50,333",100,CLP, $  503 
10001112,GLUCOSA KG,UN,"1,250",1,CLP," $  1,250 "
10001119,GOLOSINA CARAMELO VARIOS,UN,"107,883",100,CLP," $  1,079 "
10001120,GOLOSINA CARAMELO SURT HALOW BS 500 GR,BOL,"123,865",100,CLP," $  1,239 "
10001123,GOLOSINA CEREAL BRR GOLDEN 18 GR COSTA,UN,"7,000",100,CLP, $  70 
10001124,GOLOSINA CEREAL BRR YOGUR FRUTA 18 GR,UN,"9,523",100,CLP, $  95 
10001125,GOLOSINA CEREAL FRUTO ROJO YOGUR CJ 20UN,UN,"8,294",100,CLP, $  83 
10001126,GOLOSINA CHOCMAN 33 GR,UN,64,1,CLP, $  64 
10001127,GOLOSINA CHOCMAN 36 GR CJ 33 COSTA,CJ,"191,400",100,CLP," $  1,914 "
10001133,GOLOSINA DOBLON COSTA UN,UN,"4,760",100,CLP, $  48 
10001136,GOLOSINA GOLPE CJ 30 DOS UNO,BOL,"1,492",1,CLP," $  1,492 "
10001140,GOLOSINA GOMITA SFRUYULE BS 140 GR AMBR,BOL,"2,500",100,CLP, $  25 
10001141,GOLOSINA GOMITAS FRUGELE AD 430 GR,UN,916,1,CLP, $  916 
10001145,GOLOSINA LOLY PALETA AD,UN,"8,000",100,CLP, $  80 
10001151,GOLOSINA MARSHMALLOWS BOL 300 GR,BOL,743,1,CLP, $  743 
10001156,GOLOSINA MENTITAS DISPLAY 60 COSTA,UN,140,1,CLP, $  140 
10001159,GOLOSINA NEGRITADOS UNO,UN,101,1,CLP, $  101 
10001162,GOLOSINA PRESTIGIO 35 GR CJ 32 NESTLE,CJ,"1,356",1,CLP," $  1,356 "
10001165,GOLOSINA SAPITO MANI 13 8 GR DOS UNO,UN,67,1,CLP, $  67 
10001166,CARAMELO SKITTLES ORIGINAL SOBRE 62 GR,UN,"42,500",100,CLP, $  425 
10001167,GOLOSINA SNICKERS 58.7 GR,UN,581,1,CLP, $  581 
10001170,GOLOSINA SNICKERS 58 GR DPY 48,UN,386,1,CLP, $  386 
10001171,GOLOSINA SUPER OCHO 44 GR,UN,"7,700",100,CLP, $  77 
10001172,SUPER 8 CJ 24 UN 29 GR,UN,"9,208",100,CLP, $  92 
10001176,GOLOSINA TUYO COSTA 16 GR BOLSA 30 UN,BOL,656,1,CLP, $  656 
10001178,GOLOSINA TUYO CJ 24 ADES COSTA,CJ,"1,616",1,CLP," $  1,616 "
10001181,COBER CALLEBAUT 823 CALLETS LECHE KG,KG,"589,000",100,CLP," $  5,890 "
10001184,HARINA ALMENDRA KG,KG,"945,000",100,CLP," $  9,450 "
10001185,HARINA ALMENDRA BOLSA 1 KG,BOL,"5,205",1,CLP," $  5,205 "
10001187,HARINA ALMIDON MAIZ SACO 25 KG,KG,"70,205",100,CLP, $  702 
10001188,HARINA ALMIDON MAIZ KG,KG,"414,000",100,CLP," $  4,140 "
10001191,HARINA PARA PIZZA KG,KG,"131,257",100,CLP," $  1,313 "
10001195,HARINA CORRIENTE SACO 50 KG,UN,281,1,CLP, $  281 
10001196,HARINA CORRIENTE S/POLVO CAROZZI KG,KG,"50,600",100,CLP, $  506 
10001200,HARINA FINA SIN POLVO CAROZZI BS 3 KG,BOL,906,1,CLP, $  906 
10001206,HARINA LINAZA MI TIERRA BS 1/2 KG,BOL,"161,257",100,CLP," $  1,613 "
10001207,HARINA MAIZ KG,KG,"186,458",100,CLP," $  1,865 "
10001208,HARINA MAIZENA DROPA KG,KG,"129,667",100,CLP," $  1,297 "
10001213,HARINA TEMPURA KG,KG,"2,158",1,CLP," $  2,158 "
10001214,HARINA TOSTADA BOLSA 1 KG,KG,"83,133",100,CLP, $  831 
10001216,BRILLO HARMONY FRIO BALDE 4.5 KG,UN,"183,300",100,CLP," $  1,833 "
10001234,HUEVO CHOCO HUECO COSTA 10 GR BAND 21 UN,UN,"1,764",1,CLP," $  1,764 "
10001235,HUEVO CHOCO PALETA HUEVO 31 GR 5 CO,UN,"1,274",1,CLP," $  1,274 "
10001241,JALEA FRAMBUESA KG,KG,"2,397",1,CLP," $  2,397 "
10001245,JALEA DE GUINDA KG,KG,"2,458",1,CLP," $  2,458 "
10001247,JALEA NARANJA KG,KG,"2,396",1,CLP," $  2,396 "
10001250,JALEA PIÑA KG,KG,"2,795",1,CLP," $  2,795 "
10001253,JALEA S/SABOR BOLSA 1 KG,KG,"583,435",100,CLP," $  5,834 "
10001262,JENGIBRE VINAGRE SHIRAKIKU BALDE 18 KG,UN,"30,138",1,CLP," $  30,138 "
10001267,JUGO LIMON SUCEDANEO BID 5 LT,BID,"175,000",100,CLP," $  1,750 "
10001273,KETCHUP JB BS 1 KG,BOL,899,1,CLP, $  899 
10001275,KETCHUP KG,KG,839,1,CLP, $  839 
10001280,LECHE EVAPORADA TR 400 GR,UN,827,1,CLP, $  827 
10001283,LECHE CONDENSADA TR 397 GR,UN,753,1,CLP, $  753 
10001286,LECHE COCO CONSERVA UN,UN,"158,100",100,CLP," $  1,581 "
10001288,LEVADURA FRESCA 500 GR,UN,876,1,CLP, $  876 
10001290,LEVADURA SECA INSTANTANEA 500 GR,UN,"1,358",1,CLP," $  1,358 "
10001292,PERLAS DE SAGU MANDIOCA KG,KG,"979,206",100,CLP," $  9,792 "
10001295,LENTEJA 6 MM KG,KG,"1,330",1,CLP," $  1,330 "
10001298,LYCHEE FRUTO CHINO TR 570 GR,UN,"1,356",1,CLP," $  1,356 "
10001300,MACEDONIA FRUTA 113 GR,UN,"27,000",100,CLP, $  270 
10001301,CREMA VEGETAL DECOR UP KG,KG,"149,000",100,CLP," $  1,490 "
10001303,MAIZENA BOLSA 500 GR,BOL,"1,237",1,CLP," $  1,237 "
10001305,MAIZENA KG,KG,"208,530",100,CLP," $  2,085 "
10001307,MANGO EN ALMIBAR TR 425 GR,UN,435,1,CLP, $  435 
10001315,MANI AHUM TOSTANI BS 80 GR,BOL,409,1,CLP, $  409 
10001333,MAYONESA HELLMANS BOLSA 1 KG,KG,"1,068",1,CLP," $  1,068 "
10001335,MAYONESA KG,KG,"1,108",1,CLP," $  1,108 "
10001339,MEJORADOR PAN FRANCES TOUPAN PLUS 400 GR,BOL,"84,000",100,CLP, $  840 
10001343,MERMEL 4 FRUT S/AZUC ST DALFOUR FCO 28GR,UN,283,1,CLP, $  283 
10001345,MERMELADA ECOVIDA ALCAY LIGHT FCO 320 GR,UN,"1,680",1,CLP," $  1,680 "
10001358,MERMELADA ECOVIDA DAMAS LIGHT FCO 480 GR,UN,"1,587",1,CLP," $  1,587 "
10001362,MERMELADA DALFOU S/AZ DAMASCO FCO 28 GR,UN,292,1,CLP, $  292 
10001363,MERMELADA DAMASCO TR 5 KG,UN,"6,209",1,CLP," $  6,209 "
10001372,MERMEL FRAMB HUERTOS VILLARRICA KG 1,KG,"189,000",100,CLP," $  1,890 "
10001373,MERMELADA FRAMBUESA LIGHT FCO 320 GR,UN,"1,587",1,CLP," $  1,587 "
10001376,MERMELADA DALFOU S/AZ FRAMBUE FCO 28 GR,UN,291,1,CLP, $  291 
10001377,MERMELADA FRAMBUESA TR 5 KG,GLN,"1,078,600",100,CLP," $  10,786 "
10001414,MERMELADA NARANJA TR 5 KG,GLN,"5,931",1,CLP," $  5,931 "
10001423,PREMEZCLA TEGRAL SATIN CREME CAKE 25 KG,UN,"1,440",1,CLP," $  1,440 "
10001424,MIEL DE ABEJA KG,KG,"4,000",1,CLP," $  4,000 "
10001425,MIEL EN PANAL 200 GR,UN,"349,000",100,CLP," $  3,490 "
10001428,MIEL FCO 25 GR,UN,215,1,CLP, $  215 
10001429,MIEL DE PALMA MAIZ COCALAN BT 700 GR,BOT,"1,483",1,CLP," $  1,483 "
10001433,BRILLO MIROIR BALDE 5 KG,UN,"1,953,000",100,CLP," $  19,530 "
10001436,MIX MANI PASAS ALMENDRA CHARNEY TR 100GR,UN,809,1,CLP, $  809 
10001437,MOSTACILLA KG,KG,"215,000",100,CLP," $  2,150 "
10001438,MOSTACILLA MARCO POLO BOLSA 1 KG,KG,"6,555",1,CLP," $  6,555 "
10001439,MOSTAZA A LA ANTIGUA MAILLE FCO 210 GR,UN,"1,656",1,CLP," $  1,656 "
10001440,MOSTAZA AMARILLA HEINZ 397 GR,UN,"120,180",100,CLP," $  1,202 "
10001441,MOSTAZA DIJON FCO 370 GR,UN,"1,315",1,CLP," $  1,315 "
10001448,MOSTAZA KG,KG,514,1,CLP, $  514 
10001451,MOSTAZA JB 1 KG,KG,"79,200",100,CLP, $  792 
10001455,MOUSSE CHOCOLATE BCO CARTEDOR CJ KG,CJ,"6,140",1,CLP," $  6,140 "
10001456,MOUSSE FRUTOS ROJOS CARTEDOR CJ KG,CJ,"6,140",1,CLP," $  6,140 "
10001457,CHANDELLE DE CHOCOLATE POTE 130 GR,UN,"35,000",100,CLP, $  350 
10001458,MOUSSE TIRAMISU CARTE D'OR CJ KG,CJ,"4,288",1,CLP," $  4,288 "
10001459,NACHOS NATURALES PANCHO VILLA PQ 320 GR,UN,"1,481",1,CLP," $  1,481 "
10001465,NOPAR ANTIXIDANTE VEGETAL TR 1 KG,UN,"3,700",1,CLP," $  3,700 "
10001468,PALMITO CONS ENTEROS TR 800GR HORTELANA,UN,"2,372",1,CLP," $  2,372 "
10001476,PALMITO BELBI TR 800 GR,UN,"1,980",1,CLP," $  1,980 "
10001491,PAPAS FRITAS ORIGINAL PRINGLES TR 50 GR,UN,351,1,CLP, $  351 
10001492,PAPAS FRITAS PRINGLES ORIGINAL 40 GR,UN,"51,900",100,CLP, $  519 
10001497,PAPAYA CONSER JUGO FCO 1KG POMMERENING,UN,"6,849",1,CLP," $  6,849 "
10001499,PAPAYA AL JUGO CONSERVA FCO 1 KG,UN,"2,521",1,CLP," $  2,521 "
10001501,PAPAYA AL JUGO CONSERVA 1.7 KG,GLN,"7,880",1,CLP," $  7,880 "
10001502,PAPAYA CONS 2.5 KG,UN,"2,213",1,CLP," $  2,213 "
10001511,PECTINA CITRICA BOLSA 500 GR,BOL,"10,210",1,CLP," $  10,210 "
10001525,TINTA CALAMAR FCO 180 GR,UN,"4,996",1,CLP," $  4,996 "
10001538,PIMIENTA BCO MOLIDA ALMIFRUT BS 10 KG,KG,"604,000",100,CLP," $  6,040 "
10001542,PIÑA EN RODAJA TR 3.03 KG,GLN,"2,687",1,CLP," $  2,687 "
10001553,PIÑA CONSER RODAJA TR 565 GR,UN,"70,417",100,CLP, $  704 
10001565,POLENTA KG,BOL,"1,145",1,CLP," $  1,145 "
10001567,POLVO HORNEAR IMPERIAL TR 750 GR,UN,"2,429",1,CLP," $  2,429 "
10001573,POROTO NEGRO KG,BOL,"2,047",1,CLP," $  2,047 "
10001576,POROTO NEGRO KG,KG,"1,680",1,CLP," $  1,680 "
10001580,POROTOS PAILLAR BOL 1 KG,KG,"3,390",1,CLP," $  3,390 "
10001581,POROTOS ROJOS SACO 25 KG,KG,"5,900",1,CLP," $  5,900 "
10001584,POROTOS TORTOLA KG,KG,"1,593",1,CLP," $  1,593 "
10001586,PRE MEZCLA CENTENO PURATOS BOLSA 25 KG,KG,"84,000",100,CLP, $  840 
10001587,PRE MEZCLA INTEGRAL SACO PURATOS 25 KG,KG,"89,616",100,CLP, $  896 
10001596,PURE MANZANA S/AZUCAR FCO 400GR REGIMEL,UN,"1,890",1,CLP," $  1,890 "
10001598,PURE PAPAS DESHIDRATADO BOL 2 KG,BOL,"4,996",1,CLP," $  4,996 "
10001603,QUINOA BCO KG,KG,"426,313",100,CLP," $  4,263 "
10001604,QUINOA BOLSA 350 GR,BOL,"1,358",1,CLP," $  1,358 "
10001606,RAMITAS EVERCRISP PQ 38 GR,UN,168,1,CLP, $  168 
10001607,CONO BARQUILLO UN,UN,"5,700",100,CLP, $  57 
10001608,ROLLITO CUCHUFLI DULCONO ROMA CJ 250,CJ,"1,343",1,CLP," $  1,343 "
10001610,AHINOMOTO GUTLAND BS 1 KG,KG,"3,687",1,CLP," $  3,687 "
10001626,COMINO MOLIDO KG,KG,"3,553",1,CLP," $  3,553 "
10001629,CURCUMA KG,KG,"4,257",1,CLP," $  4,257 "
10001632,ENEBRO ENTERO KG,KG,"7,849",1,CLP," $  7,849 "
10001637,ESTRAGON KG,KG,"24,365",1,CLP," $  24,365 "
10001641,LAUREL HOJA BS 250 GR,BOL,"1,383",1,CLP," $  1,383 "
10001645,LAUREL SURCO 1 KG,KG,"8,500",1,CLP," $  8,500 "
10001647,MACIS ENTERO GUTLAND BS 5 KG,KG,819,1,CLP, $  819 
10001648,AJI MERKEN KG,KG,"3,585",1,CLP," $  3,585 "
10001649,MERKEN A GRANEL,KG,"3,277",1,CLP," $  3,277 "
10001650,NUEZ MOSCADA KG 1,KG,"9,800",1,CLP," $  9,800 "
10001653,OREGANO ENTERO ALMIFRUT BS 250 GR,BOL,798,1,CLP, $  798 
10001654,OREGANO ENTERO EL ABAL KG,KG,"2,441",1,CLP," $  2,441 "
10001658,QUINUA KG,KG,"3,777",1,CLP," $  3,777 "
10001664,SAZONADOR TACOS SB 30 GR,UN,"78,510",100,CLP, $  785 
10001665,SEMILLA CILANTRO KG,KG,"1,521",1,CLP," $  1,521 "
10001668,VAINILLA RAMA UN,UN,"2,269",1,CLP," $  2,269 "
10001669,WASABI 57 GR,UN,"1,552",1,CLP," $  1,552 "
10001670,WASABI KG,KG,"5,127",1,CLP," $  5,127 "
10001674,SALSA BARBECUE 612 GR,UN,"150,100",100,CLP," $  1,501 "
10001677,SALSA CARAMELO BT 1.2 KG,BOT,"314,948",100,CLP," $  3,149 "
10001679,SALSA CONCENTR TAMARIN COCK BRAND 454GR,UN,"462,100",100,CLP," $  4,621 "
10001680,SALSA ESPAÑOLA KG,KG,"6,100",1,CLP," $  6,100 "
10001682,SALSA FRAMBUESA BT 1.2 KG,BOT,"314,995",100,CLP," $  3,150 "
10001683,SALSA INGLESA GOURMET BT 165 CC,BOT,953,1,CLP, $  953 
10001684,SALSA SOYA TERIYAKI 1000 CC,UN,"483,600",100,CLP," $  4,836 "
10001691,SALSA PICANTE GOLD FCO 57 Mm,UN,370,1,CLP, $  370 
10001702,SALSA SOYA LITE KIKKOMAN TR 14 9 LT,UN,"41,280",1,CLP," $  41,280 "
10001706,SALSA SOYA KIKKOMAN BOT 1 LT,UN,"164,028",100,CLP," $  1,640 "
10001709,SALSA TABASCO MELHENNY BT 60 CC,BOT,"140,783",100,CLP," $  1,408 "
10001715,SALSA PICANTE 312 GR,UN,"125,400",100,CLP," $  1,254 "
10001718,SALSAS CONS OSTRAS FCO 650 GR,UN,"246,467",100,CLP," $  2,465 "
10001722,SAZONADOR TACOS PANCHO VILLA SB 30 GR,UN,546,1,CLP, $  546 
10001724,SEMILLA AMAPOLA AZUL KG,KG,"5,050",1,CLP," $  5,050 "
10001727,SEMILLA BURGOL KG,KG,"3,339",1,CLP," $  3,339 "
10001729,SEMILLA CILANTRO BOLSA 1 KG,KG,"2,318",1,CLP," $  2,318 "
10001733,SEMILLA HINOJO GUTLAND BOLSA 1 KG,KG,"5,530",1,CLP," $  5,530 "
10001738,SEMILLA LINAZA ENTERA KG,KG,980,1,CLP, $  980 
10001739,SEMILLA MAIZ CANCHA KG,KG,"3,000",1,CLP," $  3,000 "
10001742,SEMILLA MAIZ MOTE SAB PERUANO BOL 5 KG,BOL,"2,310",1,CLP," $  2,310 "
10001744,SEMILLA MOSTZA GUTLAND BS 1 KG,KG,"343,750",100,CLP," $  3,438 "
10001749,SEMILLA SESAMO NEGRA KG,KG,"4,549",1,CLP," $  4,549 "
10001752,SEMILLA TRIGO MOTE KG,KG,"1,172",1,CLP," $  1,172 "
10001754,SEMOLA COUS COUS CJ 500 GR,CJ,"1,290",1,CLP," $  1,290 "
10001755,SEMOLA COUS COUS KG,KG,"262,000",100,CLP," $  2,620 "
10001756,SEMOLA COUS COUS TOMAT ZINDA CJ 340 GR,CJ,"1,260",1,CLP," $  1,260 "
10001758,SEMOLA KG,KG,"96,702",100,CLP, $  967 
10001759,SEMOLA TRIGO CANDEAL CAROZZI KG,KG,"84,662",100,CLP, $  847 
10001760,SEMILLA SESAMO BLANCO KG,KG,"4,401",1,CLP," $  4,401 "
10001764,SEMILLA SESAMO NEGRO TOSTADO SHIRAKIKU K,KG,"6,230",1,CLP," $  6,230 "
10001765,SESAMO PASTA TAHINE AL WADI FCO 454 GR,UN,"5,853",1,CLP," $  5,853 "
10001775,TE 4 FRUTOS RJOS TWININGS CJ 25 BOLSAS,CJ,"2,125",1,CLP," $  2,125 "
10001776,TE AFRICANO ROOIBOS BS TWININGS CJ 25,CJ,"1,831",1,CLP," $  1,831 "
10001780,TE CEYLAN 20,UN,"64,500",100,CLP, $  645 
10001781,TE CEYLAN BREAKFAST BS TWININGS CJ 10,CJ,784,1,CLP, $  784 
10001785,TE CEYLAN CJ 100 BOL,CJ,"2,221",1,CLP," $  2,221 "
10001787,TE DILMAH LG CEYLON SUPREME 100 BOL 2 GR,UN,55,1,CLP, $  55 
10001791,TE DARJEELING TWININGS SBS CJ 10,CJ,696,1,CLP, $  696 
10001792,TE EARL GREY DILMAH SBS 2 GR,UN,701,1,CLP, $  701 
10001794,TE EARL GREY SBS CJ,CJ,922,1,CLP, $  922 
10001795,TE EARL GREY SBS CJ 25,CJ,"8,602",1,CLP," $  8,602 "
10001797,TE ENGLISH BREAKFAST DILMAH SBS 2 GR,UN,65,1,CLP, $  65 
10001798,TE ENGLISH BREAKFAST SBS CJ,CJ,872,1,CLP, $  872 
10001802,TE GREEN TEA LIMON TWININGS SBS CJ 25,CJ,"2,804",1,CLP," $  2,804 "
10001803,TE DILMAH LG VERDE 120 BOLSITAS 2 GR,CJ,"9,600",1,CLP," $  9,600 "
10001807,TE HBAS LIPTON CJ 20,CJ,"60,200",100,CLP, $  602 
10001810,TE JAVA GREEN TEA SBS CJ 25,CJ,"3,999",1,CLP," $  3,999 "
10001812,INFUSION TWININGS MANZ-MENTA-HIE 2 GR,UN,"98,275",100,CLP, $  983 
10001814,TE LAPSANG SOUCHONG TWININGS CJ 100 GR,CJ,"75,900",100,CLP, $  759 
10001815,TE MZNILLA-MIEL-VAINILL TWININGS CJ 25BS,CJ,"1,106",1,CLP," $  1,106 "
10001816,NESCAFE MILANO CHOCOLATE POUCH 10X1 KG,UN,"1,035,000",100,CLP," $  10,350 "
10001819,TE ORGAN DARJEELING SALUS FLORADIX CJ20,CJ,"143,850",100,CLP," $  1,439 "
10001823,TE PRINCE OF WALES TWININGS SBS CJ 10,CJ,990,1,CLP, $  990 
10001826,INFUSION TWININGS BERRIES SILVESTRE CJ10,UN,"98,000",100,CLP, $  980 
10001833,TE VERDE BOLSITAS SUPREMO CJ 20,UN,236,1,CLP, $  236 
10001840,TE ORGANICO KINDER CJ 20 BOL,CJ,"141,150",100,CLP," $  1,412 "
10001841,TEORGAN VERDE BOL 20 CJ,CJ,"137,600",100,CLP," $  1,376 "
10001855,TOMATE CONS CONCENTR CENTAURO TR 3.3 KG,GLN,"381,600",100,CLP," $  3,816 "
10001856,TOMATE PELADO TR 3.150 KG,UN,"241,512",100,CLP," $  2,415 "
10001858,TOMATE DESHIDRATADO KG,KG,"1,199,000",100,CLP," $  11,990 "
10001860,JUGO TOMATE TR 300 CC,UN,629,1,CLP, $  629 
10001861,TOMATE JUGO TR 300 GR,UN,645,1,CLP, $  645 
10001865,TOMATE CONS PELADO TR 820 GR,UN,"119,400",100,CLP," $  1,194 "
10001868,TRUFA NEGRA FCO 50 GR,UN,"11,900",1,CLP," $  11,900 "
10001872,TULIPA CHOC DULCONO ROMA CJ 48,CJ,"5,250",1,CLP," $  5,250 "
10001873,COLORANTE AMARILLO HUEVO KG,KG,"925,017",100,CLP," $  9,250 "
10001878,VEG CONSER HOJAS PARRA FCO 1,UN,"358,467",100,CLP," $  3,585 "
10001882,VEG CONSER PIMIENT PIQUILLO 185 GR,UN,"371,500",100,CLP," $  3,715 "
10001883,VEG CONSER POKER DI FUNGHI TR 850GR MENU,UN,"16,000",1,CLP," $  16,000 "
10001884,ACETO BALSAMICO MODENA BT 500 CC,BOT,"1,893",1,CLP," $  1,893 "
10001889,VINAGRE TRAVERSO SINTETICO ROS BT 500 CC,BOT,293,1,CLP, $  293 
10001890,VINAGRE ORIGEN BLANCO AJI VRDE BT 250 CC,BOT,"2,555",1,CLP," $  2,555 "
10001891,VINAGRE ORIGEN BLANCO MANDARIN BT 250 CC,BOT,"1,836",1,CLP," $  1,836 "
10001894,VINAGRE ORIGEN TINTO MENTA BT 250 CC,BOT,"1,683",1,CLP," $  1,683 "
10001895,VINAGRE ORIGEN VIN TTO ALBAHACA BT 250CC,BOT,"1,731",1,CLP," $  1,731 "
10001901,VINAGRE DE ARROZ BT 500 CC,BOT,"1,135",1,CLP," $  1,135 "
10001902,VINAGRE DE ARROZ MITSUKAN BD 20 LT,BID,792,1,CLP, $  792 
10001904,VINAGRE DE ARROZ SHIRAKIKO BD 20 LT,BID,"19,781",1,CLP," $  19,781 "
10001909,VINAGRE BALSAMICO MODENA BORGES BD 5 LT,BID,"950,000",100,CLP," $  9,500 "
10001912,VINAGRE BALSAM TRAVERSO Bt 500 CC,BOT,"681,590",100,CLP," $  6,816 "
10001917,VINAGRE DE MANZANA BT 500 CC,BOT,"72,400",100,CLP, $  724 
10001919,VINAGRE DE ARROZ MIRIN BT 500 CC,BOT,"2,228",1,CLP," $  2,228 "
10001921,VINAGRE SINTET ROSADO MONTANER Bd 5 LT,BID,"2,031",1,CLP," $  2,031 "
10001923,VINAGRE SINTETICO BCO J B Bt 500 CC,BOT,309,1,CLP, $  309 
10001924,VINAGRE VINO CHARD ORIGEN BT 250 CC,BOT,"2,555",1,CLP," $  2,555 "
10001930,ACEITE PALTA EXTRAVIRGEN BT 500 ML,UN,"3,843",1,CLP," $  3,843 "
10001934,MOSTAZA DIJON MAILLE FCO 215 GR (KG),KG,"7,348",1,CLP," $  7,348 "
10001935,FRUTA CONFITADA KG,KG,"117,688",100,CLP," $  1,177 "
10001943,TE ORG EXO SALUS FLORADIXCL CJ 20 BOL,UN,"133,333",100,CLP," $  1,333 "
10001944,CHOCOLATE BARRA SAHNE-NUSS 250 GR,UN,"10,000",100,CLP, $  100 
10001946,CLAVO OLOR MOLIDO KG,KG,"4,151",1,CLP," $  4,151 "
10001947,SAL MAR GRUESA IMPORTADA KG ASSI BRAND,KG,422,1,CLP, $  422 
10001952,SALSA INGLESA LEA PERRINS BT 150 CC,UN,"1,755",1,CLP," $  1,755 "
10001958,SEMILLA MAIZ CURAGUA KG,KG,"4,010",1,CLP," $  4,010 "
10001959,VINAGRE BLANCO BT 500 CC,UN,"45,350",100,CLP, $  454 
10001961,CONDIMENTO PIMENTON KG GUTLAND,KG,"250,000",100,CLP," $  2,500 "
10001962,MERMELADA MORA LIGHT REGIMEL FCO 230 GR,UN,949,1,CLP, $  949 
10001967,HARINA ESP SUPER ORO SEL SACO 50 KG,UN,"1,400,000",100,CLP," $  14,000 "
10001968,CEREAL FITNESS CJ 620 GR,UN,"2,355",1,CLP," $  2,355 "
10001983,CARDAMOMO MOLIDO KG,KG,"11,585",1,CLP," $  11,585 "
10001987,FIDEOS ESPIRALES BOL 1 KG CAROZZI,BOL,"102,800",100,CLP," $  1,028 "
10002041,COBERTURA CHOCOLATE OPAL BCO GOTAS,KG,"5,600",1,CLP," $  5,600 "
10002042,COBERTURA CHOCOLATE JADE LECHE KG,KG,"6,567",1,CLP," $  6,567 "
10002043,COBERTURA CHOCOLATE MARAGDA BITTER KG,KG,"6,500",1,CLP," $  6,500 "
10002044,COBERTURA CHOC TOBAGO BITTER BARRA KG,KG,"6,380",1,CLP," $  6,380 "
10002045,COBERTURA CHOC COSTA RICA (CHIP 900) KG,KG,"3,200",1,CLP," $  3,200 "
10002048,COBERTURA CHOC CEYLON LECHE GOTAS CJ 10K,KG,"5,000",1,CLP," $  5,000 "
10002061,HARINA ESPECIAL SACO KG,KG,340,1,CLP, $  340 
10002062,ACEITE MARAVILLA MIRAFLORES BD 5 LT,L,"1,513",1,CLP," $  1,513 "
10002064,ACEITE VEGETAL IBIAN BD 5 LT,L,"1,298",1,CLP," $  1,298 "
10002077,CHICLE ORBIT S/AZUCAR FRESA DPY 30 SCH,CJ,"10,058",1,CLP," $  10,058 "
10002078,CHICLE ORBIT S/AZUCAR MENTA DPY 30 SCH,CJ,"10,059",1,CLP," $  10,059 "
10002085,GALLETA SALADA CLUB SOCIAL PQ 9 NABISCO,CJ,241,1,CLP, $  241 
10002092,ACEITE MARAVILLA BD 5 LT,BID,"6,397",1,CLP," $  6,397 "
10002093,ACEITE OLIVA EXTRAVIRGEN  5 LT,BOT,"14,675",1,CLP," $  14,675 "
10002112,ACEITE PEPITA DE UVA 1 LT,BOT,"2,827",1,CLP," $  2,827 "
10002113,ALCAPARRA SICILIANA FCO 1 KG,UN,"10,650",1,CLP," $  10,650 "
10002114,ARROZ GRAN SELECCION GRADO 2 PAQUETE 1 K,UN,"41,000",100,CLP, $  410 
10002115,AZUCAR FLOR BOLSA 1 KG,BOL,430,1,CLP, $  430 
10002118,CAFE NESCAFE TRADICION TR 400 GR,UN,"6,013",1,CLP," $  6,013 "
10002119,MONEDA DE CHOCOLATE CJ 5 BOL 500 GR,UN,21,1,CLP, $  21 
10002121,COBERTURA CARAT COVERLUX AMARGO GOT 5 KG,UN,"1,849,497",100,CLP," $  18,495 "
10002122,COBERTURA CARAT COVER U2 GOTAS 5 KG,UN,"800,936",100,CLP," $  8,009 "
10002124,COCKTAIL FRUTA CONS TR,UN,"4,198",1,CLP," $  4,198 "
10002126,CONDIMENTO AJI SALSA DE TABASCO JALAPEÑO,UN,"1,360",1,CLP," $  1,360 "
10002127,AJI TABASCO ROJO PICANTE FCO 60 CC,UN,"1,700",1,CLP," $  1,700 "
10002129,CONDIMENTO OREGANO ENTERO ORGANICO KG,KG,"428,966",100,CLP," $  4,290 "
10002132,CONSERVAS VARIAS TARTUFATA DI BOSCO FRAS,UN,"7,845",1,CLP," $  7,845 "
10002134,"ENDULZANTE CJ 1000 UN 0,5 GR LOGO ENJOY",CJ,"4,990",1,CLP," $  4,990 "
10002138,GOLOSINA DOBLON UNIDAD COSTA,UN,47,1,CLP, $  47 
