DATE, AMOUNT, TYPE, KIND, DETAILS, CODE
11/21/2017,-$14.06,HHA Office,Amazon,DEBIT PURCHASE                Nov 16 0895,10013
11/21/2017,-$45.86,HHA Office,Amazon,DEBIT PURCHASE                Nov 16 0895,10013
11/21/2017,-$43.75,Meal,Artist BOC,DEBIT PURCHASE                Nov 16 7696,10012
11/21/2017,-$34.00,Meal,Artist New artist,DEBIT PURCHASE                Nov 18 7696,10012
11/21/2017,-$65.00,Production,CF Contact LA ,DEBIT PURCHASE                Nov 16 0895,10016
11/21/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Nov 17 0895,10013
11/21/2017,-$11.95,Meal,Coffee,DEBIT PURCHASE                Nov 18 0895,10013
11/21/2017,-$13.69,Meal,Coffee,DEBIT PURCHASE                Nov 17 0895,10013
11/21/2017,"-$4,985.00",RENT,Holllywood,CHECK   15377,10017
11/21/2017,-$77.67,Insurance,Progressive,OTHER DECREASE,10008
11/21/2017,-$28.35,Meal,HHA Office,DEBIT PURCHASE                Nov 19 0895,10013
11/21/2017,-$6.72,uber,uber,DEBIT PURCHASE                Nov 17 0895,10026
11/21/2017,-$10.31,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/22/2017,-$38.89,Meal,HHA Office,DEBIT PIN PURCHASE,10013
11/22/2017,-$85.00,Exhibition,SA Shipping,CHECK   15374,10006
11/22/2017,-$873.69,Exhibition,SA Shipping,CHECK   15376,10006
11/22/2017,-$26.58,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/24/2017,"-$2,494.00",Labor,HL,CHECK   15381,10010
11/24/2017,-$79.99,Utility,Internet,DEBIT PURCHASE                Nov 21 7696,10027
11/24/2017,"-$1,775.00",Artist Payment,LAZ,CHECK   15383,10002
11/24/2017,-$31.91,Meal,HHA Office,DEBIT PIN PURCHASE,10013
11/24/2017,-$610.00,Photography,SA,CHECK   15378,10015
11/24/2017,-$757.44,Labor,SA intall prep,CHECK   15373,10010
11/24/2017,-$212.50,Exhibition,SA shipping,OTHER DECREASE,10006
11/27/2017,$45.86,HHA Office,Amazon,DEBIT RETURN,10013
11/27/2017,-$4.35,HHA Building,Anawalt,DEBIT PURCHASE                Nov 22 0895,10019
11/27/2017,-$45.52,Meal,Artist New Artist,DEBIT PURCHASE                Nov 22 7696,10012
11/27/2017,"-$3,510.00",Artist Payment,Bureau,CHECK   15382,10002
11/27/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Nov 22 0895,10013
11/27/2017,"-$3,500.00",Labor,CS,CHECK   15380,10010
11/27/2017,-$100.00,Artist Payment,EW,Citibank ATM Withdrawal,10002
11/27/2017,-$99.00,HHA Office,Gallery Manager,DEBIT PURCHASE                Nov 22 0895,10013
11/27/2017,$10.95,Meal,HHA Artists Meal,DEBIT RETURN,10012
11/27/2017,-$48.74,Meal,HHA Artists Meal,DEBIT PIN PURCHASE,10013
11/27/2017,-$14.99,Research ,Spotify,OTHER DECREASE,10018
11/27/2017,-$89.86,HHA Office,Target,DEBIT PIN PURCHASE,10013
11/27/2017,-$10.00,Research ,Tickets,DEBIT PURCHASE                Nov 23 7696,10018
11/27/2017,-$31.19,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/27/2017,-$71.71,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/28/2017,-$25.00,ER,Haircut,DEBIT PURCHASE                Nov 26 7696,10005
11/28/2017,-$8.00,ER,nails,DEBIT PURCHASE                Nov 25 7696,10005
11/28/2017,-$7.46,Meal,office water,DEBIT PIN PURCHASE,10013
11/28/2017,-$80.00,Meal,HHA Artists Meal,NONCITIBANK ATM WITHDRAWAL,10013
11/28/2017,-$107.98,Meal,HHA Artists Meal,DEBIT PURCHASE                Nov 25 7696,10013
11/28/2017,-$200.00,Meal,HHA Artists Meal,NONCITIBANK ATM WITHDRAWAL,10013
11/28/2017,-$420.68,Insurance,Travelers ,OTHER DECREASE,10008
11/29/2017,-$35.22,Meal,Artist New Artist,DEBIT PIN PURCHASE,10012
11/29/2017,-$7.96,Research ,LA times,DEBIT PURCHASE                Nov 27 0895,10018
11/29/2017,-$11.99,Research ,Netflix,DEBIT PURCHASE                Nov 27 7696,10018
11/29/2017,-$741.88,uber,uber ,OTHER DECREASE,10026
11/30/2017,"$7,000.00",SALE,Refferal,ACH Electronic Credit,10024
12/1/2017,-$63.59,Utility,ADT,DEBIT PURCHASE                Nov 29 7696,10027
12/1/2017,-$200.00,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
12/1/2017,-$947.86,Art Fair,Paris Apartment,OTHER DECREASE,10001
12/1/2017,-$10.82,HHA Office,Target,DEBIT PURCHASE                Nov 29 0895,10013
12/4/2017,-$84.84,Meal,Client,DEBIT PURCHASE                Nov 30 7696,10013
12/4/2017,"-$1,250.00",Artist Payment,EMZ,CHECK   15385,10002
12/4/2017,-$41.39,LA Transport,Gas,DEBIT PIN PURCHASE,10009
12/4/2017,-$1.50,HHA Misc. ,parking,DEBIT PURCHASE                Nov 30 0895,10022
12/4/2017,$15.00,Research ,sound cloud,DEBIT RETURN,10018
12/4/2017,-$78.75,Labor,SA intall prep,CHECK   15379,10010
12/4/2017,-$10.28,HHA Office,Target,DEBIT PIN PURCHASE,10013
12/4/2017,-$6.65,HHA Office,USPS,DEBIT PURCHASE                Nov 30 0895,10013
12/4/2017,-$24.77,HHA Office,USPS,DEBIT PURCHASE                Nov 30 0895,10013
12/4/2017,-$27.20,HHA Office,USPS,DEBIT PURCHASE                Nov 30 0895,10013
12/4/2017,-$13.12,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
12/5/2017,-$49.99,HHA Office,Adobe,OTHER DECREASE,10013
12/5/2017,-$8.70,HHA Building,Anawalt,DEBIT PURCHASE                Dec 01 0895,10019
12/5/2017,-$254.00,storage,Whittier,DEBIT PURCHASE                Dec 01 0895,10017
12/5/2017,-$254.00,storage,Whittier,DEBIT PURCHASE                Dec 01 0895,10017
12/5/2017,-$69.13,Meal,Client,DEBIT PURCHASE                Dec 01 7696,10013
12/5/2017,-$23.00,meal,Client ,DEBIT PURCHASE                Dec 03 7696,10013
12/5/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Dec 01 0895,10013
12/5/2017,-$29.16,HHA Office,google,DEBIT PURCHASE                Dec 01 0895,10013
12/5/2017,"-$4,985.00",RENT,Holllywood,CHECK   15386,10017
12/5/2017,-$104.07,utility,internet,DEBIT PURCHASE                Dec 02 0895,10027
12/5/2017,-$126.17,Utility,phone,DEBIT PURCHASE                Dec 01 7696,10027
12/5/2017,-$18.21,Research ,Sirius,DEBIT PURCHASE                Dec 02 7696,10018
12/5/2017,-$21.76,uber,uber,DEBIT PURCHASE                Dec 02 0895,10026
12/6/2017,-$13.13,Exhibition ,EMZ website,DEBIT PURCHASE                Dec 02 0895,10006
12/6/2017,-$33.87,Meal,HHA Office,DEBIT PURCHASE                Dec 04 0895,10013
12/7/2017,-$269.63,Labor,AMcN,CHECK   15387,10010
12/7/2017,-$126.54,Utility,LADWP,OTHER DECREASE,10027
12/7/2017,-$143.20,Travel ,Virgin - Miami,DEBIT PURCHASE                Dec 05 7696,10026
12/8/2017,-$4.38,Meal,Coffee,DEBIT PURCHASE                Dec 06 0895,10013
12/8/2017,-$34.09,Travel ,gas,DEBIT PIN PURCHASE,10026
12/11/2017,-$100.00,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
12/11/2017,-$8.69,Meal,HHA Office,DEBIT PURCHASE                Dec 06 0895,10013
12/11/2017,-$10.00,Travel ,Subway NY,DEBIT PIN PURCHASE,10026
12/11/2017,-$22.13,Travel ,travel meal Miami,DEBIT PURCHASE                Dec 06 7696,10026
12/11/2017,-$11.77,Travel ,travel meal Miami,DEBIT PURCHASE                Dec 07 7696,10026
12/11/2017,-$167.80,Travel ,United  - miami,DEBIT PURCHASE                Dec 07 0895,10026
12/11/2017,-$25.00,Travel ,United - miami,DEBIT PURCHASE                Dec 06 7696,10026
12/12/2017,-$2.99,HHA Office,Apple app,DEBIT PURCHASE                Dec 08 0895,10013
12/12/2017,-$106.70,Research,Books ,DEBIT PURCHASE                Dec 10 7696,10018
12/12/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Dec 08 0895,10013
12/12/2017,-$8.50,Travel ,Coffee  - miami,DEBIT PURCHASE                Dec 10 7696,10026
12/12/2017,-$33.00,ER,Contacts,DEBIT PURCHASE                Dec 08 0895,10005
12/12/2017,-$300.00,Artist Payment,EW,TELLER WITHDRAWAL,10002
12/12/2017,-$155.20,Travel ,travel client meal,DEBIT PURCHASE                Dec 08 7696,10026
12/12/2017,-$21.67,Travel ,travel meal Miami,DEBIT PURCHASE                Dec 09 7696,10026
12/12/2017,-$86.68,Travel ,travel meal Miami,DEBIT PURCHASE                Dec 09 7696,10026
12/13/2017,-$39.00,Labor,CS Payroll,DEBIT PURCHASE                Dec 11 0895,10010
12/13/2017,-$4.99,Research ,Esquire Class Pass,DEBIT PURCHASE                Dec 11 0895,10018
12/13/2017,-$400.43,Insurance,Hartford,OTHER DECREASE,10008
12/14/2017,-$85.00,HHA Office,Mailchimp,OTHER DECREASE,10013
12/15/2017,-$0.99,HHA Office,Apple app,DEBIT PURCHASE                Dec 12 0895,10013
12/15/2017,-$542.11,Production,EW,DEBIT PURCHASE                Dec 13 0895,10016
12/15/2017,"$1,775.00",SALE,PIG Garner,TELLER DEPOSIT                 Dec 15 15:46,10024
12/18/2017,-$155.00,Meal,Artist EW,DEBIT PIN PURCHASE,10012
12/18/2017,-$33.61,LA Transport,Gas,DEBIT PURCHASE                Dec 14 0895,10009
12/18/2017,-$484.00,Labor,HL,CHECK   15389,10010
12/19/2017,-$377.44,Labor,AMcN,CHECK   15391,10010
12/19/2017,-$71.54,HHA Office,Amazon,DEBIT PURCHASE                Dec 16 0895,10013
12/19/2017,-$12.50,HHA Office,Banana Tag,DEBIT PURCHASE                Dec 15 0895,10013
12/19/2017,-$35.41,Production,EW,DEBIT PURCHASE                Dec 16 0895,10016
12/19/2017,-$141.97,Production,EW,DEBIT PURCHASE                Dec 15 0895,10016
12/19/2017,-$9.00,HHA Office,Later.com,DEBIT PURCHASE                Dec 16 0895,10013
12/19/2017,-$6.55,Meal,HHA Office,DEBIT PURCHASE                Dec 16 0895,10013
12/20/2017,-$10.40,Meal,Coffee,DEBIT PURCHASE                Dec 18 7693,10013
12/20/2017,-$77.67,Insurance,Progressive,OTHER DECREASE,10008
12/21/2017,-$34.99,HHA Office,Amazon,DEBIT PURCHASE                Dec 19 0895,10013
12/21/2017,-$10.37,Meal,HHA Office Studio L,DEBIT PIN PURCHASE,10013
12/21/2017,-$17.77,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
12/22/2017,-$37.99,HHA Office,Amazon,DEBIT PURCHASE                Dec 20 0895,10013
12/22/2017,-$12.42,Meal,Artist PIG,DEBIT PURCHASE                Dec 21 7693,10012
12/22/2017,-$8.71,HHA Office,Later.com,DEBIT PURCHASE                Dec 20 0895,10013
12/22/2017,-$6.51,Meal,HHA Office,DEBIT PURCHASE                Dec 19 7693,10013
12/26/2017,-$600.00,Labor,AMcN,CHECK   15393,10010
12/26/2017,-$4.54,HHA Office,CVS,DEBIT PIN PURCHASE,10013
12/26/2017,-$14.99,Research ,Spotify,OTHER DECREASE,10018
12/26/2017,-$259.37,HHA Office,Target,DEBIT PIN PURCHASE,10013
12/26/2017,-$17.50,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
12/27/2017,-$72.15,Meal,Client ,DEBIT PURCHASE                Dec 23 7693,10013
12/27/2017,-$7.39,Meal,Coffee,DEBIT PURCHASE                Dec 22 7693,10013
12/27/2017,-$17.00,Meal,Coffee,DEBIT PURCHASE                Dec 23 7693,10013
12/27/2017,-$99.00,HHA Office,Gallery Manager,DEBIT PURCHASE                Dec 22 0895,10013
12/27/2017,-$26.00,ER,Haircut,DEBIT PURCHASE                Dec 23 7693,10005
12/27/2017,-$23.00,ER,Happy Nails,DEBIT PURCHASE                Dec 23 7693,10005
12/27/2017,-$420.68,Insurance,Travelers,OTHER DECREASE,10008
12/28/2017,-$16.40,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
12/29/2017,-$8.98,HHA Office,Apple app,DEBIT PURCHASE                Dec 26 0895,10013
12/29/2017,-$108.64,Meal,Artist BOC,DEBIT PIN PURCHASE,10012
12/29/2017,-$7.99,Research ,Netflix,DEBIT PURCHASE                Dec 27 7693,10018
12/29/2017,-$611.55,Uber,Uber,OTHER DECREASE,10026
