name,brand,month,qty,price_unit,total_sales
CORREGIDORA 2 (QRO),XIAOMI,April,15,4861.2068046,72918.102069
LEON CENTRO (LEON),SAM,February,25,2906.2591149600003,72656.477874
GUERRERO (QRO),SAM,February,15,4769.2549884,71538.824826
PARQUE (CELAYA),SAM,August,17,4208.065476647059,71537.113103
ALLENDE (CELAYA),MOTO,November,18,3967.499968888889,71414.99944
ANDADOR (CELAYA),SAM,July,14,5097.661154142857,71367.256158
PARQUE (CELAYA),SAM,May,16,4444.183186375,71106.930982
CONSTITUYENTES (QRO),SAM,June,14,5073.030270857143,71022.423792
BOULEVARES (QRO),XIAOMI,November,17,4152.281642941177,70588.78793
ANDADOR (CELAYA),SAM,September,20,3583.5316724210525,70327.621776
PLAZA PATIO (QRO),HONOR,July,16,4363.363275625,69813.81241
LEON CENTRO (LEON),MOTO,March,16,4361.208017125,69779.328274
VIA ALTA SUR (LEON),MOTO,October,13,5351.925199076923,69575.027588
ALLENDE (CELAYA),SAM,October,21,3311.948784904762,69550.924483
VIA ALTA SUR (LEON),MOTO,August,13,5312.137204461538,69057.783658
CORREGIDORA 3 (QRO),XIAOMI,August,21,3287.3165023809524,69033.64655
ANDADOR (CELAYA),SAM,December,18,3830.557110333333,68950.027986
ALLENDE (CELAYA),MOTO,December,19,3628.903803526316,68949.172267
CORREGIDORA 3 (QRO),MOTO,February,16,4293.3199293125,68693.118869
MADERO (LEON),MOTO,May,13,5272.348328846154,68540.528275
HIDALGO (CELAYA),XIAOMI,December,21,3246.2649527142853,68171.564007
BOULEVARES (QRO),SAM,April,14,4863.669408785715,68091.371723
PARQUE (CELAYA),SAM,December,18,3768.320657166667,67829.771829
HIDALGO (CELAYA),SAM,May,16,4224.3521275625,67589.634041
BOULEVARES (QRO),XIAOMI,December,17,3972.730608529412,67536.420345
LA VICTORIA (QRO),MOTO,June,14,4818.012807928571,67452.179311
ALAMEDA (QRO),SAM,February,16,4208.1909481875,67331.055171
PLAZA PATIO (QRO),XIAOMI,July,15,4482.769770066667,67241.546551
GUERRERO (QRO),XIAOMI,December,24,2793.679166666667,67048.3
PARQUE (QRO),HONOR,November,17,3939.4023933529415,66969.840687
MADERO (QRO),SAM,April,15,4447.4139540666665,66711.209311
PARQUE (CELAYA),SAM,November,17,3924.089026294118,66709.513447
MADERO (LEON),MOTO,June,16,4145.691053875,66331.056862
FIESTA (IRAPUATO),MOTO,May,15,4402.586505666666,66038.797585
PARQUE (CELAYA),MOTO,April,13,5078.715013307693,66023.295173
OBREGON (LEON),XIAOMI,December,23,2870.277896086957,66016.39161
LA VICTORIA (QRO),HONOR,November,15,4389.331448066666,65839.971721
OBREGON (LEON),SAM,May,16,4110.883912125,65774.142594
ALLENDE (CELAYA),SAM,August,16,4110.1316095,65762.105752
PARQUE (QRO),MOTO,April,16,4110.1288965625,65762.062345
PARQUE (QRO),MOTO,November,16,4088.5779719375,65417.247551
LA VICTORIA (QRO),XIAOMI,September,14,4668.320788142857,65356.491034
CORREGIDORA 3 (QRO),SAM,March,15,4352.585333266667,65288.779999
CORREGIDORA 3 (QRO),MOTO,August,14,4632.144264285715,64850.019700000004
HIDALGO 2 (CELAYA),SAM,August,13,4985.875607692307,64816.3829
MADERO (LEON),SAM,May,20,3221.5539137,64431.078274
LA VICTORIA (QRO),SAM,January,12,5345.270887083333,64143.250645
CORREGIDORA 2 (QRO),MOTO,March,16,4008.83637375,64141.38198
OBREGON (LEON),HONOR,November,17,3757.2014270588234,63872.42426
ALLENDE (QRO),MOTO,February,15,4257.931637933333,63868.974569
PARQUE (CELAYA),SAM,April,15,4252.011655133333,63780.174827
PLAZA PATIO (QRO),MOTO,April,16,3986.2074310625,63779.318897
ALAMEDA (QRO),HONOR,April,14,4543.536477571428,63609.510685999994
CORREGIDORA 3 (QRO),XIAOMI,November,23,2802.437554818182,63290.696206
CONSTITUYENTES (QRO),SAM,July,13,4858.706465307692,63163.184049
LA VICTORIA (QRO),XIAOMI,August,13,4853.249522538462,63092.243793
PARQUE (QRO),XIAOMI,December,25,2598.711619173913,63044.507241
GUERRERO (QRO),HONOR,October,19,3315.8364934210526,63000.893375
GUERRERO (QRO),HONOR,December,18,3495.3079691666667,62915.543445
LEON CENTRO (LEON),SAM,April,21,3018.1037241,62878.454482
OBREGON (LEON),MOTO,June,12,5239.727182416666,62876.726189
LA VICTORIA (QRO),MOTO,August,13,4836.010053,62868.130689
PLAZA MAYOR (LEON),MOTO,November,17,3689.3617849411767,62719.150344
GUERRERO (QRO),MOTO,August,15,4166.955939866667,62504.339098000004
LA VICTORIA (QRO),XIAOMI,May,15,4160.056429866667,62400.846448000004
MADERO (LEON),SAM,February,17,3665.4698539999995,62312.987517999994
PLAZA MAYOR (LEON),APPLE,November,7,8896.920788,62278.44551599999
PARQUE (QRO),XIAOMI,November,18,3457.135727944444,62228.443103
BOULEVARES (QRO),XIAOMI,October,15,4137.680574666667,62065.20862
CORREGIDORA 3 (QRO),MOTO,November,16,3846.121352125,61537.941634
PLAZA MAYOR (LEON),SAM,November,18,3416.2838698333335,61493.109657
ALLENDE (QRO),XIAOMI,June,33,1898.769458142857,61350.894828
VIA ALTA SUR (LEON),SAM,June,14,4358.745492571428,61022.436896
BOULEVARES (QRO),XIAOMI,September,14,4358.744334928571,61022.420689
ALAMEDA (QRO),XIAOMI,December,29,2103.776468482759,61009.517586
PARQUE (CELAYA),MOTO,June,14,4357.513150142857,61005.184102
LA VICTORIA (QRO),SAM,March,12,5067.027295083333,60804.327541
MADERO (LEON),HONOR,December,15,4039.2538849333337,60588.808274
PARQUE (CELAYA),MOTO,October,13,4660.279151230769,60583.628966
PARQUE (QRO),APPLE,November,5,12111.2063444,60556.031722
FIESTA (IRAPUATO),SAM,February,14,4311.807241357143,60365.301379
ANDADOR (CELAYA),SAM,January,16,3760.9929076875,60175.886523
PARQUE (QRO),XIAOMI,July,15,4007.8161379333333,60117.242069
HIDALGO (CELAYA),MOTO,March,13,4622.481073923077,60092.253961
ALLENDE (CELAYA),MOTO,April,13,4622.480887307692,60092.251534999996
GUERRERO (QRO),SAM,January,17,3533.6231034705884,60071.592759
CORREGIDORA 4 (QRO),HONOR,October,14,4278.696041642857,59901.744583
ALAMEDA (QRO),HONOR,July,13,4605.903898923077,59876.750686
MADERO (LEON),HONOR,October,16,3738.364116125,59813.825858
ALLENDE (QRO),MOTO,December,21,2848.1956814761907,59812.109311
GUERRERO (QRO),MOTO,June,14,4249.139302928571,59487.950241
MADERO (LEON),MOTO,February,20,3025.456824,59206.959656
CORREGIDORA 3 (QRO),HONOR,January,15,3941.6682482,59125.023723
FIESTA (IRAPUATO),XIAOMI,November,18,3284.5782183333336,59122.40793
CORREGIDORA 3 (QRO),SAM,February,17,3473.783204882353,59054.314483
CORREGIDORA 4 (QRO),MOTO,March,12,4901.438710333333,58817.264524
CORREGIDORA 3 (QRO),SAM,January,15,3916.9557930666665,58754.336896
BOULEVARES (QRO),SAM,November,11,5328.2928525454545,58611.221378
ANDADOR (CELAYA),SAM,October,17,3427.132817,58261.257889
ALLENDE (QRO),XIAOMI,May,35,1668.6791609333334,58245.724828
BOULEVARES (QRO),SAM,December,13,4471.042679,58123.554827
CORREGIDORA 4 (QRO),SAM,February,13,4463.328461538462,58023.270000000004
LEON CENTRO (LEON),XIAOMI,August,13,4462.004827615385,58006.062759
VIA ALTA SUR (LEON),SAM,May,13,4442.107188307693,57747.393448
CORREGIDORA 4 (QRO),HONOR,February,16,3609.0549138125,57744.878621
FIESTA (IRAPUATO),MOTO,November,16,3590.8304504375,57453.287207
ALLENDE (QRO),MOTO,January,11,5210.7367850909095,57318.104636000004
ALAMEDA (QRO),MOTO,February,12,4773.564252833334,57282.771034000005
CONSTITUYENTES (QRO),SAM,October,16,3659.014192363636,57270.707616
ALAMEDA (QRO),SAM,January,13,4402.387294461538,57231.034827999996
CORREGIDORA 2 (QRO),XIAOMI,September,14,4075.4927585714286,57056.89862
PARQUE (QRO),XIAOMI,April,13,4384.7557029230775,57001.824138
MADERO (LEON),MOTO,October,13,4380.372465230769,56944.842048
URBAN (QRO),SAM,May,13,4372.348165307692,56840.526149000005
MADERO (LEON),MOTO,February,13,4365.850233153847,56756.053031
HIDALGO 2 (CELAYA),MOTO,June,13,4349.270574538461,56540.517469
BOULEVARES (QRO),SAM,May,13,4335.952095461538,56367.377241
ANDADOR (CELAYA),MOTO,December,16,3512.0685628749998,56193.097005999996
PLAZA MAYOR (LEON),HONOR,December,15,3745.5387356,56183.081034
ALAMEDA (QRO),SAM,February,13,4312.335490769231,56060.36138
HIDALGO 2 (CELAYA),SAM,September,13,4296.220338461539,55850.8644
PLAZA MAYOR (LEON),XIAOMI,December,18,3089.703429111111,55614.661724
OBREGON (LEON),HONOR,December,13,4276.922416692308,55599.991417
ANDADOR (CELAYA),MOTO,May,11,5047.726927818182,55524.996206
CORREGIDORA 4 (QRO),MOTO,April,12,4627.01269375,55524.152325
GUERRERO (QRO),MOTO,May,14,3958.4982209285713,55418.975093
PLAZA MAYOR (LEON),SAM,October,13,4258.775941538462,55364.08724
MADERO (LEON),SAM,March,16,3456.3589009375,55301.742415
VIA ALTA SUR (LEON),SAM,April,13,4236.537533076923,55074.98793
ALLENDE (CELAYA),MOTO,January,18,3059.4846697777775,55070.724056
PARQUE (QRO),SAM,February,14,3927.7098275714284,54987.937586
FIESTA (IRAPUATO),SAM,January,17,3230.922150117647,54925.676552
URBAN (QRO),SAM,January,13,4212.004350153847,54756.056552
CORREGIDORA 2 (QRO),SAM,May,15,3647.989333333333,54719.84
LA CRUZ (QRO),SAM,April,11,4967.790689636364,54645.697586
PARQUE (CELAYA),MOTO,December,16,3412.392366375,54598.277862
ALAMEDA (QRO),MOTO,May,11,4945.848274363636,54404.331018
LA VICTORIA (QRO),MOTO,May,10,5431.8962634,54318.962633999996
MADERO (QRO),SAM,June,11,4928.605987545455,54214.665863
PLAZA PATIO (QRO),HONOR,October,15,3604.138983466667,54062.084752
LEON CENTRO (LEON),SAM,August,16,3364.4381,53831.0096
HIDALGO (CELAYA),HONOR,December,14,3841.5046271428573,53781.06478
LA VICTORIA (QRO),MOTO,July,12,4474.713505583333,53696.562067
PLAZA PATIO (QRO),XIAOMI,February,17,3155.5372210588234,53644.132758
PLAZA PATIO (QRO),MOTO,October,11,4873.7469905454545,53611.216896
LA VICTORIA (QRO),HONOR,January,14,3825.7498447857142,53560.497827
CONSTITUYENTES (QRO),SAM,September,11,4865.910183909091,53525.012023
BOULEVARES (QRO),XIAOMI,July,12,4460.3445115,53524.134138
ALAMEDA (QRO),MOTO,September,12,4458.91037925,53506.924551000004
PLAZA PATIO (QRO),SAM,January,10,5335.3464828,53353.464828
ANDADOR (CELAYA),MOTO,January,14,3808.251909071428,53315.526727
HIDALGO 2 (CELAYA),MOTO,July,10,5318.10339,53181.0339
URBAN (QRO),XIAOMI,December,13,4090.651167076923,53178.465172
HIDALGO (CELAYA),SAM,June,17,3127.9438764705883,53175.0459
CORREGIDORA 2 (QRO),XIAOMI,February,18,2954.120076611111,53174.161379
VIA ALTA SUR (LEON),SAM,July,9,5889.944942333333,53009.504480999996
LEON CENTRO (LEON),HISENSE,April,22,2405.171692818182,52913.777242
HIDALGO 2 (CELAYA),MOTO,August,11,4803.214020727273,52835.354228000004
LEON CENTRO (LEON),MOTO,February,12,4397.128649416667,52765.543793000004
HIDALGO (CELAYA),MOTO,June,15,3516.379256,52745.68884
FIESTA (IRAPUATO),MOTO,January,20,2625.0002414,52500.004828
PLAZA PATIO (QRO),HONOR,September,12,4345.4040515,52144.848617999996
CONSTITUYENTES (QRO),SAM,November,12,4343.249137916667,52118.989655
GUERRERO (QRO),SAM,June,16,3253.449375,52055.19
LEON CENTRO (LEON),SAM,March,18,2890.9005555555555,52036.21
VIA ALTA SUR (LEON),SAM,December,15,3463.507664333333,51952.614965
HIDALGO (CELAYA),MOTO,January,10,5171.55326,51715.5326
BOULEVARES (QRO),SAM,June,11,4693.4966770909095,51628.463448
ANDADOR (CELAYA),HONOR,August,11,4685.658729090909,51542.24602
ALAMEDA (QRO),XIAOMI,September,12,4288.003819500001,51456.045834000004
HIDALGO 2 (CELAYA),MOTO,October,12,4270.416893666667,51245.002724000005
OBREGON (LEON),HONOR,September,11,4623.511339090909,50858.624729999996
VIA ALTA SUR (LEON),MOTO,September,10,5078.4509656,50784.509656
MADERO (LEON),MOTO,July,11,4568.105263454545,50249.157898
CORREGIDORA 2 (QRO),HONOR,February,13,3858.557347461538,50161.245516999996
BOULEVARES (QRO),SAM,September,10,5007.7591378,50077.591378
HIDALGO 2 (CELAYA),MOTO,December,11,4536.755381818182,49904.3092
GUERRERO (QRO),SAM,February,13,3837.9990980000002,49893.988274
LEON CENTRO (LEON),HISENSE,May,19,2612.658076210526,49640.503447999996
PARQUE (QRO),MOTO,August,11,4507.797084545455,49585.76793
LEON CENTRO (LEON),XIAOMI,January,16,3097.1975,49555.16
CORREGIDORA 4 (QRO),XIAOMI,May,13,3928.73637925,49471.560689
GUERRERO (QRO),XIAOMI,September,13,3778.9793604615384,49126.731686
LA VICTORIA (QRO),MOTO,February,14,3505.2963054285715,49074.148276
CORREGIDORA 2 (QRO),XIAOMI,March,11,4450.550156727272,48956.051724
FIESTA (IRAPUATO),MOTO,July,11,4445.847739727273,48904.325137
LA VICTORIA (QRO),MOTO,January,14,3478.202866285714,48694.840127999996
PARQUE (CELAYA),SAM,June,10,4852.588551700001,48525.885517
LEON CENTRO (LEON),MOTO,August,17,2854.159285411765,48520.707852
CONSTITUYENTES (QRO),SAM,August,11,4396.305379272727,48359.359172
ALLENDE (QRO),SAM,December,12,4028.80747125,48345.689655
MADERO (QRO),SAM,November,9,5363.124521000001,48268.120689
LA VICTORIA (QRO),XIAOMI,July,10,4826.7239234,48267.239234
CORREGIDORA 2 (QRO),SAM,March,14,3444.3362069285713,48220.706897
OBREGON (LEON),HONOR,January,13,3699.9346707692307,48099.15072
LA VICTORIA (QRO),XIAOMI,January,13,3694.716923076923,48031.32
ALAMEDA (QRO),MOTO,November,13,3666.313922769231,47662.080996000004
LEON CENTRO (LEON),HONOR,January,12,3971.838333333333,47662.06
CORREGIDORA 3 (QRO),MOTO,February,17,2803.4004868235293,47657.808275999996
ALLENDE (QRO),SAM,April,14,3400.6784975714286,47609.498966
HIDALGO 2 (CELAYA),MOTO,February,15,3171.5528018666664,47573.292027999996
LA CRUZ (QRO),SAM,July,11,4317.320426363636,47490.52469
BOULEVARES (QRO),MOTO,June,9,5269.253678111111,47423.283103
CORREGIDORA 4 (QRO),HONOR,January,13,3646.3528196153848,47402.586655
PLAZA MAYOR (LEON),MOTO,June,12,3941.66737925,47300.008551
ALLENDE (CELAYA),SAM,June,13,3610.5450634615386,46937.085825
HIDALGO (CELAYA),SAM,August,13,3606.5653294615386,46885.349283
MADERO (LEON),MOTO,September,10,4673.2779312,46732.779312
HIDALGO (CELAYA),MOTO,February,10,4662.9320745,46629.320745000005
PARQUE (QRO),SAM,May,11,4238.321692818182,46621.538621
ANTEA (QRO),MOTO,December,12,3878.5195977500002,46542.235173
PLAZA MAYOR (LEON),SAM,August,13,3573.409814307692,46454.327586
FIESTA (IRAPUATO),MOTO,October,12,3842.45720975,46109.486517
GUERRERO (QRO),XIAOMI,October,14,3287.3153447857144,46022.414827
CORREGIDORA 2 (QRO),HONOR,August,10,4593.9679998,45939.679998
ALLENDE (QRO),MOTO,July,16,2869.8346551875,45917.354483
PARQUE (QRO),MOTO,June,10,4588.7943069,45887.943069
MADERO (LEON),HONOR,January,11,4168.420470181818,45852.625172
ALAMEDA (QRO),HONOR,February,12,3820.98008625,45851.761035
VIA ALTA SUR (LEON),MOTO,June,10,4580.1740345,45801.740345
LA CRUZ (QRO),SAM,June,10,4559.4834138999995,45594.834139
PARQUE (CELAYA),MOTO,November,12,3799.426227,45593.114724
GUERRERO (QRO),MOTO,June,19,2427.807219777778,45510.009956
CORREGIDORA 4 (QRO),XIAOMI,June,10,4550.8631724,45508.631724
ANDADOR (CELAYA),SAM,February,14,3322.745117153846,45436.203764
LEON CENTRO (LEON),XIAOMI,May,10,4533.6203103,45336.203103
ANDADOR (CELAYA),MOTO,November,11,4115.125306909091,45266.378376
GUERRERO (QRO),HONOR,November,13,3473.940238538462,45161.223101
LEON CENTRO (LEON),XIAOMI,November,13,3473.8720158461538,45160.336206
ALLENDE (CELAYA),MOTO,June,9,5012.549601111111,45112.94641
ALLENDE (CELAYA),XIAOMI,December,12,3756.3241591666665,45075.88991
CORREGIDORA 3 (QRO),NOKIA,May,20,2253.4477414000003,45068.954828
PARQUE (CELAYA),MOTO,May,10,4500.8634482,45008.634481999994
BOULEVARES (QRO),XIAOMI,May,12,3749.1379309166673,44989.655171000006
ALLENDE (CELAYA),SAM,January,13,3460.6774963846156,44988.807453
CORREGIDORA 2 (QRO),HONOR,June,11,4082.211316454546,44904.324481
URBAN (QRO),SAM,December,9,4985.376973222223,44868.392759
CONSTITUYENTES (QRO),APPLE,March,2,22412.93103,44825.86206
MAYOREO (QRO),SAM,December,15,2987.6442069333334,44814.663104
LEON CENTRO (LEON),HONOR,November,11,4070.064388545454,44770.708274
ALAMEDA (QRO),MOTO,January,9,4973.756196222222,44763.805766
PLAZA MAYOR (LEON),SAM,April,11,4066.5372100000004,44731.90931
ALAMEDA (QRO),HISENSE,July,13,3440.7843236923077,44730.196208
OBREGON (LEON),SAM,June,11,4051.4892272727275,44566.3815
PARQUE (CELAYA),HONOR,December,12,3713.2899424166667,44559.479309
CORREGIDORA 4 (QRO),XIAOMI,January,12,3713.2185631666666,44558.622758
PARQUE (QRO),XIAOMI,August,12,3713.2183010833337,44558.619613
PARQUE (QRO),XIAOMI,October,12,3706.10600575,44473.272069
CORREGIDORA 2 (QRO),HUAWEI,April,10,4442.2413593,44422.413593
CONSTITUYENTES (QRO),SAM,April,10,4438.7931677,44387.931677
CORREGIDORA 3 (QRO),XIAOMI,June,13,3414.257267692308,44385.34448
LEON CENTRO (LEON),HISENSE,July,14,3167.304655142857,44342.265172
GUERRERO (QRO),HISENSE,May,18,2463.217471277778,44337.914483
LA VICTORIA (QRO),HONOR,July,10,4430.1730678,44301.730678
URBAN (QRO),HONOR,December,11,3996.002664454546,43956.029309000005
MADERO (QRO),SAM,December,10,4382.759266200001,43827.592662
HIDALGO (CELAYA),XIAOMI,November,12,3648.563996833333,43782.767962
ALLENDE (QRO),SAM,July,13,3362.0022522307695,43706.029279
ANDADOR (CELAYA),XIAOMI,December,14,3121.059548785714,43694.833683
HIDALGO (CELAYA),HONOR,November,12,3605.4615725,43265.53887
GUERRERO (QRO),NOKIA,April,21,2141.38051725,43257.780345
GUERRERO (QRO),XIAOMI,August,12,3598.2765804166665,43179.318965
ANTEA (QRO),SAM,August,12,3598.276465583333,43179.317587
LA VICTORIA (QRO),APPLE,November,5,8619.827586,43099.13793
ALLENDE (QRO),HONOR,September,10,4309.5701032,43095.701032
LA VICTORIA (QRO),MOTO,November,13,3308.2229044615383,43006.897758
VIA ALTA SUR (LEON),MOTO,April,8,5365.5180605,42924.144484
HIDALGO 2 (CELAYA),MOTO,May,9,4769.253301111112,42923.27971
LEON CENTRO (LEON),HISENSE,June,16,2679.6350164375,42874.160263
ALLENDE (QRO),XIAOMI,April,24,1805.4199343333332,42825.028621
OBREGON (LEON),SAM,February,8,5335.883334875,42687.066679
CORREGIDORA 3 (QRO),HONOR,September,10,4266.3811722,42663.811722
GUERRERO (QRO),MOTO,February,11,3875.3146892727277,42628.461582
PLAZA PATIO (QRO),SAM,June,13,3335.3447700833335,42609.477241
CORREGIDORA 4 (QRO),HONOR,August,10,4249.1398274,42491.398274
FIESTA (IRAPUATO),MOTO,August,10,4249.1392724,42491.392724
PLAZA MAYOR (LEON),HONOR,November,11,3862.775140818182,42490.526549
CONSTITUYENTES (QRO),SAM,December,12,3540.8054566666665,42489.665479999996
HIDALGO (CELAYA),SAM,April,11,3854.939590909091,42404.3355
PLAZA MAYOR (LEON),MOTO,July,10,4233.6221343,42336.221343
CORREGIDORA 4 (QRO),NOKIA,June,20,2111.2078277600003,42224.1565552
FIESTA (IRAPUATO),SAM,February,14,3011.4548275,42160.367585
HIDALGO (CELAYA),SAM,October,9,4683.046766666666,42147.4209
PARQUE (QRO),MOTO,February,16,2633.8380173125,42141.408277
ALLENDE (QRO),HISENSE,April,17,2476.3179716470586,42097.405518
LEON CENTRO (LEON),HONOR,December,10,4206.0352413,42060.352413
LA CRUZ (QRO),MOTO,April,10,4188.792820000001,41887.9282
ANTEA (QRO),APPLE,July,4,10451.72077575,41806.883103
MADERO (LEON),XIAOMI,October,12,3627.6659874545458,41800.015517
VIA ALTA SUR (LEON),MOTO,May,8,5216.811250125,41734.490001
CORREGIDORA 2 (QRO),XIAOMI,January,17,2429.09625,41709.51
ALAMEDA (QRO),MOTO,March,10,4159.5701702,41595.701702
PARQUE (QRO),MOTO,July,9,4617.9132528888895,41561.219276
OBREGON (LEON),HONOR,July,9,4616.857196888889,41551.714772
LEON CENTRO (LEON),XIAOMI,September,10,4154.3110862,41543.110862
LEON CENTRO (LEON),XIAOMI,July,11,3768.7317555454547,41456.049311
ALLENDE (QRO),ZTE,September,27,1532.695413,41382.776151
VIA ALTA SUR (LEON),SAM,March,9,4596.839731777778,41371.557586
LEON CENTRO (LEON),SAM,July,13,3182.1627055384615,41368.115172
FIESTA (IRAPUATO),MOTO,June,10,4127.586824100001,41275.868241000004
HIDALGO (CELAYA),XIAOMI,October,12,3433.0456554166667,41196.547865
ANDADOR (CELAYA),MOTO,April,9,4568.104622222222,41112.9416
BOULEVARES (QRO),SAM,August,10,4111.206138,41112.06138
BOULEVARES (QRO),HONOR,February,12,3425.8641666666667,41110.37
ALAMEDA (QRO),SAM,March,9,4558.621076111111,41027.589685
CORREGIDORA 3 (QRO),MOTO,January,9,4558.528645222223,41026.757807
LA VICTORIA (QRO),APPLE,October,2,20473.275,40946.55
ANTEA (QRO),SAM,April,8,5096.12045225,40768.963618
MADERO (QRO),HONOR,October,10,4076.725517,40767.25517
FIESTA (IRAPUATO),XIAOMI,July,12,3397.126609166667,40765.51931
HIDALGO 2 (CELAYA),MOTO,April,8,5085.34478275,40682.758262
HIDALGO (CELAYA),HISENSE,August,12,3389.9447415,40679.336898
LEON CENTRO (LEON),MOTO,January,9,4512.548275777777,40612.934482
ALLENDE (QRO),NOKIA,June,18,2254.9329424777775,40588.7929646
CORREGIDORA 4 (QRO),XIAOMI,April,9,4501.053597666667,40509.482379
