Listing Date,Order Date,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Lowest Set Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
01/17/2022,01/31/2022,61f7ed3c7d03b71d09c50a93,Cole Haan Grandpro Spectator 2.0 Slip On Sneakers,Women,Shoes,Sneakers,Cole Haan,Black,10,N,Y,N,$10.00,$30.00,$45.00,$0.00,$0.00,$24.00,AR,72223,$3.22,$0.00,,
02/04/2022,02/06/2022,61fffeca6ab2f4131e5985f9,Naturalizer Dandie Patent Ivory Heels,Women,Shoes,Heels,Naturalizer,Cream,7.5,N,Y,N,$6.70,$16.00,$18.00,$1.50,$0.00,$11.30,CA,95687,$1.30,$0.00,,
02/04/2022,02/04/2022,61fdd71afc204d8658936b4c,Everlane Boyfriend Ankle Jeans 29,Women,Jeans,Boyfriend,Everlane,Blue,29,N,Y,N,$8.60,$36.00,$44.00,$1.50,$0.00,$27.30,VA,22314,$2.16,$0.00,,
01/31/2022,02/02/2022,61fa9ea71950171088598c9d,Nike Free Run Flyknit Running Sneakers Size 8,Women,Shoes,Athletic Shoes,Nike,White,8,N,Y,N,$10.00,$35.00,$50.00,$1.50,$0.00,$26.50,FL,34953,$2.87,$0.00,,
01/17/2022,02/06/2022,620075cfa1d41377c2ea4a4e,Harley-Davidson Black Leather Mini Skort Size 2,Women,Skirts,Mini,Harley-Davidson,Black,2,N,Y,N,$10.00,$42.00,$56.00,$0.00,$0.00,$33.60,FL,33165,$3.46,$0.00,,
02/06/2022,02/07/2022,62017d89bf2d18e9888a3f2a,VIneyard Vines Camouflage Baseball Hat,Women,Accessories,Hats,Vineyard Vines,,OS,N,Y,N,$8.60,$19.00,$25.00,$1.50,$0.00,$13.70,OH,44017,$1.99,$0.00,,
02/04/2022,02/06/2022,620022e39c0cab1da33281cb,Abercrombie & Fitch Mid Rise Straight Leg Ankle Jeans,Women,Jeans,Straight Leg,Abercrombie & Fitch,Blue,6,N,Y,N,$5.00,$15.00,$25.00,$0.00,$0.00,$12.00,NC,28412,$1.57,$0.00,,
02/02/2022,02/08/2022,62026ad3fc204d7b818b4b7c,Vintage LL Bean Wool Plaid 3 Button Blazer,Women,Jackets & Coats,Blazers & Suit Jackets,L.L. Bean,Tan,XL,N,Y,N,$8.60,$38.00,$59.00,$1.50,$0.00,$28.90,PA,19320,$0.00,$0.00,This sale is exempt from sales tax.,
01/28/2022,02/02/2022,61fae544a1d413a4270e783d,Brooks Running Lightweight Jacket Size S,Women,Jackets & Coats,,Brooks,Yellow,S,N,Y,N,$10.00,$29.00,$38.00,$1.50,$0.00,$21.70,GA,30818,$2.80,$0.00,,
01/29/2022,02/07/2022,62015e08fc204d86582238e8,Cupcakes & Cashmere Valda Velvet Burnout Dress,Women,Dresses,Mini,Cupcakes and Cashmere,Black,L,N,Y,N,$8.30,$25.00,$33.00,$0.00,$0.00,$20.00,NY,11704,$1.50,$0.00,,
01/15/2022,02/06/2022,6200756123ff462164ca801c,Free People Long Shawl Collar Coat,Women,Jackets & Coats,,Free People,,M,N,Y,N,$8.00,$42.00,$65.00,$1.50,$0.00,$32.10,NH,3054,--,,State does not currently impose a sales tax.,
01/24/2022,02/05/2022,61fe70d8f866a55b971e6281,Frye Black Leather Harness Square Toe Boots,Women,Shoes,,Frye,Black,7.5,N,Y,N,$10.00,$60.00,$115.00,$0.00,$0.00,$48.00,KY,40220,$4.05,$0.00,,
02/01/2022,02/05/2022,61fe708a23ff466c23c6f527,Sorel Madson Hiker Waterproof Boot,Men,Shoes,Boots,Sorel,"Tan,Blue",8,N,Y,N,$8.00,$50.00,$90.00,$0.00,$0.00,$40.00,OK,73142,$4.31,$0.00,,
01/05/2022,02/04/2022,61fdd252d4c4e869f5c05a45,Abercrombie & Fitch Cable Knit Sweater,Women,Sweaters,,Abercrombie & Fitch,Pink,S,N,N,N,$5.00,$21.00,$21.00,$0.00,$0.00,$16.80,NJ,7029,$0.00,$0.00,This sale is exempt from sales tax.,
01/31/2022,02/08/2022,62026a8fef34d37aec078014,Nike Golf Dri Fit Polo,Men,Shirts,Polos,Nike Golf,"Blue,White",L,N,Y,N,$0.00,$16.00,$18.00,$1.50,$0.00,$11.30,PA,17201,$0.00,$0.00,This sale is exempt from sales tax.,
01/17/2022,02/07/2022,62012b8af866a5329660e64f,Cape Robbin Rose Gold Rhinestone Combat Boots,Women,Shoes,Combat & Moto Boots,Cape Robbin,Pink,10,N,Y,N,$10.00,$22.00,$29.00,$1.50,$0.00,$16.10,IL,60491,$2.24,$0.00,,
02/02/2022,02/09/2022,61f866d6d5ebc488ad250e91,Sterling Silver Rose Gold Colored CZ Stud Earrings,Women,Jewelry,Earrings,unknown,Gold,OS,N,N,Y,$8.30,$11.00,$11.00,$0.00,$0.00,$8.05,FL,32218,$1.39,$0.00,,
02/01/2022,02/08/2022,62032c46a1d4137b3b51fb6b,KUT from the Kloth Reese Straight Leg Ankle Jeans 4,Women,Jeans,Straight Leg,Kut from the Kloth,Blue,4,N,Y,N,$10.00,$20.00,$39.00,$0.00,$0.00,$16.00,CA,92120,$1.55,$0.00,,
01/20/2022,02/09/2022,6203ed6713f1b6c6df941af3,Geox Nude Ballet Flats,Women,Shoes,Flats & Loafers,Geox,,36EU,N,Y,N,$7.60,$22.00,$28.00,$1.50,$0.00,$16.10,CO,80111-5230,$1.60,$0.00,,
01/26/2022,02/13/2022,62095ffed49881b91008c757,Columbia Flash Forward Windbreaker Jacket,Women,Jackets & Coats,,Columbia,Gray,S,N,Y,N,$8.00,$18.00,$22.00,$1.50,$0.00,$12.90,PA,18013,$0.00,$0.00,This sale is exempt from sales tax.,
02/10/2022,02/13/2022,62096087706ac1910d54edee,Adriano Goldschmied Stilt Crop Jeans Size 29,Women,Jeans,Ankle & Cropped,Adriano Goldschmied,,29,N,Y,N,$9.00,$25.00,$39.00,$1.50,$0.00,$18.50,ID,83644,$1.50,$0.00,,
02/06/2022,02/12/2022,62081a896afdc304c1534e35,Paige Laurel Canyon Low Rise Bootcut Jeans,Women,Jeans,Boot Cut,PAIGE,Blue,28,N,Y,N,$6.60,$24.00,$44.00,$0.00,$0.00,$19.20,HI,96712,$1.42,$0.00,,
02/06/2022,02/09/2022,6204671fe41fe065a8299551,ZARA Black Studded Loafers Size 38,Women,Shoes,Flats & Loafers,Zara,Black,38EU,N,Y,N,$8.60,$28.00,$40.00,$0.00,$0.00,$22.40,UT,84117,$2.09,$0.00,,
02/12/2022,02/13/2022,6208f0d4e41fe06fa032bcb1,Clarks Kendra Gaby Leather Mary Jane Pumps | Black 7.5,Women,Shoes,Heels,Clarks,Black,7.5,N,Y,N,$8.30,$29.00,$38.00,$1.50,$0.00,$21.70,GA,31321,$2.80,$0.00,,
02/01/2022,02/10/2022,62055e94d5ebc4ee3fa7e38a,Schutz Xayane Combat Style Suede Boots 9.5,Women,Shoes,Combat & Moto Boots,SCHUTZ,Black,9.5,N,Y,N,$10.00,$65.00,$105.00,$0.00,$0.00,$52.00,AK,99801,$3.25,$0.00,,
01/30/2022,02/12/2022,6207b6f3727b3e2dfd7c0a65,Vintage Gap Denim Style Genuine Leather Jacket | Large,Women,Jackets & Coats,Leather Jackets,GAP,Black,L,N,Y,N,$10.00,$80.00,$115.00,$1.50,$0.00,$62.50,PA,19125,$0.00,$0.00,This sale is exempt from sales tax.,
02/07/2022,02/11/2022,62070ca97d03b7e8700157d4,J Crew Color Block Collarless Zippered Blazer,Women,Jackets & Coats,Blazers & Suit Jackets,J. Crew,"Black,White",XS,N,N,N,$6.70,$27.00,$27.00,$0.00,$0.00,$21.60,PA,15209,$0.00,$0.00,This sale is exempt from sales tax.,
02/10/2022,02/14/2022,620b14b9ed2f3ffded5978fb,Lululemon Swiftly Tech Long Sleeve Fuchsia 8,Women,Tops,Tees - Long Sleeve,lululemon athletica,Pink,8,N,Y,N,$8.30,$26.00,$49.00,$0.00,$0.00,$20.80,NY,12804,$1.00,$0.00,,
01/19/2022,02/09/2022,6203b275bf2d188d3e4c7b07,Volcom Jagger Gingham Print Windbreaker Jacket Size L,Men,Jackets & Coats,Windbreakers,Volcom,Blue,L,N,Y,N,$10.00,$25.00,$33.00,$0.00,$0.00,$20.00,NC,27949,$2.19,$0.00,,
02/07/2022,02/12/2022,620848175cd8ceb4126d77f4,Abercrombie & Fitch High Rise Wide Leg Flare Jeans 14,Women,Jeans,Flare & Wide Leg,Abercrombie & Fitch,Blue,14,N,Y,N,$8.60,$29.00,$38.00,$1.50,$0.00,$21.70,PA,15717,$0.00,$0.00,This sale is exempt from sales tax.,
01/27/2022,02/15/2022,620bd40b946d376483d40b0d,Adrienne Vittadini Niko Platform Knit Espadrilles,Women,Shoes,Espadrilles,Adrienne Vittadini,Black,8,N,N,N,$8.30,$21.00,$21.00,$0.00,$0.00,$16.80,KY,40422,$1.71,$0.00,,
02/01/2022,02/12/2022,62082f03c7c171fade16382d,rag & bone Skinny Jeans | Stone 26,Women,Jeans,Skinny,rag & bone,Gray,26,N,Y,N,$10.00,$35.00,$64.00,$0.00,$0.00,$28.00,UT,84054,$2.55,$0.00,,
02/04/2022,02/17/2022,61e9a1917a2502f1d96bc261,Adidas Puremotion Cloudfoam Running Shoe | Grey/Pink 8,Women,Shoes,Athletic Shoes,adidas,"Gray,Pink",8,Y,Y,N,$8.60,$20.59,$45.00,$0.00,$0.00,$16.47,FL,32507,$1.74,$0.00,,
02/09/2022,02/17/2022,61e9a1917a2502f1d96bc261,Abercrombie & Fitch Skinny Jeans Size 4,Women,Jeans,Skinny,Abercrombie & Fitch,Blue,4,Y,Y,N,$6.30,$16.02,$35.00,$0.00,$0.00,$12.82,FL,32507,$1.39,$0.00,,
02/13/2022,02/17/2022,61e9a1917a2502f1d96bc261,Abercrombie & Fitch Felix Super Skinny Jeans 28x30,Men,Jeans,Skinny,Abercrombie & Fitch,Blue,28,Y,Y,N,$7.60,$17.39,$38.00,$0.00,$0.00,$13.91,FL,32507,$1.49,$0.00,,
02/02/2022,02/17/2022,620e4563bf2d1833a5837d51,Fendi Platform Cork Wedges,Women,Shoes,Wedges,Fendi,White,38.5EU,N,Y,N,$66.44,$95.00,$141.00,$0.00,$0.00,$76.00,FL,32223,$7.69,$0.00,,
02/01/2022,02/17/2022,620f14374220b55fa41eadfe,NWT Universal Thread Cayla Espadrille Wedges,Women,Shoes,Espadrilles,Universal Thread,Tan,9,N,Y,Y,$8.30,$14.00,$18.00,$1.50,$0.00,$9.55,PA,19007,$0.00,$0.00,This sale is exempt from sales tax.,
02/07/2022,02/18/2022,620fc76f8f43b3a023d140c4,Hudson Krista Super Skinny Ankle Jeans 27,Women,Jeans,Skinny,Hudson Jeans,Blue,27,N,Y,N,$8.60,$29.00,$44.00,$1.50,$0.00,$21.70,FL,33566,$2.63,$0.00,,
02/08/2022,02/16/2022,6207ca615cd8cecfa32cabd1,Vintage Yves Saint Laurent Suede Heels,Women,Shoes,Heels,YSL Yves Saint Laurent,,8.5,N,Y,N,$19.76,$49.00,$76.00,$1.50,$0.00,$37.70,CO,80220,$4.32,$0.00,,
02/03/2022,02/19/2022,620f8cb033f26f38dce4f2d0,Stuart Weitzman Red Patent Leather Ballet Flats | 6,Women,Shoes,Flats & Loafers,Stuart Weitzman,Red,6,N,Y,N,$8.60,$25.00,$38.00,$0.00,$0.00,$20.00,IL,60712,$3.32,$0.00,,
01/22/2022,02/17/2022,620f161b8a92fb561574c174,Eileen Fisher Echo Low Wedge Gladiator Sandal,Women,Shoes,Sandals,Eileen Fisher,Tan,7,N,Y,N,$7.30,$35.00,$41.00,$1.50,$0.00,$26.50,OR,97213,--,,State does not currently impose a sales tax.,
02/12/2022,02/20/2022,62127cb7509fa83dd9f180da,Lucky Brand Leather Darleena Sneaker | Python 9.5,Women,Shoes,Sneakers,Lucky Brand,,9.5,N,Y,N,$8.30,$28.00,$34.00,$1.50,$0.00,$20.90,OR,97068,--,,State does not currently impose a sales tax.,
02/20/2022,02/21/2022,6213f30e33f26f3fa3ebea1a,Hudson Krista Raw Hem Skinny Ankle Jeans 29,Women,Jeans,Skinny,Hudson Jeans,Blue,29,N,Y,N,$7.60,$30.00,$44.00,$0.00,$0.00,$24.00,CA,92651,$2.33,$0.00,,
02/06/2022,02/13/2022,6209bd84f9de519db06c9193,Coach Brown Saffiano Leather Tote,Women,Bags,Totes,Coach,Brown,OS,N,Y,N,$8.60,$85.00,$110.00,$1.50,$0.00,$66.50,CO,80525,$6.42,$0.00,,
02/06/2022,02/20/2022,6212f96b57de97882b9d9f42,Free People Skinny Ankle Zip Jeans,Women,Jeans,Skinny,Free People,Blue,27,N,Y,N,$6.70,$18.00,$30.00,$0.00,$0.00,$14.40,NJ,8889,$0.00,$0.00,This sale is exempt from sales tax.,
02/05/2022,02/20/2022,62126f50f9de519b03d04f71,TOMS Majorca Perforated Suede Peep Toe Booties,Women,Shoes,Heeled Boots,Toms,Black,7,Y,Y,N,$6.60,$16.50,$33.00,$0.00,$0.00,$13.20,MS,39154,$1.16,$0.00,,
02/07/2022,02/20/2022,62126f50f9de519b03d04f71,NWT Lucky Brand Bertel Perforated Open Toe Sandal,Women,Shoes,Sandals,Lucky Brand,Black,6.5,Y,Y,Y,$6.70,$10.50,$21.00,$0.00,$0.00,$8.40,MS,39154,$0.74,$0.00,,
02/11/2022,02/20/2022,62126f50f9de519b03d04f71,Joe's Jeans Suede Open Toe Heeled Booties,Women,Shoes,Heeled Boots,Joe's Jeans,Tan,6,Y,Y,N,$6.00,$13.00,$26.00,$0.00,$0.00,$10.40,MS,39154,$0.91,$0.00,,
02/04/2022,02/23/2022,621636ada82973b66af9fea5,Tommy Hilfiger Naomi Ankle Bootie | Tan 7.5,Women,Shoes,Heeled Boots,Tommy Hilfiger,,7.5,N,Y,N,$8.60,$30.00,$54.00,$0.00,$0.00,$24.00,FL,33304,$2.62,$0.00,,
01/31/2022,02/18/2022,6210464db81de7bd0d272e97,Lafayette 148 Green Wool Blend Zip Front Jacket/Blazer 10,Women,Jackets & Coats,Blazers & Suit Jackets,Lafayette 148 New York,Green,10,N,Y,N,$10.00,$35.00,$54.00,$0.00,$0.00,$28.00,OR,97405,--,,State does not currently impose a sales tax.,
01/21/2022,02/19/2022,6211a5d0584b3d8126ff7c1f,7 For All Mankind Skinny Bootcut Jean,Women,Jeans,Boot Cut,7 For All Mankind,,26,N,Y,N,$9.00,$30.00,$40.00,$0.00,$0.00,$24.00,CA,90077,$2.86,$0.00,,
01/26/2022,02/20/2022,621242c00bee62c48bda8971,St. John Tweed Knit Tailored Blazer/Jacket,Women,Jackets & Coats,Blazers & Suit Jackets,St. John,"Purple,Black",0,N,Y,N,$39.95,$85.00,$126.00,$0.00,$0.00,$68.00,CA,92028,$6.59,$0.00,,
02/17/2022,02/20/2022,62130764528779f19cfc43bf,Lacoste Asparta 118 1P | Navy 10.5,Men,Shoes,Sneakers,Lacoste,Blue,10.5,N,Y,N,$8.30,$40.00,$54.00,$0.00,$0.00,$32.00,FL,33436,$3.32,$0.00,,
02/14/2022,02/21/2022,621403e07a2502459f546cdc,Liz Claiborne Classic Boot Cut Jeans 10,Women,Jeans,Boot Cut,Liz Claiborne,,10,N,Y,N,$0.00,$12.00,$18.00,$0.00,$0.00,$9.05,VA,22554,$0.64,$0.00,,
02/08/2022,02/20/2022,62123e9e20fc70953039f18f,Lululemon Dispatch Jacket Grey/Dk Grey XS,Men,Shirts,Sweatshirts & Hoodies,lululemon athletica,Gray,XS,N,Y,N,$8.30,$48.00,$59.00,$0.00,$0.00,$38.40,FL,33607,$4.16,$0.00,,
02/17/2022,02/21/2022,62145e3346823288217dae7f,Madewell Crushed Velvet Swing Dress,Women,Dresses,Mini,Madewell,,XXS,N,N,N,$7.00,$38.00,$38.00,$0.00,$0.00,$30.40,IA,50266,$2.66,$0.00,,
02/17/2022,02/26/2022,621af99aca8664802c62e6d1,Free People Across The Sea Strapless Mini Dress,Women,Dresses,Strapless,Free People,,S,N,Y,N,$9.00,$20.00,$36.00,$0.00,$0.00,$16.00,CA,92028,$1.55,$0.00,,
02/24/2022,02/27/2022,61fc182a0f00c3ca5c882bcd,7 For All Mankind Roxanne Mid Rise Skinny Jeans 29,Women,Jeans,Skinny,7 For All Mankind,Blue,29,N,Y,N,$7.60,$35.00,$44.00,$1.72,$0.00,$26.28,CA,93720,$2.92,$0.00,,
02/25/2022,03/01/2022,621e43feb81de776fe6a5524,Citizens of Humanity Rocket Crop High Rise Skinny Jeans 25,Women,Jeans,Skinny,Citizens Of Humanity,Green,25,N,Y,N,$3.40,$35.00,$58.00,$1.72,$0.00,$26.28,NY,11570,$1.89,$0.00,,
02/19/2022,02/28/2022,621d7ddb528779424c756e30,Jimmy Choo Adina Suede and Snakeskin Heels,Women,Shoes,Heels,Jimmy Choo,Black,40EU,N,Y,N,$53.17,$139.00,$185.00,$1.72,$0.00,$109.48,NY,11374,$12.87,$0.00,,
02/18/2022,03/01/2022,621e1ac06afdc3aead34b236,Lilly Pulitzer Ashton Peplum Eyelet Lace Tank,Women,Tops,Tank Tops,Lilly Pulitzer,,S,N,Y,N,$9.00,$19.00,$28.00,$1.72,$0.00,$13.48,PA,19350,$0.00,$0.00,This sale is exempt from sales tax.,
01/31/2022,02/24/2022,621788ab581a63ea613aad59,L.A.M.B. Strappy Caged Platform Heels,Women,Shoes,Heels,L.A.M.B.,Cream,9,N,Y,N,$8.00,$25.00,$37.00,$1.72,$0.00,$18.28,CA,92870,$2.19,$0.00,,
02/15/2022,02/24/2022,62182024d5ebc4d7fae08c90,Zara Skinny Ankle Trousers Size S,Women,Pants & Jumpsuits,Ankle & Cropped,Zara,Orange,S,N,Y,N,$10.00,$15.00,$21.00,$0.00,$0.00,$12.00,OH,44106,$1.82,$0.00,,
02/24/2022,02/27/2022,621c4aa12b46b59bd9a9c606,Coach and Four Multicolored Peep Toe Pumps,Women,Shoes,Heels,Coach and Four,,6.5,N,Y,N,$8.00,$19.00,$25.00,$1.72,$0.00,$13.48,NJ,8554,$0.00,$0.00,This sale is exempt from sales tax.,
02/26/2022,03/01/2022,621e2e77d4c4e8c6e5bae884,Colin Stuart Leather Flip Flops,Women,Shoes,Sandals,Colin Stuart,,7,N,Y,N,$7.00,$19.00,$26.00,$1.72,$0.00,$13.48,TN,37166,$2.43,$0.00,,
02/12/2022,02/25/2022,62191cff57de978671e008b7,"Madewell 9"" High Rise Skinny Jeans | Grey 26 Tall",Women,Jeans,Skinny,Madewell,Gray,26,Y,Y,N,$8.30,$17.46,$39.00,$0.00,$0.00,$13.97,GA,30339,$1.28,$0.00,,
01/25/2022,02/25/2022,62191cff57de978671e008b7,KISS Tie Dye Band Logo T Shirt Medium,Men,Shirts,Tees - Short Sleeve,Kiss,Purple,M,Y,Y,N,$3.40,$12.54,$28.00,$0.00,$0.00,$10.03,GA,30339,$0.98,$0.00,,
02/08/2022,02/26/2022,621acbc7ca8664f8f34456cc,Miu Miu Curved Heel Peep Toe Pumps,Women,Shoes,Heels,Miu Miu,Pink,41EU,N,Y,N,$57.86,$90.00,$216.00,$0.00,$0.00,$72.00,GA,30004,$7.58,$0.00,,
02/27/2022,02/27/2022,61fab6c0cc9aa20856bc4c69,Nike Away Game Destroyer Varsity Jacket,Women,Jackets & Coats,Varsity Jackets,Nike,"Black,Gray",S,N,N,N,$8.20,$37.00,$37.00,$0.00,$0.00,$29.60,MN,55307,$0.00,$0.00,This sale is exempt from sales tax.,
02/20/2022,02/27/2022,621c228ff9de513a97fca413,Articles Of Society Dark Wash Faith Essex Flare Jean 29,Women,Jeans,Flare & Wide Leg,Articles Of Society,Blue,29,N,Y,N,$7.60,$30.00,$38.00,$0.00,$0.00,$24.00,KY,40422,$2.26,$0.00,,
02/24/2022,02/28/2022,621d7f338e8660d917fb9bea,Isola Emmalee Block Heel Pumps,Women,Shoes,Heels,Isola,Black,7,N,Y,N,$8.00,$18.00,$21.00,$1.72,$0.00,$12.68,IN,47905,$1.26,$0.00,,
02/01/2022,02/28/2022,621cee78fb7af428c2ea4dd1,NWT Old Navy Double Strap Gold Sandals,Women,Shoes,Sandals,Old Navy,Gold,9,N,Y,Y,$8.30,$9.00,$14.00,$1.72,$0.00,$4.33,CO,81623,$0.35,$0.00,,
02/16/2022,02/27/2022,621b90d8d872b43ad4cbfef8,JACK by BB Dakota Vegan Leather Moto Jacket | Black XL,Women,Jackets & Coats,Leather Jackets,Jack by BB Dakota,Black,XL,N,Y,N,$8.30,$25.00,$38.00,$1.72,$0.00,$18.28,KS,67204,$2.33,$0.00,,
02/19/2022,03/01/2022,621eae9620fc7004085b1b16,Betsey Johnson Intimates Floral Slip Dress,Women,Intimates & Sleepwear,Chemises & Slips,Betsey Johnson,Black,M,N,N,N,$7.00,$21.00,$21.00,$0.00,$0.00,$16.80,PA,19103,$0.00,$0.00,This sale is exempt from sales tax.,
02/23/2022,03/04/2022,6222150ca00e17a6a729bcaa,Marc Fisher Pointed Suede Chelsea Boots,Women,Shoes,Ankle Boots & Booties,Marc Fisher,Black,8,N,Y,N,$10.00,$26.00,$55.00,$0.00,$0.00,$20.80,MD,21502,$1.56,$0.00,,
02/16/2022,03/01/2022,621eadfdf5c244af5ef9b421,Marc New York Faux Suede Moto Jacket Size XXL,Women,Jackets & Coats,Leather Jackets,Marc New York,Green,XXL,N,N,N,$10.00,$40.00,$40.00,$0.00,$0.00,$32.00,WA,98370,$4.29,$0.00,,
03/01/2022,03/02/2022,62203cd28f43b387a3fa9d24,Cole Haan Leather Block Heel Loafers 7.5,Women,Shoes,Heels,Cole Haan,Black,7.5,N,Y,N,$7.70,$38.00,$49.00,$1.72,$0.00,$28.68,CA,90650,$3.91,$0.00,,
02/03/2022,03/03/2022,6221030ebf2d180cdbcbd782,Milwaukee Leather Motorcycle Jacket | XS,Women,Jackets & Coats,Leather Jackets,Milwaukee Leather,Black,XS,N,Y,N,$8.60,$50.00,$139.00,$0.00,$0.00,$40.00,NV,89502,$4.13,$0.00,,
02/17/2022,03/04/2022,622208214e46e15a5ce7f02c,Vintage Woolrich Plaid Zip Front Wool Jacket Medium,Men,Jackets & Coats,,Woolrich,Gray,M,N,Y,N,$8.30,$100.00,$115.00,$0.00,$0.00,$80.00,CA,94117,$8.63,$0.00,,
03/04/2022,03/07/2022,6225de84fc204d8f832e2fbc,Vans Perforated Leather Slip On Sneakers,Women,Shoes,Sneakers,Vans,Black,8.5,N,Y,N,$6.60,$35.00,$44.00,$1.72,$0.00,$26.28,MD,21057,$2.10,$0.00,,
02/28/2022,03/05/2022,6223a1efe41fe06937c8e65b,PINK Oversized Lightweight Sherpa Jacket,Women,Jackets & Coats,,PINK Victoria's Secret,Purple,M,Y,Y,N,$8.20,$5.56,$22.00,$0.00,$0.00,$4.45,CA,95831,$0.49,$0.00,,
02/15/2022,03/05/2022,6223a1efe41fe06937c8e65b,Sanctuary Heathered Quilted Knit Sweater,Women,Sweaters,Crew & Scoop Necks,Sanctuary,,S,Y,Y,N,$8.00,$4.80,$19.00,$0.00,$0.00,$3.84,CA,95831,$0.42,$0.00,,
02/28/2022,03/05/2022,6223a1efe41fe06937c8e65b,NWT Line & Dot Black and Blue Blouse,Women,Tops,Blouses,Line & Dot,,S,Y,Y,Y,$5.00,$6.32,$25.00,$0.00,$0.00,$5.06,CA,95831,$0.55,$0.00,,
02/09/2022,03/05/2022,6223a1efe41fe06937c8e65b,Brooks Brothers Fleece 1/4 Zip Pullover,Women,Tops,Sweatshirts & Hoodies,Brooks Brothers,Green,M,Y,Y,N,$6.70,$7.32,$29.00,$0.00,$0.00,$5.85,CA,95831,$0.64,$0.00,,
02/23/2022,03/06/2022,6224d5d331471892ec017786,Michael Kors Taupe Pebbled Leather Crossbody Bag,Women,Bags,Crossbody Bags,Michael Kors,"Tan,Gray",OS,N,Y,N,$0.00,$29.00,$44.00,$1.72,$0.00,$21.48,CA,91739,$2.25,$0.00,,
02/12/2022,03/03/2022,6221b06384bb0b40d578941f,Tory Burch Penelope Cap Toe Pumps,Women,Shoes,Heels,Tory Burch,Green,7.5,N,Y,N,$7.00,$35.00,$48.00,$1.72,$0.00,$26.28,CA,95070,$3.20,$0.00,,
02/17/2022,03/03/2022,6220d5cb5cd8cef6408f5573,Pilcro Slim Boyfriend Crop Jeans 28,Women,Jeans,Boyfriend,Pilcro and the Letterpress,Blue,28,N,Y,N,$8.30,$25.00,$38.00,$0.00,$0.00,$20.00,MA,2540,$0.00,$0.00,This sale is exempt from sales tax.,
02/17/2022,03/08/2022,62280ce95cd1fb5a09a6d27e,Jewel by Badgley Mischka Nigella II Slide Sandal | Gold 10,Women,Shoes,Sandals,Badgley Mischka,Gold,10,N,Y,N,$8.30,$35.00,$54.00,$1.72,$0.00,$26.28,FL,32168,$2.67,$0.00,,
02/17/2022,03/04/2022,62222bf023ff46b3ab32270c,Stuart Weitzman Livvy Convertible Sneakers Size 8,Women,Shoes,Sneakers,Stuart Weitzman,Black,8,N,Y,N,$10.00,$74.00,$98.00,$1.72,$0.00,$57.48,IL,60647,$8.20,$0.00,,
02/11/2022,03/09/2022,6229109b1e75a8f6ce60e372,Prada Patent Leather T-Strap Peep Toe Heels,Women,Shoes,Heels,Prada,,35.5EU,N,Y,N,$61.06,$55.00,$125.00,$0.00,$0.00,$44.00,VA,22180,$3.31,$0.00,,
02/26/2022,03/05/2022,6224318693a1e9c39302c3a8,Sam Edelman Finnegan Scalloped Leather Flats,Women,Shoes,Flats & Loafers,Sam Edelman,Black,7,N,Y,N,$8.00,$16.00,$22.00,$1.72,$0.00,$11.08,OR,97068,--,,State does not currently impose a sales tax.,
03/04/2022,03/08/2022,62276b082acc7323dddc6c84,PISTOLA Destroyed Hem Flared Crop Jeans 28,Women,Jeans,Ankle & Cropped,pistola,Blue,28,Y,Y,N,$7.60,$20.96,$85.00,$0.00,$0.00,$16.77,CA,92584,$1.83,$0.00,,
03/04/2022,03/08/2022,62276b082acc7323dddc6c84,Hudson Boot Cut Button Flap Pocket Jeans,Women,Jeans,Boot Cut,Hudson Jeans,Blue,29,Y,Y,N,$7.60,$10.85,$44.00,$0.00,$0.00,$8.68,CA,92584,$0.95,$0.00,,
03/04/2022,03/08/2022,62276b082acc7323dddc6c84,Karl Lagerfeld Single Button Blazer,Women,Jackets & Coats,Blazers & Suit Jackets,Karl Lagerfeld,Gray,6,Y,Y,N,$7.60,$8.88,$36.00,$0.00,$0.00,$7.10,CA,92584,$0.77,$0.00,,
03/04/2022,03/08/2022,62276b082acc7323dddc6c84,DL1961 Mara Ankle High Rise Instasculpt Straight Jeans,Women,Jeans,Straight Leg,DL1961,Blue,29,Y,Y,N,$8.00,$14.31,$58.00,$0.00,$0.00,$11.45,CA,92584,$1.25,$0.00,,
02/11/2022,03/08/2022,62274e407176607a7a4cbfdc,Nike Leopard/Cheetah Print Roshe Sneakers | Black/White 7 Youth,Kids,Shoes,Sneakers,Nike,Black,7G,N,Y,N,$8.30,$25.00,$36.00,$0.00,$0.00,$20.00,MD,21144,$1.50,$0.00,,
02/18/2022,03/10/2022,622a06b44e2876cf693e70b6,Aldo Studded Heel Suede Pumps,Women,Shoes,Heels,Aldo,,7.5,N,Y,N,$6.00,$19.00,$25.00,$1.72,$0.00,$13.48,IN,46142,$1.33,$0.00,,
02/20/2022,03/09/2022,62293512e1d990efe81c4476,Kate Spade Rowe Zip Top Leather Satchel | Periwinkle Twilight,Women,Bags,Satchels,kate spade,Blue,OS,N,Y,N,$0.00,$118.00,$159.00,$2.68,$0.00,$91.72,AZ,85345,$9.56,$0.00,,
