Date,Section,Cash,Number,ServiceType,Period,Account,Zone,Plan_A,Plan_B,Others_Cost,Total,VAT,VAT Amount,Bill_Total,Payments_on_account,Billing Code,Billing_Code_Period
3/7/2023,3,4,105374,5,202307,2623,2,2,4250,250,4500,"21,0",945,5445,4500,73274311484504,20230713
2/10/2019,3,4,13006,5,201910,853,4,1,600,350,950,"21,0","199,5","1149,5",0,69404607128763,20191012
3/5/2021,3,4,45375,2,202105,2109,4,18,1900,0,1900,"21,0",399,2299,0,71184606002386,20210513
2/10/2019,3,4,12987,3,201910,796,4,1,600,0,600,"21,0",126,726,0,69404607128763,20191012
3/7/2023,3,4,105330,1,202307,2469,2,203,6650,1000,7650,"21,0","1606,5","9256,5",0,73274311484504,20230713
1/8/2022,3,4,78453,2,202208,1881,2,1,1870,100,1970,"21,0","413,7","2383,7",0,72314380648515,20220811
2/10/2019,3,4,13033,1,201910,920,4,1,600,0,600,"21,0",126,726,0,69404607128763,20191012
2/6/2020,3,4,23068,5,202006,940,4,1,750,0,750,"21,0","157,5","907,5",0,70224560560953,20200612
2/7/2022,3,4,77551,3,202207,2771,4,1,1870,100,1970,"21,0","413,7","2383,7",0,72274779804019,20220712
3/5/2021,3,4,45202,1,202105,1763,4,18,1900,0,1900,"21,0",399,2299,0,71184606002386,20210513
3/3/2020,3,4,19184,3,202003,1334,4,1,750,0,750,"21,0","157,5","907,5",0,70094744775310,20200313
2/9/2023,3,4,111158,3,202309,2457,3,1,3700,250,3950,"21,0","829,5","4779,5",0,73354866448455,20230912
3/10/2019,3,4,44,2,201910,1222,4,2,1135,0,1135,"21,0","238,35","1373,35",0,69404655767329,20191013
3/3/2020,3,4,18667,5,202003,80,4,1,750,325,1075,"21,0","225,75","1300,75",1505,70094744775310,20200313
2/9/2023,3,4,111231,4,202309,2890,3,2,5150,250,5400,"21,0",1134,6534,0,73354866448455,20230912
2/9/2023,3,4,111562,5,202309,1198,4,1,3700,250,3950,"21,0","829,5","4779,5",0,73354866580587,20230912
2/10/2019,3,4,20,5,201910,610,99,5,735,0,735,"21,0","154,35","889,35",0,69404610524671,20191012
2/9/2023,3,4,111743,1,202309,2001,4,202,6250,1300,7550,"21,0","1585,5","9135,5",0,73354866580587,20230912
2/10/2019,3,4,13212,3,201910,2019,4,1,600,0,600,"21,0",126,726,0,69404607128763,20191012
3/3/2020,3,4,18510,3,202003,1043,2,1,750,0,750,"21,0","157,5","907,5",0,70094744596520,20200313
2/9/2023,3,4,111282,4,202309,3207,3,1,3700,250,3950,"21,0","829,5","4779,5",0,73354866448455,20230912
4/11/2019,3,4,13768,3,201911,1281,2,1,750,0,750,"21,0","157,5","907,5",0,69444851167878,20191114
2/9/2021,3,4,52726,1,202109,630,2,1,1155,0,1155,"21,0","242,55","1397,55",0,71354375790235,20210912
1/6/2022,3,4,74297,5,202206,928,4,2,2350,100,2450,"21,0","514,5","2964,5",0,72224175591933,20220611
3/7/2023,3,4,104858,4,202307,460,2,1,3050,250,3300,"21,0",693,3993,0,73274311484504,20230713
3/5/2022,3,4,72824,5,202205,2846,4,1,1700,500,2200,"21,0",462,2662,2200,72184896782540,20220513
3/3/2020,3,4,18666,5,202003,80,4,1,750,0,750,"21,0","157,5","907,5",0,70094744775310,20200313
1/11/2021,3,4,56897,5,202111,1239,1,8,3350,0,3350,"21,0","703,5","4053,5",0,71444225150600,20211111
3/7/2023,3,4,104754,2,202307,3194,1,203,6650,1000,7650,"21,0","1606,5","9256,5",0,73274311315560,20230713
2/6/2020,3,4,23257,5,202006,1334,4,1,750,0,750,"21,0","157,5","907,5",0,70224560560953,20200612
4/8/2020,3,4,26393,4,202008,940,4,1,750,0,750,"21,0","157,5","907,5",0,70314788570503,20200814
2/11/2022,3,4,86522,1,202211,2644,3,1,2100,250,2350,"21,0","493,5","2843,5",0,72444648665111,20221112
3/5/2021,3,4,44764,5,202105,848,4,1,1000,0,1000,"21,0",210,1210,0,71184606002386,20210513
1/6/2022,3,4,73647,3,202206,1878,2,1,1700,100,1800,"21,0",378,2178,0,72224175312672,20220611
3/7/2023,3,4,104861,4,202307,465,2,1,3050,250,3300,"21,0",693,3993,0,73274311484504,20230713
4/11/2019,3,4,14271,1,201911,1148,4,1,750,0,750,"21,0","157,5","907,5",0,69444851304588,20191114
4/8/2020,3,4,26512,2,202008,1181,4,1,750,0,750,"21,0","157,5","907,5",0,70314788570503,20200814
1/6/2023,3,4,104248,5,202306,2722,4,1,3000,250,3250,"21,0","682,5","3932,5",0,73224069042414,20230611
7/11/2019,3,4,14380,3,201911,801,2,1,750,0,750,"21,0","157,5","907,5",500,69454045506398,20191117
1/9/2022,3,4,80625,1,202209,934,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084315260,20220911
4/11/2019,3,4,14133,2,201911,853,4,1,750,400,1150,"21,0","241,5","1391,5",0,69444851304588,20191114
3/8/2021,3,4,51558,5,202108,1263,4,1,1155,55,1210,"21,0","254,1","1464,1",0,71314533437826,20210813
5/5/2020,3,4,21137,1,202005,1043,2,1,750,0,750,"21,0","157,5","907,5",0,70184674428265,20200515
5/5/2020,3,4,21160,3,202005,1112,2,18,1700,0,1700,"21,0",357,2057,0,70184674428265,20200515
4/11/2019,3,4,14114,1,201911,796,4,1,750,0,750,"21,0","157,5","907,5",0,69444851304588,20191114
1/10/2020,3,4,28941,5,202010,795,1,1,750,0,750,"21,0","157,5","907,5",0,70404966762399,20201011
1/6/2023,3,4,104366,5,202306,3157,4,8,7490,250,7740,"21,0","1625,4","9365,4",0,73224069042414,20230611
1/6/2022,3,4,75222,2,202206,2905,4,1,1700,0,1700,"21,0",357,2057,0,72224175591933,20220611
5/5/2020,3,4,21117,1,202005,984,2,18,1700,0,1700,"21,0",357,2057,0,70184674428265,20200515
4/12/2019,3,4,15369,1,201912,1038,4,1,750,0,750,"21,0","157,5","907,5",0,69494102085954,20191214
4/12/2019,3,4,14679,3,201912,438,2,1,750,0,750,"21,0","157,5","907,5",0,69494101827416,20191214
6/2/2020,3,4,17951,5,202002,1334,4,1,750,0,750,"21,0","157,5","907,5",0,70064708589656,20200216
4/12/2019,3,4,14915,5,201912,1281,2,1,750,400,1150,"21,0","241,5","1391,5",0,69494101827416,20191214
2/10/2023,3,4,112833,4,202310,1734,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,112835,5,202310,1744,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,113786,5,202310,2681,3,202,7050,1300,8350,"21,0","1753,5","10103,5",0,73404109932966,20231012
2/10/2023,3,4,113788,3,202310,2685,3,18,6950,400,7350,"21,0","1543,5","8893,5",0,73404109932966,20231012
1/10/2021,3,4,54651,3,202110,1239,1,8,3045,0,3045,"21,0","639,45","3684,45",0,71404237335022,20211011
1/9/2022,3,4,80738,5,202209,1420,2,18,3830,250,4080,"21,0","856,8","4936,8",0,72354084315260,20220911
1/8/2022,3,4,79290,4,202208,1310,4,2,2580,100,2680,"21,0","562,8","3242,8",0,72314381091025,20220811
1/6/2022,3,4,74089,4,202206,363,4,1,1700,100,1800,"21,0",378,2178,0,72224175591933,20220611
2/9/2023,3,4,3685,5,202309,2061,14,1,3700,250,3950,"21,0","829,5","4779,5",0,73354866812864,20230912
5/5/2020,3,4,21134,3,202005,1031,2,1,750,0,750,"21,0","157,5","907,5",0,70184674428265,20200515
3/5/2021,3,4,44660,3,202105,590,4,18,1900,0,1900,"21,0",399,2299,0,71184606002386,20210513
4/8/2020,3,4,26582,2,202008,1334,4,1,750,0,750,"21,0","157,5","907,5",0,70314788570503,20200814
4/12/2019,3,4,15426,4,201912,1148,4,1,750,0,750,"21,0","157,5","907,5",0,69494102085954,20191214
3/5/2021,3,4,44138,3,202105,1625,2,1,1000,0,1000,"21,0",210,1210,0,71184605743837,20210513
4/12/2019,3,4,107,3,201912,610,14,1,750,0,750,"21,0","157,5","907,5",0,69494106376570,20191214
3/1/2020,3,4,170,2,202001,1222,14,2,1300,0,1300,"21,0",273,1573,135,70014329372440,20200113
11/9/2023,3,4,112133,3,202309,2501,3,10,6130,250,6380,"21,0","1339,8","7719,8",0,73374849551208,20230921
7/12/2019,3,4,15548,4,201912,424,2,1,750,0,750,"21,0","157,5","907,5",0,69494243671763,20191217
5/5/2020,3,4,21028,4,202005,649,2,1,750,0,750,"21,0","157,5","907,5",0,70184674428265,20200515
2/10/2023,3,4,114666,4,202310,3368,4,2,5750,250,6000,"21,0",1260,7260,0,73404110159406,20231012
2/10/2023,3,4,114672,3,202310,3388,4,2,5750,250,6000,"21,0",1260,7260,0,73404110159406,20231012
16/12/2019,3,4,15590,1,201912,658,4,1,750,0,750,"21,0","157,5","907,5",0,69504602665599,20191226
1/6/2023,3,4,103919,4,202306,1316,4,1,3000,250,3250,"21,0","682,5","3932,5",0,73224069042414,20230611
3/1/2020,3,4,15862,3,202001,438,2,1,750,0,750,"21,0","157,5","907,5",0,70014330417903,20200113
2/11/2023,3,4,114756,1,202311,211,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114767,2,202311,370,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
2/11/2023,3,4,114781,4,202311,549,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114786,4,202311,582,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114815,2,202311,837,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114818,3,202311,842,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114826,5,202311,943,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114827,1,202311,953,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114834,5,202311,1023,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114851,2,202311,1215,1,1,4250,550,4800,"21,0",1008,5808,0,73444678121140,20231112
2/11/2023,3,4,114852,3,202311,1225,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
1/6/2023,3,4,103661,5,202306,54,4,2,4050,250,4300,"21,0",903,5203,0,73224069042414,20230611
1/9/2022,3,4,80742,4,202209,1426,2,10,3260,250,3510,"21,0","737,1","4247,1",0,72354084315260,20220911
4/12/2019,3,4,15268,1,201912,777,4,1,750,0,750,"21,0","157,5","907,5",0,69494102085954,20191214
1/8/2022,3,4,79412,3,202208,1564,4,18,3430,100,3530,"21,0","741,3","4271,3",0,72314381091025,20220811
1/6/2023,3,4,104361,3,202306,3141,4,10,4840,250,5090,"21,0","1068,9","6158,9",0,73224069042414,20230611
3/1/2020,3,4,15938,3,202001,717,2,1,750,0,750,"21,0","157,5","907,5",0,70014330417903,20200113
1/9/2022,3,4,80826,2,202209,1751,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084315260,20220911
3/1/2020,3,4,15860,3,202001,424,2,1,750,0,750,"21,0","157,5","907,5",0,70014330417903,20200113
4/12/2019,3,4,15515,5,201912,1342,4,12,1500,0,1500,"21,0",315,1815,0,69494102085954,20191214
1/6/2023,3,4,103500,5,202306,2422,3,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068851791,20230611
7/12/2019,3,4,15535,5,201912,717,2,1,750,0,750,"21,0","157,5","907,5",0,69494243544545,20191217
2/10/2023,3,4,112294,5,202310,1522,1,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109538197,20231012
1/6/2022,3,4,75157,4,202206,2771,4,1,1700,100,1800,"21,0",378,2178,0,72224175591933,20220611
2/10/2023,3,4,112307,3,202310,1646,1,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109538197,20231012
1/11/2021,3,4,57211,3,202111,630,2,1,1270,0,1270,"21,0","266,7","1536,7",0,71444225643304,20211111
2/10/2023,3,4,112368,1,202310,2273,1,18,6950,400,7350,"21,0","1543,5","8893,5",0,73404109538197,20231012
2/10/2023,3,4,112387,1,202310,2525,1,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109538197,20231012
3/1/2020,3,4,16457,5,202001,777,4,1,750,0,750,"21,0","157,5","907,5",0,70014330530132,20200113
1/12/2022,3,4,87843,1,202212,949,2,2,3130,250,3380,"21,0","709,8","4089,8",0,72484397227667,20221211
3/8/2021,3,4,51921,2,202108,1967,4,18,2205,105,2310,"21,0","485,1","2795,1",0,71314533437826,20210813
1/9/2022,3,4,80900,2,202209,1996,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084315260,20220911
2/10/2023,3,4,112423,2,202310,2915,1,202,7050,1300,8350,"21,0","1753,5","10103,5",8350,73404109538197,20231012
2/10/2023,3,4,112476,2,202310,3413,1,202,7050,4320,11370,"21,0","2387,7","13757,7",0,73404109538197,20231012
2/10/2023,3,4,112488,4,202310,44,2,2,5750,250,6000,"21,0",1260,7260,0,73404109755445,20231012
3/1/2020,3,4,16408,1,202001,658,4,1,750,0,750,"21,0","157,5","907,5",0,70014330530132,20200113
1/6/2023,3,4,103539,4,202306,2617,3,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068851791,20230611
2/10/2023,3,4,112571,2,202310,496,2,202,7050,1300,8350,"21,0","1753,5","10103,5",0,73404109755445,20231012
2/10/2023,3,4,112586,2,202310,554,2,1,4100,1830,5930,"21,0","1245,3","7175,3",0,73404109755445,20231012
2/10/2023,3,4,112637,5,202310,838,2,2,5750,250,6000,"21,0",1260,7260,0,73404109755445,20231012
1/8/2022,3,4,79853,4,202208,2505,4,1,1870,100,1970,"21,0","413,7","2383,7",0,72314381091025,20220811
3/3/2020,3,4,18410,3,202003,649,2,1,750,0,750,"21,0","157,5","907,5",0,70094744596520,20200313
1/10/2021,3,4,54792,4,202110,2366,1,1,1155,0,1155,"21,0","242,55","1397,55",1155,71404237335022,20211011
2/10/2023,3,4,112867,1,202310,1866,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,112878,4,202310,1900,2,18,6950,400,7350,"21,0","1543,5","8893,5",0,73404109755445,20231012
2/10/2023,3,4,112939,3,202310,2147,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
3/1/2020,3,4,16558,3,202001,1038,4,1,750,0,750,"21,0","157,5","907,5",0,70014330530132,20200113
2/12/2020,3,4,32898,4,202012,795,1,1,750,0,750,"21,0","157,5","907,5",0,70494425065920,20201212
2/10/2023,3,4,112960,2,202310,2212,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,112979,3,202310,2309,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,113002,3,202310,2400,2,2,5750,250,6000,"21,0",1260,7260,6000,73404109755445,20231012
2/10/2023,3,4,113263,1,202310,3394,2,10,6800,250,7050,"21,0","1480,5","8530,5",6620,73404109755445,20231012
2/10/2023,3,4,113279,3,202310,58,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113415,4,202310,813,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
3/1/2020,3,4,16700,5,202001,1342,4,12,1500,0,1500,"21,0",315,1815,0,70014330530132,20200113
2/10/2023,3,4,113020,3,202310,2489,2,2,5750,250,6000,"21,0",1260,7260,0,73404109755445,20231012
2/10/2023,3,4,113034,5,202310,2538,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,113040,2,202310,2551,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,113092,2,202310,2774,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/9/2020,3,4,27561,3,202009,1246,2,1,750,0,750,"21,0","157,5","907,5",0,70364869712394,20200912
1/6/2023,3,4,102876,4,202306,2654,2,6,1900,250,2150,"21,0","451,5","2601,5",0,73224068713443,20230611
2/10/2023,3,4,113117,4,202310,2851,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
2/10/2023,3,4,113123,5,202310,2889,2,202,7050,1300,8350,"21,0","1753,5","10103,5",0,73404109755445,20231012
2/10/2023,3,4,113141,5,202310,2934,2,2,5750,250,6000,"21,0",1260,7260,0,73404109755445,20231012
2/10/2023,3,4,113142,4,202310,2938,2,2,5750,250,6000,"21,0",1260,7260,0,73404109755445,20231012
2/9/2020,3,4,27544,4,202009,1192,2,1,750,0,750,"21,0","157,5","907,5",0,70364869712394,20200912
2/10/2023,3,4,113215,5,202310,3201,2,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109755445,20231012
1/9/2022,3,4,81117,5,202209,2735,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084315260,20220911
2/8/2023,3,4,107288,2,202308,3194,1,203,7000,1000,8000,"21,0",1680,9680,0,73314579160299,20230812
2/9/2020,3,4,27888,3,202009,220,4,2,1300,0,1300,"21,0",273,1573,1100,70364869859992,20200912
1/6/2023,3,4,102446,2,202306,924,2,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068713443,20230611
2/9/2020,3,4,28006,1,202009,467,4,1,750,0,750,"21,0","157,5","907,5",0,70364869859992,20200912
2/10/2023,3,4,113289,4,202310,98,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113294,5,202310,119,3,202,7050,1300,8350,"21,0","1753,5","10103,5",0,73404109932966,20231012
1/6/2023,3,4,102412,2,202306,773,2,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068713443,20230611
2/9/2020,3,4,28317,1,202009,1181,4,1,750,0,750,"21,0","157,5","907,5",0,70364869859992,20200912
2/10/2023,3,4,113374,1,202310,505,3,2,5750,250,6000,"21,0",1260,7260,0,73404109932966,20231012
2/10/2023,3,4,113380,3,202310,561,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
1/6/2023,3,4,102474,5,202306,1041,2,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068713443,20230611
1/10/2021,3,4,54967,2,202110,630,2,1,1155,0,1155,"21,0","242,55","1397,55",0,71404237436677,20211011
2/9/2020,3,4,28172,3,202009,886,4,2,1300,0,1300,"21,0",273,1573,0,70364869859992,20200912
1/10/2022,3,4,83143,2,202210,1420,2,18,3830,250,4080,"21,0","856,8","4936,8",0,72404719156976,20221011
1/6/2023,3,4,102689,4,202306,1946,2,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068713443,20230611
2/10/2023,3,4,113426,4,202310,892,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113460,3,202310,1070,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
1/10/2021,3,4,55012,2,202110,825,2,1,1155,0,1155,"21,0","242,55","1397,55",1155,71404237436677,20211011
1/9/2022,3,4,81657,4,202209,2505,3,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084477550,20220911
1/10/2022,3,4,83146,3,202210,1426,2,10,3260,250,3510,"21,0","737,1","4247,1",0,72404719156976,20221011
1/10/2021,3,4,55089,1,202110,1123,2,1,1155,0,1155,"21,0","242,55","1397,55",1155,71404237436677,20211011
3/7/2023,3,4,3479,5,202307,2061,14,1,3050,250,3300,"21,0",693,3993,0,73274312019556,20230713
1/9/2022,3,4,81708,1,202209,2792,3,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084477550,20220911
1/4/2021,3,4,43121,2,202104,1970,4,1,1100,0,1100,"21,0",231,1331,0,71134093964662,20210411
2/10/2023,3,4,113569,3,202310,1640,3,2,5750,250,6000,"21,0",1260,7260,0,73404109932966,20231012
2/10/2023,3,4,113586,5,202310,1697,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113622,1,202310,1858,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113634,3,202310,1924,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/11/2022,3,4,85072,5,202211,1548,1,1,2100,250,2350,"21,0","493,5","2843,5",0,72444648373409,20221112
2/10/2023,3,4,113663,5,202310,2035,3,2,5750,250,6000,"21,0",1260,7260,0,73404109932966,20231012
2/9/2020,3,4,28768,5,202009,2049,4,1,750,250,1000,"21,0",210,1210,800,70364869859992,20200912
1/10/2020,3,4,29170,2,202010,242,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
1/4/2021,3,4,43189,4,202104,2109,4,18,2100,0,2100,"21,0",441,2541,0,71134093964662,20210411
1/10/2020,3,4,29385,2,202010,1043,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
1/10/2020,3,4,29747,1,202010,91,4,18,1700,0,1700,"21,0",357,2057,0,70404967044423,20201011
1/4/2021,3,4,43324,1,202104,2397,4,2,1600,0,1600,"21,0",336,1936,0,71134093964662,20210411
1/10/2020,3,4,29382,2,202010,1031,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
2/5/2023,3,4,101848,4,202305,3141,4,10,4420,250,4670,"21,0","980,7","5650,7",0,73184040626440,20230512
1/10/2020,3,4,29805,5,202010,220,4,2,1300,0,1300,"21,0",273,1573,0,70404967044423,20201011
2/10/2023,3,4,113751,1,202310,2490,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113755,2,202310,2501,3,10,6800,250,7050,"21,0","1480,5","8530,5",0,73404109932966,20231012
2/10/2023,3,4,113756,2,202310,2506,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
1/10/2020,3,4,29278,3,202010,649,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
1/10/2022,3,4,83232,5,202210,1751,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72404719156976,20221011
2/10/2023,3,4,113835,1,202310,3002,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
1/10/2020,3,4,29328,4,202010,844,2,1,750,0,750,"21,0","157,5","907,5",30,70404966911287,20201011
3/5/2021,3,4,43777,3,202105,201,2,1,1000,0,1000,"21,0",210,1210,0,71184605743837,20210513
1/6/2022,3,4,75042,1,202206,2511,4,163,3510,100,3610,"21,0","758,1","4368,1",0,72224175591933,20220611
2/9/2021,3,4,53791,5,202109,1263,4,1,1155,0,1155,"21,0","242,55","1397,55",0,71354375936928,20210912
1/10/2021,3,4,55243,1,202110,1761,2,2,1680,0,1680,"21,0","352,8","2032,8",1680,71404237436677,20211011
1/4/2021,3,4,43015,1,202104,1763,4,18,2100,0,2100,"21,0",441,2541,0,71134093964662,20210411
2/5/2023,3,4,101853,5,202305,3157,4,8,6850,250,7100,"21,0",1491,8591,0,73184040626440,20230512
1/4/2021,3,4,42580,2,202104,848,4,1,1100,0,1100,"21,0",231,1331,0,71134093964662,20210411
1/6/2023,3,4,102343,4,202306,465,2,1,3000,250,3250,"21,0","682,5","3932,5",0,73224068713443,20230611
1/10/2020,3,4,29429,1,202010,1192,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
1/6/2023,3,4,102340,1,202306,460,2,1,3000,250,3250,"21,0","682,5","3932,5",2000,73224068713443,20230611
2/10/2023,3,4,113876,5,202310,3207,3,1,4100,250,4350,"21,0","913,5","5263,5",0,73404109932966,20231012
2/10/2023,3,4,113894,4,202310,3259,3,1,4100,600,4700,"21,0",987,5687,0,73404109932966,20231012
1/10/2020,3,4,29922,3,202010,467,4,1,750,0,750,"21,0","157,5","907,5",0,70404967044423,20201011
1/6/2023,3,4,102239,1,202306,3194,1,203,6320,1000,7320,"21,0","1537,2","8857,2",6000,73224068547683,20230611
2/1/2023,3,4,90246,2,202301,949,2,2,3130,250,3380,"21,0","709,8","4089,8",0,73014433238391,20230112
1/10/2020,3,4,29446,5,202010,1246,2,1,750,0,750,"21,0","157,5","907,5",0,70404966911287,20201011
1/10/2020,3,4,30088,4,202010,886,4,2,1300,0,1300,"21,0",273,1573,0,70404967044423,20201011
2/10/2023,3,4,113908,3,202310,3317,3,202,7050,1300,8350,"21,0","1753,5","10103,5",8350,73404109932966,20231012
1/9/2022,3,4,82098,5,202209,1564,4,18,3830,250,4080,"21,0","856,8","4936,8",0,72354084632235,20220911
1/9/2022,3,4,82117,1,202209,1661,4,1,2100,250,2350,"21,0","493,5","2843,5",0,72354084632235,20220911
1/9/2022,3,4,82024,1,202209,1310,4,2,2820,250,3070,"21,0","644,7","3714,7",0,72354084632235,20220911
1/9/2022,3,4,82043,4,202209,1374,4,109,4670,250,4920,"21,0","1033,2","5953,2",0,72354084632235,20220911
2/10/2023,3,4,113969,5,202310,243,4,1,4100,250,4350,"21,0","913,5","5263,5",0,73404110159406,20231012
