HOLII SAPI DE CV - Space Statistics
User,carla.mccadden@holii.mx
Last refreshed,12/14/23 08:24:07 UTC
Timeframe,Lifetime

Space name,Space Details URL,Parent folder name,Internal ID,Presented By,Contact name,Address,Public status,Deleted status,Created Date,Impressions,Visits,Unique Visitors
Autos a Escala - Museo Franz Mayer,https://my.matterport.com/models/JNvJdHycvgT/,Franz Mayer,,Holii.mx,,,Public,Not Deleted,10/03/16,2945,1726,1056
Cielito Querido Café - Masaryk,https://my.matterport.com/models/zZhfpiWzxbA/,Cielito Querido,,Holii.mx,,,Public,Not Deleted,10/01/16,725,583,149
XA-UMS Mustang,https://my.matterport.com/models/LQGHrSNDubu/,Fly Across,,Holii.mx,,,Public,Not Deleted,09/29/16,133,97,59
Salón Quetzal,https://my.matterport.com/models/pCq4fHyzaCb/,BARCELO,,Barceló Maya Beach Resort & Holii.mx,,,Public,Not Deleted,07/18/16,232,194,132
Salon Chichen Itza 1,https://my.matterport.com/models/HVLpDZMdMDC/,BARCELO,,Barceló Maya Beach Resort & Holii.mx,,,Public,Not Deleted,07/14/16,70,46,24
Salon quetzal 1-4 + Colibri 1-5 + Tucán 1-5 + Foyer,https://my.matterport.com/models/bZZufrNvJRC/,BARCELO,,Barceló Maya Beach Resort & Holii.mx,,,Public,Not Deleted,07/12/16,690,606,340
TEATRO TELCEL - PLANTA ALTA,https://my.matterport.com/models/42pDnn9HVLJ/,OCESA,,Holii.mx,,"Lago Zurich 219, Primer Piso, Col. Ampliación Granada, CDMX, 11529",Public,Not Deleted,07/02/16,10861,10565,7644
TEATRO TELCEL - PLANTA BAJA,https://my.matterport.com/models/jSFXUKVJnTn/,OCESA,,Holii.mx,,"Lago Zurich 219, Primer Piso, Col. Ampliación Granada, CDMX, 11529",Public,Not Deleted,07/02/16,49788,47446,29421
PORCELANOSA MÉXICO - SHOWROOM ALTAVISTA,https://my.matterport.com/models/L3RG2we3nRY/,Porcelanosa,,Holii.mx,,"Altavista 9, Col. San Angel, Ciudad de México, CDMX, 01000",Public,Not Deleted,05/27/16,24776,17112,9117
Azimut 100 Leonardo,https://my.matterport.com/models/GsZYsutT1im/,IASA COMUNICACIÓN,,Holii.mx,,,Public,Not Deleted,05/10/16,3935,3481,2118
Teatro Metropolitan,https://my.matterport.com/models/PSW4ywMVmHV/,OCESA,OCESA1,Holii.mx,Maciel Rodríguez,"Avenida Independencia 90, Colonia Centro, México, DF, 06050",Public,Not Deleted,05/07/16,23595,21429,12788
Restaurante Palmares Azotea,https://my.matterport.com/models/rpA5F69vpYy/,PALMARES AZOTEA,Palmares1,Holii.mx,Grupo Palmares,"Durango 216 Col. Roma Norte, México, DF, 06700",Public,Not Deleted,03/12/16,6428,3172,1711
Museo Del Pensamiento,https://my.matterport.com/models/TAgQySTZzpT/,Kuruwi,,Holii,,,Public,Not Deleted,08/15/15,9000,2179,1925
