Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
CDLM 1,22/01/2023,Mediodía,63,75,"276878,4",177186,91532,"8160,4",34,2,0,"57352,4",0,51379,0,"3224,72"
CDLM 3,22/01/2023,Mediodía,70,128,"360231,6","284865,6",70331,5035,25,1,0,"152452,6",0,32551,0,1342
CDLM 2,22/01/2023,Mediodía,48,79,"246185,5","180225,5",58893,7067,20,2,0,9591,53599,41433,"9247,5",0
CDLM 4,22/01/2023,Mediodía,44,22,170074,47484,116953,5637,35,2,0,43767,0,52999,0,8697
CDLM 6,22/01/2023,Mediodía,94,133,429753,267759,135720,26274,42,3,0,"206324,5",0,82336,0,0
CDLM 5,22/01/2023,Mediodía,46,0,"127947,1","127947,1",0,0,0,0,0,"78792,1",0,0,0,0
CDLM 1,22/01/2023,Noche,85,129,"457755,5","340096,5",112785,4874,38,1,772039,"198052,5",0,39791,0,"17928,25"
CDLM 3,22/01/2023,Noche,84,182,475119,374695,100424,0,30,0,723864,202575,0,76290,0,1342
CDLM 4,22/01/2023,Noche,34,44,166685,110218,44562,11905,17,2,342978,76668,0,22245,0,"2961,56"
CDLM 5,22/01/2023,Noche,30,0,87177,87177,0,0,0,0,189317,19349,14800,0,9610,0
CDLM 6,22/01/2023,Noche,81,95,328246,195348,124778,8120,42,2,475469,115490,0,79667,0,0
CDLM 2,23/01/2023,Noche,28,51,"152681,5","105916,5",29650,17115,9,3,190399,"85510,1",0,25376,0,0
CDLM 6,23/01/2023,Noche,53,116,"329967,5","285088,5",44879,0,20,0,307912,148329,0,20785,0,0
CDLM 5,23/01/2023,Mediodía,41,0,143495,143495,0,0,0,0,0,26959,43508,0,"21449,99",0
CDLM 4,23/01/2023,Mediodía,25,29,120714,80228,31766,8720,12,1,0,21661,0,7849,0,0
CDLM 6,23/01/2023,Mediodía,28,24,108300,58622,49678,0,18,0,0,41732,0,"37749,8",0,0
CDLM 3,23/01/2023,Mediodía,37,52,188937,127995,60942,0,20,0,0,78629,0,47396,0,0
CDLM 2,23/01/2023,Mediodía,16,18,62062,37063,20912,4087,8,2,0,0,19384,15092,2740,0
CDLM 1,23/01/2023,Mediodía,40,42,149192,93107,56085,0,23,0,0,42663,0,24219,0,"948,56"
CDLM 1,23/01/2023,Noche,58,107,"313403,5","239609,5",59351,14443,18,3,358683,131074,0,37246,0,0
CDLM 2,23/01/2023,Noche,36,55,"190872,5","122101,5",45465,23306,13,6,136997,16428,73930,33450,"28845,5",0
CDLM 3,23/01/2023,Noche,41,94,213097,175312,37785,0,11,0,337435,43179,56335,20842,8627,6830
CDLM 4,23/01/2023,Noche,22,23,118858,95521,23337,0,8,0,154741,"70005,5",0,8225,0,"2561,98"
CDLM 5,23/01/2023,Noche,33,0,106791,106791,0,0,0,0,190058,36198,25029,0,15807,0
CDLM 6,24/01/2023,Mediodía,41,31,"144642,5","78655,5",64037,1950,26,1,0,6265,"51035,5",33379,3927,0
CDLM 4,24/01/2023,Mediodía,17,15,65416,31587,33829,0,11,0,0,7125,0,13829,0,0
CDLM 5,24/01/2023,Mediodía,57,0,178578,178578,0,0,0,0,0,20420,43479,0,9109,0
CDLM 3,24/01/2023,Mediodía,41,77,198281,152734,35552,9995,13,2,0,110207,0,24434,0,1231
CDLM 2,24/01/2023,Mediodía,19,30,"99208,5","65999,5",33209,0,9,0,0,"34314,5",0,17130,0,0
CDLM 1,24/01/2023,Mediodía,56,78,226510,163808,58402,4300,24,1,0,86666,0,27707,0,"3561,24"
CDLM 1,24/01/2023,Noche,29,23,125464,52346,66346,6772,20,1,348572,13755,0,29918,0,"14987,66"
CDLM 2,24/01/2023,Noche,23,37,118180,75109,43071,0,11,0,111331,21705,27015,23996,0,0
CDLM 3,24/01/2023,Noche,37,104,228467,207166,21301,0,7,0,390397,41260,43453,11485,56628,0
CDLM 4,24/01/2023,Noche,26,39,123309,83024,40285,0,13,0,168809,33947,0,19390,0,3097
CDLM 5,24/01/2023,Noche,49,0,"131640,3","131640,3",0,0,0,0,204972,23840,"26018,99",0,"34776,3",0
CDLM 6,24/01/2023,Noche,23,38,"117684,2","83556,2",34128,0,11,0,125492,19226,10507,22917,10008,0
CDLM 5,25/01/2023,Mediodía,49,0,"156507,7","156507,7",0,0,0,0,0,32577,40539,0,17660,0
CDLM 4,25/01/2023,Mediodía,29,36,135427,95351,30571,9505,10,1,0,"48084,55",0,14363,0,0
CDLM 3,25/01/2023,Mediodía,49,128,275142,251064,20220,3858,7,2,0,127035,0,15504,0,0
CDLM 1,25/01/2023,Mediodía,45,46,181777,98559,83218,0,28,0,0,55146,0,55419,0,"12355,16"
CDLM 6,25/01/2023,Mediodía,32,21,115863,51889,57537,6437,21,1,0,36007,0,29110,0,0
CDLM 1,25/01/2023,Noche,63,89,281976,182172,96579,3225,32,2,293104,98602,0,43033,0,"15322,82"
CDLM 2,25/01/2023,Noche,19,35,"101037,5","70152,5",30885,0,9,0,107175,"33230,5",0,"11978,5",0,0
CDLM 3,25/01/2023,Noche,46,112,267242,230104,28048,9090,8,3,473232,50408,90300,7617,23130,4564
CDLM 4,25/01/2023,Noche,26,29,"108648,5","61775,5",34233,12640,12,2,199049,"59595,5",0,16470,0,0
CDLM 5,25/01/2023,Noche,27,0,66057,66057,0,0,0,0,137944,9049,21170,0,3070,0
CDLM 6,25/01/2023,Noche,47,90,259832,225466,31708,2658,13,1,216757,44027,91428,"22984,3",7072,0
CDLM 2,25/01/2023,Mediodía,20,35,94396,62663,23038,8695,10,1,0,9919,10960,"17123,6",11695,0
CDLM 5,26/01/2023,Noche,34,0,108937,108937,0,0,0,0,206485,22700,34159,0,7490,0
CDLM 5,26/01/2023,Mediodía,42,0,122567,122567,0,0,0,0,0,14560,43809,0,28528,0
CDLM 4,26/01/2023,Mediodía,21,14,69037,29557,34475,5005,14,2,0,24527,0,24380,0,1100
CDLM 3,26/01/2023,Mediodía,35,34,126657,73943,52714,0,22,0,0,55693,0,21336,0,2840
CDLM 1,26/01/2023,Mediodía,51,77,"249594,4","194914,4",48502,6178,20,2,0,81362,0,"31382,7",0,2808
CDLM 1,26/01/2023,Noche,38,56,"195900,6","129589,6",64111,2200,18,1,362554,"62033,6",0,26373,0,"9824,88"
CDLM 6,26/01/2023,Mediodía,37,37,152890,88433,61797,2660,23,1,0,"79219,5",0,33381,0,0
CDLM 3,26/01/2023,Noche,58,124,295371,262142,33229,0,12,0,298295,175196,0,24765,0,0
CDLM 4,26/01/2023,Noche,25,52,129063,82326,34717,12020,9,2,129326,53454,0,18728,0,0
CDLM 6,26/01/2023,Noche,57,115,329504,280953,48551,0,17,0,290248,25051,92777,33056,19093,0
CDLM 2,26/01/2023,Mediodía,14,12,70944,34402,21680,14862,6,3,0,9052,17374,11915,5230,0
CDLM 2,26/01/2023,Noche,28,49,145347,100417,40630,4300,10,1,118194,14295,27612,32786,"20470,5",0
CDLM 4,27/01/2023,Mediodía,41,29,127975,45891,62384,19700,26,3,0,42258,0,26512,0,0
CDLM 5,27/01/2023,Mediodía,47,0,142709,142709,0,0,0,0,0,27429,38900,0,17180,0
CDLM 6,27/01/2023,Mediodía,67,24,"198345,1","59251,1",124771,14323,53,3,0,2137,43176,74229,8951,0
CDLM 3,27/01/2023,Mediodía,59,124,272631,236249,34432,1950,15,1,0,132812,0,15064,0,0
CDLM 2,27/01/2023,Mediodía,29,26,114183,55188,42075,16920,15,4,0,44875,0,23083,0,0
CDLM 1,27/01/2023,Mediodía,65,81,319106,204140,109572,5394,35,3,0,85121,0,71518,0,"4802,62"
CDLM 1,27/01/2023,Noche,99,145,"509665,5","344544,5",135469,29652,46,3,409139,166419,0,65947,0,"10785,56"
CDLM 2,27/01/2023,Noche,49,112,301523,246367,47356,7800,13,1,173480,70308,76571,37320,29092,0
CDLM 3,27/01/2023,Noche,99,171,470965,371407,95671,3887,29,2,518153,111428,72678,61653,35228,0
CDLM 4,27/01/2023,Noche,27,36,109344,75256,34088,0,14,0,119755,42013,0,15891,0,0
CDLM 5,27/01/2023,Noche,38,0,110373,110373,0,0,0,0,217042,14909,22028,0,16140,0
CDLM 6,27/01/2023,Noche,93,163,"482814,7","402377,7",80437,0,37,0,152287,"220055,7",0,"57239,3",0,0
CDLM 5,28/01/2023,Mediodía,52,0,"158486,2","158486,2",0,0,0,0,0,22430,31410,0,"37397,98",0
CDLM 4,28/01/2023,Mediodía,35,43,152984,83145,66134,3705,23,1,0,27792,0,50847,0,0
CDLM 3,28/01/2023,Mediodía,61,117,"308301,5","254921,5",53380,0,18,0,0,25100,"79761,5",26976,47627,0
CDLM 2,28/01/2023,Mediodía,37,60,228126,146573,63348,18205,15,3,0,59427,46223,48315,17685,0
CDLM 6,28/01/2023,Mediodía,56,67,307231,173126,120870,13235,33,2,0,53918,54647,70276,6200,0
CDLM 1,28/01/2023,Mediodía,63,107,354852,260262,83436,11154,26,2,0,143861,0,49722,0,4828
CDLM 1,28/01/2023,Noche,76,140,"392696,8",310250,75721,"6725,8",24,2,645936,"161455,8",0,45680,0,"13942,8"
CDLM 3,28/01/2023,Noche,90,187,471084,423866,34796,12422,15,4,590719,283130,0,20519,0,3479
CDLM 4,28/01/2023,Noche,23,44,141958,107233,34725,0,9,0,114628,59753,0,31412,0,0
CDLM 5,28/01/2023,Noche,35,0,87615,87615,0,0,0,0,171499,15509,23638,0,9859,0
CDLM 2,28/01/2023,Noche,33,65,"196109,1","155489,1",25565,15055,6,4,234403,24903,48388,19070,26643,0
CDLM 6,28/01/2023,Noche,81,188,"511941,5","454905,5",55086,1950,17,1,592069,"187726,5",0,33517,0,0
CDLM 5,29/01/2023,Mediodía,68,0,235046,235046,0,0,0,0,0,42740,28870,0,39759,0
CDLM 3,29/01/2023,Mediodía,81,166,414361,341696,62991,9674,21,4,0,204656,0,31231,0,0
CDLM 6,29/01/2023,Mediodía,78,105,"396739,9","255083,9",115667,25989,35,4,0,15117,110111,56510,13590,0
CDLM 2,29/01/2023,Mediodía,52,140,"350394,9","298083,9",39039,13272,14,3,0,58250,104898,22879,28460,0
CDLM 4,29/01/2023,Mediodía,37,49,166865,90928,67898,8039,20,2,0,80046,0,42677,0,0
CDLM 1,29/01/2023,Mediodía,75,108,422597,289205,118052,15340,30,6,0,166350,0,66247,0,"9456,84"
CDLM 1,29/01/2023,Noche,87,123,"455238,5","291242,5",163996,0,48,0,632080,"113747,5",0,"88313,7",0,"12907,8"
CDLM 2,29/01/2023,Noche,32,52,201820,128817,47443,25560,11,6,377283,55670,46705,30517,8397,0
CDLM 3,29/01/2023,Noche,66,154,383418,346177,35104,2137,16,1,530000,51187,96402,13502,43807,0
CDLM 4,29/01/2023,Noche,29,23,117244,45794,62675,8775,18,2,183099,26147,0,"39266,7",0,0
CDLM 5,29/01/2023,Noche,49,0,"109570,1","109570,1",0,0,0,0,252677,11009,"25953,1",0,18920,0
CDLM 6,29/01/2023,Noche,66,116,348203,262127,75796,10280,27,3,430223,51870,79780,47744,15250,0
CDLM 5,30/01/2023,Mediodía,37,0,"106577,1","106577,1",0,0,0,0,0,18140,20319,0,12960,0
CDLM 4,30/01/2023,Mediodía,22,18,82561,39134,41677,1750,14,1,0,42466,0,21567,0,0
CDLM 6,30/01/2023,Mediodía,38,33,148384,90633,55801,1950,23,1,0,28536,27666,36789,12033,0
CDLM 3,30/01/2023,Mediodía,37,75,205045,169939,35106,0,12,0,0,76130,0,19188,0,0
CDLM 2,30/01/2023,Mediodía,25,24,94108,52498,38873,2737,16,1,0,10784,19239,19781,0,0
CDLM 1,30/01/2023,Mediodía,56,82,270380,191464,78916,0,29,0,0,80993,0,44825,0,10697
CDLM 1,30/01/2023,Noche,53,70,"236815,5","168317,5",68498,0,26,0,440290,"114381,5",0,"30076,08",0,"14960,24"
CDLM 2,30/01/2023,Noche,29,73,173210,151311,12493,9406,7,2,85580,79435,0,"5518,7",0,0
CDLM 3,30/01/2023,Noche,47,86,242045,191841,50204,0,17,0,265628,"37320,5",51925,20914,8227,671
CDLM 4,30/01/2023,Noche,27,28,107643,51777,50586,5280,16,1,136730,32727,0,22659,0,3080
CDLM 5,30/01/2023,Noche,28,0,"60758,2","60758,2",0,0,0,0,117567,6690,11800,0,"12999,2",0
CDLM 6,30/01/2023,Noche,59,62,237735,157422,75433,4880,29,1,234232,100213,0,52257,0,0
CDLM 5,31/01/2023,Mediodía,56,0,186074,186074,0,0,0,0,0,32229,54539,0,37598,0
CDLM 4,31/01/2023,Mediodía,12,16,48645,30572,15173,2900,5,1,0,33475,0,4836,0,0
CDLM 3,31/01/2023,Mediodía,32,66,179760,158024,21736,0,8,0,0,107670,0,5854,0,1520
CDLM 6,31/01/2023,Mediodía,32,17,"111666,5","44643,5",64886,2137,24,1,0,"44839,5",0,41374,0,0
CDLM 1,31/01/2023,Mediodía,56,66,232069,144608,87461,0,34,0,0,58959,0,45347,0,0
CDLM 2,31/01/2023,Mediodía,19,26,87343,57357,24266,5720,8,1,0,14402,8247,14294,8693,0
CDLM 1,31/01/2023,Noche,53,85,271617,189506,73336,8775,23,2,356888,87352,0,52334,0,3702
CDLM 2,31/01/2023,Noche,25,38,120784,75113,36337,9334,11,2,99585,6249,32161,24887,14292,0
CDLM 3,31/01/2023,Noche,57,131,311644,277427,32080,2137,13,1,332803,102032,69385,16707,5910,"4268,36"
CDLM 4,31/01/2023,Noche,31,34,"117709,6","66718,6",43859,7132,14,4,129823,"41980,6",0,13629,0,10189
CDLM 5,31/01/2023,Noche,33,0,"95906,1","95906,1",0,0,0,0,254070,9579,31668,0,15850,0
CDLM 6,31/01/2023,Noche,41,61,204225,146209,55536,2480,16,1,263579,47977,50430,23569,2658,0
CDLM 4,01/02/2023,Mediodía,20,19,"89217,5",45535,"43682,5",0,13,0,0,17033,0,38411,0,0
CDLM 5,01/02/2023,Mediodía,50,0,157997,157997,0,0,0,0,0,43419,34960,0,22989,0
CDLM 3,01/02/2023,Mediodía,54,106,"284188,1","246268,1",37920,0,15,0,0,91879,"92599,6",21877,16124,0
CDLM 2,01/02/2023,Mediodía,16,33,94405,73613,15877,4915,6,1,0,34993,13250,"10273,8",0,0
CDLM 6,01/02/2023,Mediodía,50,66,"229648,29","159608,29",70040,0,25,0,0,11818,"75696,29",51140,"20204,5",0
CDLM 1,01/02/2023,Mediodía,50,109,"303899,8","262665,8",41234,0,13,0,0,"150211,3",0,29177,0,1750
CDLM 1,01/02/2023,Noche,55,77,268909,189988,74534,4387,27,2,367992,103691,0,41361,0,5817
CDLM 2,01/02/2023,Noche,21,37,"116737,5","79678,5",34619,2440,7,1,134469,"5137,5",28655,29289,7665,0
CDLM 3,01/02/2023,Noche,74,172,412720,360813,51907,0,16,0,569094,100911,69649,36908,58285,"5777,42"
CDLM 4,01/02/2023,Noche,20,37,106829,75510,26284,5035,8,1,136288,39721,0,12247,0,0
CDLM 5,01/02/2023,Noche,40,0,"99350,1","99350,1",0,0,0,0,257147,12239,16749,0,"20803,1",0
CDLM 6,01/02/2023,Noche,61,103,302410,229643,59967,12800,22,4,350790,"120270,5",0,28892,0,0
CDLM 2,02/02/2023,Mediodía,13,11,51771,30007,14397,7367,6,3,0,0,21966,10853,0,0
CDLM 5,02/02/2023,Mediodía,51,0,"162045,2","162045,2",0,0,0,0,0,26130,"59508,19",0,12700,0
CDLM 4,02/02/2023,Mediodía,23,26,101372,59159,33853,8360,12,1,0,64787,0,17782,0,0
CDLM 3,02/02/2023,Mediodía,38,64,176581,140363,31641,4577,13,1,0,47729,45714,20075,27189,5250
CDLM 6,02/02/2023,Mediodía,50,50,"211675,3","140574,3",71101,0,29,0,0,5700,89627,"45267,3",28170,0
CDLM 1,02/02/2023,Mediodía,74,130,390262,311508,66495,12259,26,2,0,153538,0,37158,0,"9852,48"
CDLM 1,02/02/2023,Noche,75,96,333907,209149,120123,4635,37,1,482054,114402,0,72849,0,"19188,09"
CDLM 2,02/02/2023,Noche,21,44,118698,95318,17600,5780,7,2,102390,32437,36328,16740,25076,0
CDLM 3,02/02/2023,Noche,47,128,"297207,4","272272,4",20710,4225,7,2,283745,144902,0,9750,0,0
CDLM 4,02/02/2023,Noche,20,26,89917,52099,37218,600,10,1,173735,26502,0,26352,0,0
CDLM 6,02/02/2023,Noche,53,92,"307345,5","217080,5",90265,0,25,0,246200,"139546,5",0,66228,0,0
CDLM 5,02/02/2023,Noche,23,0,69542,69542,0,0,0,0,143403,16688,13249,0,6099,0
CDLM 5,03/02/2023,Mediodía,51,0,167124,167124,0,0,0,0,0,22880,63336,0,22420,0
CDLM 4,03/02/2023,Mediodía,17,21,"65007,5","44139,5",18731,2137,8,1,0,23977,0,3478,0,3160
CDLM 2,03/02/2023,Mediodía,21,19,85769,42997,22015,20757,10,4,0,6155,15834,12818,7635,0
CDLM 3,03/02/2023,Mediodía,51,71,"231660,5","153682,5",71833,6145,28,2,0,59235,"37290,5",36177,7300,2537
CDLM 6,03/02/2023,Mediodía,86,72,"360075,5","194047,5",148068,17960,61,3,0,31645,86420,"83326,3",28085,0
CDLM 1,03/02/2023,Mediodía,102,141,"510953,4","357668,4",153285,0,56,0,0,222101,0,91680,0,"13671,56"
CDLM 1,03/02/2023,Noche,95,156,524293,398450,117425,8418,44,3,659337,167031,0,65738,0,4100
CDLM 2,03/02/2023,Noche,45,51,206909,113297,92412,1200,26,1,132580,"27852,5",38730,45907,"29823,5",0
CDLM 6,03/02/2023,Noche,96,158,"542319,35","424853,35",112481,4985,38,2,433095,256911,0,"70750,3",0,0
CDLM 3,03/02/2023,Noche,82,179,"465264,5","413667,5",49347,2250,18,1,414526,"111020,5",98043,18830,28970,"3344,2"
CDLM 4,03/02/2023,Noche,57,55,238409,120192,110452,7765,36,2,144300,73125,0,22910,0,1100
CDLM 5,03/02/2023,Noche,47,0,149486,149486,0,0,0,0,244052,8510,"69048,98",0,29100,0
La Embajada,03/02/2023,Noche,9,0,"60647,96","60647,96",0,0,0,0,"0,01","597,73","32816,26",0,"6996,97",0
CDLM 5,04/02/2023,Mediodía,67,0,203051,203051,0,0,0,0,0,39120,51899,0,36608,0
CDLM 4,04/02/2023,Mediodía,31,29,109759,61115,39364,9280,14,3,0,51597,0,32014,0,3727
CDLM 3,04/02/2023,Mediodía,58,88,"276270,6","191768,6",76665,7837,23,3,0,70193,50335,53835,35734,900
CDLM 2,04/02/2023,Mediodía,29,25,127086,"53764,5",64967,"8354,5",16,3,0,0,17320,34635,8237,0
La Embajada,04/02/2023,Mediodía,6,0,"43398,93","43398,93",0,0,0,0,0,0,0,0,"24230,75",0
CDLM 6,04/02/2023,Mediodía,58,76,"286303,5","184847,5",101456,0,30,0,0,47444,32426,"60944,6",17457,0
CDLM 1,04/02/2023,Mediodía,84,132,423353,309189,111724,2440,38,1,0,155957,0,49100,0,"10567,2"
CDLM 2,04/02/2023,Noche,48,100,"269952,38","223695,38",33732,12525,11,4,123691,"52927,38",37435,15955,"26592,5",0
CDLM 3,04/02/2023,Noche,98,197,"533157,25","454963,25",53545,24649,19,9,494580,103927,136371,26753,"94916,5",4463
CDLM 4,04/02/2023,Noche,44,71,"217254,2","132852,2",64011,20391,18,5,184916,"77675,2",0,32085,0,4226
CDLM 6,04/02/2023,Noche,112,226,"626729,4","521323,4",103404,2002,36,1,570307,"353209,5",0,76164,0,0
CDLM 5,04/02/2023,Noche,43,0,120993,120993,0,0,0,0,220844,23969,32229,0,28529,0
CDLM 1,04/02/2023,Noche,100,1941,610631,517848,83906,8877,24,3,822944,168254,0,45452,0,"4465,1"
La Embajada,04/02/2023,Noche,12,0,"80290,24","80290,24",0,0,0,0,"0,01","56501,61",0,0,0,0
CDLM 2,05/02/2023,Noche,28,56,167824,118984,41155,7685,11,2,284256,26799,40009,23595,46401,0
La Embajada,05/02/2023,Mediodía,15,0,"69071,12","69071,12",0,0,0,0,0,"56167,39",0,0,0,0
CDLM 5,05/02/2023,Mediodía,66,0,185336,185336,0,0,0,0,0,9860,"43188,99",0,"25129,99",0
CDLM 2,05/02/2023,Mediodía,47,81,261993,181641,64637,15715,18,4,0,60065,62905,42164,14917,0
CDLM 4,05/02/2023,Mediodía,43,43,"200225,5",94646,"80184,5",25395,26,3,0,62758,0,13217,0,"1447,5"
CDLM 3,05/02/2023,Mediodía,55,143,367043,334293,20207,12543,13,3,0,231737,0,14117,0,3887
CDLM 6,05/02/2023,Mediodía,86,64,"352232,5","180296,5",149574,22362,52,4,0,47310,64087,102453,25301,0
CDLM 1,05/02/2023,Mediodía,91,168,"484640,4","378276,4",104227,2137,38,1,0,"222132,4",0,57473,0,"11556,76"
CDLM 3,05/02/2023,Noche,56,129,276745,241279,34266,1200,13,1,369374,58830,87928,19244,25051,0
CDLM 4,05/02/2023,Noche,36,50,"174320,8","99479,8",70161,4680,20,1,464657,49984,0,10340,0,3580
CDLM 6,05/02/2023,Noche,60,77,323188,"313067,14","98,86",10022,29,3,634097,131803,0,"72200,9",0,0
CDLM 5,05/02/2023,Noche,42,0,105263,105263,0,0,0,0,141003,13228,12889,0,16669,0
CDLM 1,05/02/2023,Noche,72,100,341050,231876,109174,0,33,0,845053,74050,0,79273,0,6210
La Embajada,06/02/2023,Mediodía,1,0,1030,1030,0,0,0,0,0,1030,0,0,0,0
CDLM 5,06/02/2023,Mediodía,32,0,99164,99164,0,0,0,0,0,"20738,99",26840,0,"21027,99",0
CDLM 4,06/02/2023,Mediodía,26,45,108141,82464,21972,3705,10,1,0,33893,0,5200,0,4400
CDLM 2,06/02/2023,Mediodía,10,9,46764,20052,26712,0,8,0,0,11485,0,16732,8567,0
CDLM 3,06/02/2023,Mediodía,28,59,158305,128716,29289,300,11,1,0,78004,0,16803,0,0
CDLM 6,06/02/2023,Mediodía,32,50,162074,120008,42066,0,18,0,0,28684,17353,29718,2927,0
CDLM 1,06/02/2023,Mediodía,38,75,"214744,5","186620,5",28124,0,12,0,0,82441,0,15658,0,900
CDLM 1,06/02/2023,Noche,69,128,"395672,5","299576,5",96096,0,31,0,404749,"148242,5",0,54140,0,5470
CDLM 2,06/02/2023,Noche,34,58,204871,126460,48109,30302,13,4,153786,38624,17275,25789,10162,0
CDLM 3,06/02/2023,Noche,44,107,"259474,6","228455,6",26959,4060,10,1,303138,109434,0,18265,0,"4584,56"
CDLM 4,06/02/2023,Noche,25,42,128137,88310,39827,0,14,0,87582,43720,0,7479,0,0
CDLM 6,06/02/2023,Noche,45,80,"248029,2","174787,2",73242,0,21,0,199147,101344,0,48236,0,0
CDLM 5,06/02/2023,Noche,26,0,74288,74288,0,0,0,0,153502,31760,18368,0,3560,0
La Embajada,06/02/2023,Noche,2,0,"14002,86","14002,86",0,0,0,0,"0,01","9700,18",0,0,0,0
La Embajada,07/02/2023,Mediodía,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDLM 5,07/02/2023,Mediodía,35,0,"112814,3","112814,3",0,0,0,0,0,"43625,3",0,0,0,0
CDLM 6,07/02/2023,Mediodía,37,35,"149192,5","78938,5",70254,0,23,0,0,58449,0,46581,0,0
CDLM 3,07/02/2023,Mediodía,41,68,182427,143748,38679,0,15,0,0,85565,0,18234,13802,900
CDLM 4,07/02/2023,Mediodía,26,38,111133,70429,36644,4060,13,1,0,43437,0,12640,0,0
CDLM 1,07/02/2023,Mediodía,72,109,"358220,9","265084,9",92113,1023,30,1,0,"76701,9",0,54000,0,11452
CDLM 2,07/02/2023,Mediodía,14,21,94313,45492,24813,24008,6,2,0,13140,0,11716,0,0
CDLM 1,07/02/2023,Noche,62,129,"397549,75","280542,75",112552,4455,25,1,504131,"34663,75",55378,61353,25985,21120
CDLM 2,07/02/2023,Noche,25,23,125855,59081,44245,22529,13,3,94384,20137,9476,"15311,3",0,0
CDLM 3,07/02/2023,Noche,39,73,201018,148756,50125,2137,13,1,388068,"16536,5",48805,39531,4290,0
CDLM 4,07/02/2023,Noche,21,32,"89397,5","65023,5",24374,0,10,0,107441,"22840,5",0,10871,0,"838,5"
CDLM 6,07/02/2023,Noche,47,70,"240040,5","170412,5",68428,1200,23,1,429394,134184,0,44155,0,0
CDLM 5,07/02/2023,Noche,40,0,104828,104828,0,0,0,0,224521,42709,0,0,0,0
La Embajada,07/02/2023,Noche,2,0,"17811,08","17811,08",0,0,0,0,"0,01","17811,08",0,0,0,0
La Embajada,08/02/2023,Mediodía,2,0,"11146,79","11146,79",0,0,0,0,0,"3606,78",0,0,0,0
CDLM 4,08/02/2023,Mediodía,24,22,90876,49229,32022,9625,13,1,0,38602,0,3220,0,1800
CDLM 5,08/02/2023,Mediodía,47,0,160148,160148,0,0,0,0,0,12680,45367,0,16140,0
CDLM 3,08/02/2023,Mediodía,39,84,"207954,9","189115,9",18839,0,8,0,0,51642,"43592,4","12510,4",12569,0
CDLM 6,08/02/2023,Mediodía,40,36,148923,85706,63217,0,27,0,0,40051,0,38297,0,0
CDLM 2,08/02/2023,Mediodía,22,33,"93834,6",63818,20370,"9646,6",9,3,0,0,0,16187,0,0
CDLM 1,08/02/2023,Mediodía,47,78,"261867,5","202978,5",42633,16256,15,2,0,"87856,5",0,24321,0,1800
CDLM 1,08/02/2023,Noche,58,75,"309404,8","178428,8",130976,0,36,0,370291,"67102,8",0,50093,0,"27834,95"
CDLM 2,08/02/2023,Noche,21,35,"101301,4","68865,4",23150,9286,5,2,76559,7952,21517,10070,15308,0
CDLM 3,08/02/2023,Noche,34,68,215319,161627,50857,2835,16,1,339620,22599,30064,25305,15996,"5938,5"
CDLM 4,08/02/2023,Noche,24,24,108180,47642,46254,14284,14,2,84699,50068,0,3270,0,900
CDLM 6,08/02/2023,Noche,49,70,"241878,7","170762,7",71116,0,21,0,169315,18152,"62941,5",38958,"16715,5",0
CDLM 5,08/02/2023,Noche,31,0,107735,107735,0,0,0,0,226412,22219,"28049,99",0,11779,0
La Embajada,08/02/2023,Noche,6,0,"53165,37","53165,37",0,0,0,0,"61305,38","47704,7",0,0,0,0
La Embajada,09/02/2023,Mediodía,1,0,"4644,4","4644,4",0,0,0,0,0,"4644,4",0,0,0,0
CDLM 5,09/02/2023,Mediodía,42,0,128519,128519,0,0,0,0,0,22680,46939,0,24220,0
CDLM 6,09/02/2023,Mediodía,58,43,222487,102705,112943,6839,38,3,0,36778,29055,69561,6566,0
CDLM 4,09/02/2023,Mediodía,25,11,73750,25574,45874,2302,19,1,0,19689,0,24543,0,2100
CDLM 3,09/02/2023,Mediodía,28,38,"131177,75","99009,75",32168,0,12,0,0,36491,18635,19742,"21499,75",0
CDLM 1,09/02/2023,Mediodía,53,102,319112,245837,62389,10886,20,2,0,115863,0,32577,0,4935
CDLM 2,09/02/2023,Mediodía,30,50,"166610,8","130257,8",21677,14676,10,4,0,13551,23589,18318,"8725,8",0
CDLM 1,09/02/2023,Noche,54,94,338136,229830,84871,23435,22,3,376641,128160,0,45514,0,"13311,75"
CDLM 2,09/02/2023,Noche,37,78,238342,182817,51295,4230,12,1,183626,55083,32645,32403,11858,0
CDLM 3,09/02/2023,Noche,57,136,370104,323773,41013,5318,14,2,374736,130321,59012,17807,31392,3232
CDLM 4,09/02/2023,Noche,23,19,"97027,5","51001,5",40106,5920,13,2,211484,27539,0,"21399,4",0,0
CDLM 6,09/02/2023,Noche,60,93,"310102,8","226708,8",74832,8562,22,2,224197,98094,0,57947,0,0
CDLM 5,09/02/2023,Noche,30,0,71994,71994,0,0,0,0,158913,"18944,99",19490,0,21340,0
La Embajada,09/02/2023,Noche,7,0,"64647,58","64647,58",0,0,0,0,"72911,7","64558,58",0,0,0,0
La Embajada,10/02/2023,Mediodía,9,0,"72544,29","72544,29",0,0,0,0,0,"26038,86",0,0,0,0
