No,Date,Box No.,Account name,Supplier,Bill,Voucher Type,Detail,Net Taxable,VAT,Amount
187,29/7/2021,323,ADMINISTRATIVE EXPENSES,OSE,1900019822,TICKET,OSECAC PAYMENT JUNE/2021,"1659,00",441,"2.100,00"
188,29/7/2021,323,VARIOUS ADMINISTRATION EXPENSES,RAP,0,THIRD CHECK,RAPIMOTO INCOME,0,0,110
189,30/7/2021,324,SANTADER RIO BANK,BAN SAN,6001,BANK DEPOSIT,CAYO MARIO - PAYMENT FEES,0,0,"40.400,00"
190,30/7/2021,324,SANTADER RIO BANK,BAN SAN,0,TICKET,ASAHI MOTORS - HX SRV 4X2 MT - OP 28999,"390260,00",103740,"494.000,00"
191,30/7/2021,324,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,GESTORY,"66834,00",17766,"84.600,00"
192,30/7/2021,324,AUTOMOTIVE PREPARATION AND OFFICE,LA BUR -,100006991,THIRD CHECK,WORKSHOP EXPENSES,0,0,"3.450,00"
193,30/7/2021,324,FUELS AND LUBRICANTS,MIL S.R,4600003350,BANK DEPOSIT,NAFTA FIAT TORO,0,0,"5.697,13"
194,30/7/2021,324,OTHER EXPENSES,SER DE TAX,0,TICKET,BCO SANTANDER RETURN TAXI,"197,50","52,5",250
195,31/7/2021,324,OTHER EXPENSES,PAN,0,VOUCHER,BREAD,0,0,300
196,31/7/2021,325,AUTOMOTIVE PREPARATION AND OFFICE,ALE - CAR,300007114,BUDGET,VW AMAROK 2012 LMM-084,0,0,"35.900,00"
197,31/7/2021,325,SANTADER RIO BANK,BAN SAN,6217,BUDGET,CAYO MARIO PAYMENT FEES,0,0,"27.000,00"
198,31/7/2021,325,SANTADER RIO BANK,BAN SAN,6215,BANK DEPOSIT,CAYO MARIO PAYMENT FEES,0,0,"45.000,00"
199,31/7/2021,325,AUTOMOTIVE PREPARATION AND OFFICE,CAS SER,100001645,VOUCHER,RENAULT OROCH 2019 AD639HT,0,0,"24.570,00"
200,31/7/2021,325,AUTOMOTIVE PREPARATION AND OFFICE,CAS SER,100001646,TICKET,VW AMAROK 2012 LMM 084,"31197,10","8292,9","39.490,00"
201,31/7/2021,325,FUELS AND LUBRICANTS,MIL S.R,4700003246,SALE PURCHASE TICKET,OROCH AD639 HT,"789,97","209,9916","999,96"
202,31/7/2021,325,AUTOMOTIVE PREPARATION AND OFFICE,TOD GOM,400008173,SALE PURCHASE TICKET,VW AMAROK LMM 084,"1738,00",462,"2.200,00"
203,2/8/2021,325,AUTOMOTIVE PREPARATION AND OFFICE,VAR JOS OMA,0,BUDGET,LMM084 SHEET AND PAINT - PJW721,0,0,"82.500,00"
204,2/8/2021,326,MACRO BANK,BAN MAC S.A,1131,INVOICE B,TRANSF,"38196,50","10153,5","48.350,00"
205,2/8/2021,326,MACRO BANK,BAN MAC S.A,1877,INVOICE B,TRANSF,"18367,50","4882,5","23.250,00"
206,2/8/2021,326,MACRO BANK,BAN MAC S.A,7280,PRICE,TRANSF,0,0,"560.000,00"
207,2/8/2021,326,MACRO BANK,BAN MAC S.A,798866,VOUCHER,TRANSF,0,0,"49.070,00"
208,2/8/2021,326,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,BANK DEPOSIT,RENAULT CLIO OQP305,0,0,"7.900,00"
209,2/8/2021,326,FUELS AND LUBRICANTS,G N C,3600008991,BUDGET,CHEVROLET TRACKER 0KM,0,0,"1.500,00"
210,2/8/2021,326,EXPENDITURES BY GESTORIA,GES,0,TICKET,VERIFICATION POST CONSTANCIA,"316,00",84,400
211,2/8/2021,326,SALARIES AND COMMISSIONS,VAZ ROD EDU,0,PRICE,AGUINALDO 1ST/21 P/COMMISSION SALES,0,0,"13.600,00"
212,3/8/2021,326,PAID COMMISSIONS,AUT,0,RECEIPT,SALE TOYOTA ETIOS XLS/2018 AD030TX,0,0,"15.000,00"
213,3/8/2021,327,AUTOMOTIVE PREPARATION AND OFFICE,AUT S.R,3200006240,INVOICE A,VW AMAROK LMM084,"1567,81","416,7597","1.984,57"
214,3/8/2021,327,MACRO BANK,BAN MAC S.A,534919,TICKET,TRANSF,"67537,10","17952,9","85.490,00"
215,3/8/2021,327,USED CARS,CAL PAB GUI,0,INVOICE B,PEUGEOT 208 ALLURE/2016 AA497UP,"1082300,00",287700,"1.370.000,00"
216,3/8/2021,327,MANAGEMENT EXPENSES,GES,0,RECEIPT,PROCEDURES VS.,0,0,"77.610,00"
217,3/8/2021,327,FUELS AND LUBRICANTS,PER HER S.R,300048538,RECEIPT,VW TIGUAN IWE875,0,0,"1.000,00"
218,4/8/2021,328,MACRO BANK,BAN MAC S.A,3070,BANK DEPOSIT,TRANSF,0,0,"100.000,00"
219,4/8/2021,328,MACRO BANK,BAN MAC S.A,1111,BANK DEPOSIT,TRANSF,0,0,"100.000,00"
220,4/8/2021,328,MACRO BANK,BAN MAC S.A,56988,VOUCHER,TRANSF,0,0,"300.820,00"
221,4/8/2021,328,EXPENDITURES,CAL PAB GUI,0,INVOICE A,REIMBURSEMENT PAGO PEUGEOT 208,"2370,00",630,"3.000,00"
222,4/8/2021,328,GS.MATENIM.Y CLEANING BS.USO,CAR PAB,400000455,INVOICE A,JULIO/2021 CLEANING SERVICE,"14241,68","3785,7624","18.027,44"
223,4/8/2021,328,SALARIES AND COMMISSIONS,FIG ZEN MAR,274797624,TICKET,DIF,"74844,60","19895,4","94.740,00"
224,4/8/2021,328,MANAGEMENT EXPENSES,GES,0,THIRD CHECK,YALA PATIENTES PESENTE PEUGEOT 408,0,0,"34.110,00"
225,4/8/2021,328,SALARIES AND COMMISSIONS,GUT JUA CAR,74797620,SALE PURCHASE TICKET,DIF,"74813,00",19887,"94.700,00"
226,4/8/2021,328,SALARIES AND COMMISSIONS,GUT LEO JOS,74797621,RECEIPT,DIF,0,0,"42.000,00"
227,4/8/2021,328,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,BANK DEPOSIT,FULL CLEANING VS.,0,0,"12.000,00"
228,4/8/2021,328,SALE AUTOMOTO.USES,MON NUÑ MAR,0,PRICE,REINTAGRO SOME VW UP/2015 ONY050,0,0,"50.000,00"
229,4/8/2021,328,FUELS AND LUBRICANTS,PER HER S.R,300048395,TICKET,VW AMAROK LMM084,"1185,00",315,"1.500,00"
230,4/8/2021,328,VARIOUS ADMINISTRATION EXPENSES,RAP,0,THIRD CHECK,CDOR STUDY,0,0,160
231,5/8/2021,329,AUTOMOTIVE PREPARATION AND OFFICE,ALE - CAR,300007136,INVOICE C,VW AMAROK LMM084,0,0,"1.850,00"
232,5/8/2021,329,MACRO BANK,BAN MAC S.A,9171,VOUCHER,TRANSF,0,0,"30.000,00"
233,5/8/2021,329,MACRO BANK,BAN MAC S.A,1101,INVOICE A,TRANSF,"79000,00",21000,"100.000,00"
234,5/8/2021,329,MACRO BANK,BAN MAC S.A,1990,VOUCHER,TRANSF,0,0,"200.000,00"
235,5/8/2021,329,MACRO BANK,BAN MAC S.A,1111,INVOICE B,TRANSF,"79000,00",21000,"100.000,00"
236,5/8/2021,329,FUELS AND LUBRICANTS,G N C,3500019264,INVOICE C,FIAT MOBI,0,0,"2.000,03"
237,5/8/2021,329,MANAGEMENT EXPENSES,GES,0,TICKET,MUNICIPAL BAJA PALPALA,"4187,00",1113,"5.300,00"
238,5/8/2021,329,MANAGEMENT EXPENSES,GES,0,SALE PURCHASE TICKET,PROCEDURES VS.,"1516,80","403,2","1.920,00"
239,5/8/2021,329,CTA.PARTICULAR,GUT JUA CAR,0,CHECK,ADVANCE 01/2021 PERSONAL ASSETS,0,0,"19.133,79"
240,5/8/2021,329,AUTOMOTIVE PREPARATION AND OFFICE,SAL HNO S.H,0,RECEIPT,RENAULT FLUENCE/2015 PKJ688,0,0,20
241,6/8/2021,330,MANAGEMENT EXPENSES,GES,0,PRICE,FREE DEBT WITH LOW DOMAIN AD030TX,0,0,840
242,6/8/2021,330,WALLET CHECKS,GUT JUA CAR,57611021,VOUCHER,SETTLE X EFFECTIVE CHEQ,0,0,"23.600,00"
243,6/8/2021,330,FUELS AND LUBRICANTS,PER HER S.R,300048879,PRICE,RENAULT FLUENCE PKJ688,0,0,"1.000,00"
244,6/8/2021,330,AUTOMOTIVE PREPARATION AND OFFICE,PIN EXO -,5700000258,THIRD CHECK,WORKSHOP EXPENSES,0,0,"1.299,89"
245,6/8/2021,330,NEW AUTOMOTORES,PUS SAL S.A,82857252,THIRD CHECK,FORD BRONCO WILD TRUCK 1,0,0,"500.000,00"
246,6/8/2021,330,NEW AUTOMOTORES,PUS SAL S.A,200101774,INVOICE A,FORD BRONCO WILD TRUCK 1,"4508221,90","1198388,1","5.706.610,00"
247,6/8/2021,330,VARIOUS ADMINISTRATION EXPENSES,RAP,0,TICKET,CDOR STUDY,"142,20","37,8",180
248,6/8/2021,330,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,300002636,BANK DEPOSIT,RENAULT FLUENCE PKJ688,0,0,"2.200,01"
249,7/8/2021,331,SALARIES AND COMMISSIONS,CAS NES GAB,0,RECEIPT,DIF,0,0,"74.500,00"
250,7/8/2021,331,USED CARS,DYC - BOR,100005272,INVOICE C,CHEVROLET S-10 D/C 4X2 LS 2,0,0,"1.900.000,00"
251,7/8/2021,331,SALARIES AND COMMISSIONS,FIA CAR ALB,0,RECEIPT,DIF,0,0,"24.300,00"
252,7/8/2021,331,FUELS AND LUBRICANTS,PER HER S.R,300048684,PRICE,CITREON C4 NNG882,0,0,"1.000,00"
253,7/8/2021,331,OTHER EXPENSES,SAN LOS OLI,100006886,INVOICE C,ALTE BROWN 1 COMMERCIAL LOCAL DISINFECTION 1,0,0,"5.000,00"
254,7/8/2021,331,SALARIES AND COMMISSIONS,VAZ ROD EDU,0,THIRD CHECK,COMMISSION P/SALES MES JULIO/2021,0,0,"12.510,00"
255,9/8/2021,332,MACRO BANK,BAN MAC S.A,1438,INVOICE B,TRANSF,"43371,00",11529,"54.900,00"
256,9/8/2021,332,SELLING EXPENSES,EQU ARG S.A,1401126167,TICKET,VERAZ FERTILIZER JULIO/2021,"3385,50","899,9424","4.285,44"
257,9/8/2021,332,NEW AUTOMOTORES,EUR S.A,736269,INVOICE A,PEUGEOT 208 ACTIVE TIPTRONIC 1,"110600,00",29400,"140.000,00"
258,9/8/2021,332,SOCIAL CHARGES,FAE,0,THIRD CHECK,PERIOD 07/2021,0,0,"2.391,60"
259,9/8/2021,332,FUELS AND LUBRICANTS,G N C,3600009128,INVOICE A,FORD BRONCO WILD TRUCK 0 KM,"4740,59","1260,1575","6.000,75"
260,9/8/2021,332,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,PROCEDURES VS.,0,0,"2.350,00"
261,9/8/2021,332,EXPENDITURES BY GESTORIA,GES,4848,RECEIPT,ESCRIBANA MARCELA VAZQUEZ MONTH MAY/2021,0,0,"38.200,00"
262,9/8/2021,332,SOCIAL CHARGES,INA,0,RECEIPT,PERIOD 07/2021,0,0,"2.140,11"
263,9/8/2021,332,VARIOUS ADMINISTRATION EXPENSES,RAP,0,VOUCHER,BANCO GALICIA AND PAYMENT EASY DEPOSIT AND CONTRIBUTIONS,0,0,260
264,9/8/2021,332,AUTOMOTIVE PREPARATION AND OFFICE,VIL S.R,300001903,INVOICE C,CHEVROLET TRAILBLAZER AC468YL,0,0,"700,01"
265,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001293,TICKET,CITROEN CACTUS AB589RQ,"276,50","73,5",350
266,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001288,THIRD CHECK,VW TIGUAN AC429UR,0,0,400
267,10/8/2021,333,MACRO BANK,BAN MAC S.A,4101,CHECK,TRANSF,0,0,"51.340,00"
268,10/8/2021,333,MACRO BANK,BAN MAC S.A,4458,VOUCHER,TRANSF,0,0,"15.580,00"
269,10/8/2021,333,NEW AUTOMOTORES,DYC - BOR,100000528,BANK DEPOSIT,CHEVROLET CRUZE PREMIER 1,0,0,"2.350.000,00"
270,10/8/2021,333,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,PROCEDURES VS.,"118990,59","31630,41","150.621,00"
271,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,2200000729,INVOICE A,FORD KA AB510KR,"5569,50","1480,5","7.050,00"
272,10/8/2021,333,FUELS AND LUBRICANTS,MIL S.R,4600003755,VOUCHER,FIAT TORO,0,0,"5.228,00"
273,10/8/2021,333,NEW AUTOMOTIVE SALE,PAL RAM JOS,0,RECEIPT,REIMBURSEMENT SIGN FORD BRONCO WILD TRUCK 0KM,0,0,"288.750,00"
274,10/8/2021,333,FUELS AND LUBRICANTS,PER HER S.R,300048798,VOUCHER,FORD KA AB510KR,0,0,"1.000,00"
275,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,R-P,0,VOUCHER,CITROEN C3 NAY210,0,0,"3.000,00"
276,10/8/2021,333,NEW AUTOMOTORES,ROL S.A,699175,BUDGET,JEEP RENEGADE SPORT 1,0,0,"150.000,00"
277,10/8/2021,333,NEW AUTOMOTORES,ROL S.A,6282,BUDGET,JEEP RENEGADE SPORT 1,0,0,"450.000,00"
278,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,300002659,BANK DEPOSIT,RENAULT LAGAN AA463AQ,0,0,"2.200,01"
279,10/8/2021,333,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,INVOICE C,SHEET AND PAINT FORD KA AB510KR,0,0,"55.000,00"
280,11/8/2021,334,MACRO BANK,BAN MAC S.A,750502,BANK DEPOSIT,TRANSF,0,0,"15.000,00"
281,11/8/2021,334,AUTOMOTIVE PREPARATION AND OFFICE,CER DEL AUT,300000139,INVOICE C,FORD KA AB510KR,0,0,"3.500,00"
282,11/8/2021,334,EXPENDITURES BY GESTORIA,GES,0,CHECK,PROCEDURES VS.,0,0,"124.360,00"
283,11/8/2021,334,WALLET CHECKS,GUT JUA CAR,57611023,RECEIPT,SETTLE X EFFECTIVE CHEQ,0,0,"120.000,00"
284,11/8/2021,334,VARIOUS ADMINISTRATION EXPENSES,INS DE INF,1000006312,PRICE,CORPORATE QUOTA,0,0,100
285,12/8/2021,335,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001292,INVOICE C,FORD KA AB510KR,0,0,"1.500,00"
286,12/8/2021,335,MACRO BANK,BAN MAC S.A,869164,INVOICE B,TRANSF,"75050,00",19950,"95.000,00"
287,12/8/2021,335,MACRO BANK,BAN MAC S.A,8007,BUDGET,TRANSF,0,0,"83.230,00"
288,12/8/2021,335,MACRO BANK,BAN MAC S.A,7177,INVOICE A,TRANSF,"343650,00",91350,"435.000,00"
289,12/8/2021,335,AUTOMOTIVE PREPARATION AND OFFICE,CER DEL AUT,300000140,SALE PURCHASE TICKET,FIAT STRADA NDX144,"3160,01","840,0021","4.000,01"
290,12/8/2021,335,EXPENDITURES BY GESTORIA,COR BEA MAB,0,RECEIPT,PARTIAL REIMBURSEMENT RCBO,0,0,"7.050,00"
291,12/8/2021,335,FUELS AND LUBRICANTS,FRI S.R,2100004983,INVOICE B,FIAT MOBI,"3081,53","819,1407","3.900,67"
292,12/8/2021,335,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,PROCEDURES VS.,0,0,"30.290,00"
293,12/8/2021,335,AUTOMOTIVE PREPARATION AND OFFICE,PRO TEC DET,8692002,SALE PURCHASE TICKET,VW AMAROK LMM084,"5925,00",1575,"7.500,00"
294,12/8/2021,335,PAID RENTALS,ROD NOR BEA,0,PRICE,"25% DUPLEX RENTAL ""A"" Y ""B"" MONTH AUGUST/21",0,0,"8.401,00"
295,12/8/2021,335,PAID RENTALS,ROD RUB EDU,0,SALE PURCHASE TICKET,"25% DUPLEX RENT ""A2 AND"" B ""MONTH AUGUST/2021","6636,79","1764,21","8.401,00"
296,12/8/2021,335,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,200000403,THIRD CHECK,RENAULT LAGAN AA463AQ,0,0,"2.500,00"
297,13/8/2021,336,RETENT.Y PERCEPTION.IMP.GCIAS.,AUT S.A,202100001238,CHECK,"DUPLEX RENT ""B"" B ° UNDER THE VINEYARD",0,0,"2.057,11"
298,13/8/2021,336,RETENT.Y PERCEPTION.INGR.BRUTES,AUT S.A,34300002021,BUDGET,IMP,0,0,"1.137,13"
299,13/8/2021,336,MACRO BANK,BAN MAC S.A,857673,BANK DEPOSIT,TRANSF,0,0,"300.000,00"
300,13/8/2021,336,SANTADER RIO BANK,BAN SAN,965548,INVOICE C,TRANSF,0,0,"51.842,76"
301,13/8/2021,336,OTHER EXPENSES,CRU WAL -,0,RECEIPT,MARKAS LA VIÑA COMPLEX GARDENING WORKS,0,0,"2.000,00"
302,13/8/2021,336,NEW AUTOMOTORES,DYC - BOR,3100037540,BANK DEPOSIT,CHEVROLET S10 D/C 4X2 LS 2,0,0,"1.618.000,00"
303,13/8/2021,336,NEW AUTOMOTORES,DYC - BOR,100000531,TICKET,CHEVROLET CRUZE PREMIER 1,"971700,00",258300,"1.230.000,00"
304,13/8/2021,336,USED CARS,ESC NOE GLA,0,TICKET,FORD ECOSPORT S 1,"1185000,00",315000,"1.500.000,00"
305,13/8/2021,336,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,PKJ688 INFRACTIONS,0,0,"19.030,00"
306,13/8/2021,336,FEE,MAR PRO,11129,INVOICE A,LOCAL ADMINISTRATION AVDA,"2144,85","570,15","2.715,00"
307,13/8/2021,336,FEE,MAR PRO,200000644,INVOICE B,"DUPLEX RENT ""B"" B ° UNDER THE VINEYARD","2042,15","542,85","2.585,00"
308,13/8/2021,336,FEE,MAR PRO,200000646,INVOICE B,LOCAL ADMINISTRATION AVDA,"1726,15","458,85","2.185,00"
309,13/8/2021,336,OTHER EXPENSES,PAN,0,PRICE,BREAD,0,0,250
310,13/8/2021,336,VARIOUS ADMINISTRATION EXPENSES,RAP,0,CHECK,RENTALS - SUSANA MARINO,0,0,220
311,13/8/2021,336,SALARIES AND COMMISSIONS,VIL GER,0,RECEIPT,EXPERTS (33) MONTH JULY/2021,0,0,"9.900,00"
312,14/8/2021,337,FEE,CIC JOR ERN,0,VOUCHER,JULIO/2021,0,0,"39.200,00"
313,14/8/2021,337,VARIOUS SALES EXPENSES,CRU ROL,0,TICKET,JULIO/2021 $ 1390 INFOAUTO $ 670 NEWSPAPERS,"1627,40","432,6","2.060,00"
314,14/8/2021,337,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,INVOICE C,TOYOTA ETIOS OKA817,0,0,"27.500,00"
315,17/8/2021,338,MACRO BANK,BAN MAC S.A,1871,SALE PURCHASE TICKET,JUSTINIAN HECTOR R PAYMENT FEES,"39334,10","10455,9","49.790,00"
316,17/8/2021,338,ADVERTISING EXPENSES,ENT DIG DE,0,TICKET,PUBLIC PAYMENT AND MKTNG JULY 2021,"6320,00",1680,"8.000,00"
317,17/8/2021,338,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,GESTORY,"908,50","241,5","1.150,00"
318,17/8/2021,338,AUTOMOTIVE PREPARATION AND OFFICE,PER HEM,200010015,BUDGET,"BROCHES WORKSHOP EXPENSES, CUPS, BRUSHES",0,0,"9.140,00"
319,18/8/2021,339,OTHER EXPENSES,,0,SALE PURCHASE TICKET,POLARIZED JEEP RENEGADE 0KM,"7505,00",1995,"9.500,00"
320,18/8/2021,339,FRANK EXPENSES,BAL EXP CAR,26000020890,TICKET,RENAULT FLUENCE CARD,"622,52","165,48",788
321,18/8/2021,339,MACRO BANK,BAN MAC S.A,9554573,PRICE,TRANSF,0,0,"148.200,00"
322,18/8/2021,339,MACRO BANK,BAN MAC S.A,18957289,SALE PURCHASE TICKET,TRANSF,"7900,00",2100,"10.000,00"
323,18/8/2021,339,FUELS AND LUBRICANTS,PER HER S.R,300049065,TICKET,TOYOT ETIOS OKA817,"790,00",210,"1.000,00"
324,18/8/2021,339,AUTOMOTIVE PREPARATION AND OFFICE,PUS SAL S.A,6000006353,INVOICE B,FORD FIESTA PJW721,"3732,58","992,2038","4.724,78"
325,19/8/2021,340,MACRO BANK,BAN MAC S.A,8112576,PRICE,TRANSF,0,0,"29.200,00"
326,19/8/2021,340,EXPENDITURES BY GESTORIA,GES,0,BUDGET,PROCEDURES VS.,0,0,"27.900,00"
327,19/8/2021,340,FUELS AND LUBRICANTS,MIL S.R,4600004059,BUDGET,FIAT TORO,0,0,"4.202,08"
328,19/8/2021,340,FUELS AND LUBRICANTS,PER HER S.R,300049103,INVOICE A,VW AMAROK LMM084,"1185,00",315,"1.500,00"
329,19/8/2021,340,AUTOMOTIVE PREPARATION AND OFFICE,PRO TEC DET,8692004,BUDGET,FORD KA AB510KR,0,0,"7.000,00"
330,19/8/2021,340,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,300002687,THIRD CHECK,VW AMAROK LMM084,0,0,"3.900,00"
331,20/8/2021,341,SANTADER RIO BANK,BAN SAN,6332,VOUCHER,"CAYO DEPOSIT, MARIO",0,0,"38.100,00"
332,20/8/2021,341,NEW AUTOMOTORES,EUR S.A,1300002405,RECEIPT,PEUGEOT 208 ACTIVE TIPTRONIC 1 BALANCE 1,0,0,"100.000,00"
333,20/8/2021,341,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,PROCEDURES VS.,0,0,"4.265,00"
334,20/8/2021,341,EXPENDITURES BY GESTORIA,GES,0,TICKET,VERIFICATION POST (4 VERIFICATIONS),"2528,00",672,"3.200,00"
335,20/8/2021,341,AUTOMOTIVE PREPARATION AND OFFICE,MEC BRO,100000125,RECEIPT,FORD FIESTA PJW721,0,0,"7.973,90"
336,20/8/2021,341,AUTOMOTIVE PREPARATION AND OFFICE,MEC BRO,100000128,RECEIPT,RENAULT CLIO OQP305,0,0,"2.420,00"
337,20/8/2021,341,AUTOMOTIVE PREPARATION AND OFFICE,MEC BRO,100000127,INVOICE B,TOYOTA ETIOS OKA817,"697,81","185,493","883,3"
338,20/8/2021,341,USED CARS,MON FRA CAR,0,THIRD CHECK,FORD ECOSPORT 2,0,0,"851.000,00"
339,20/8/2021,341,OTHER EXPENSES,PAN,0,TICKET,BREAD,"237,00",63,300
340,20/8/2021,341,AUTOMOTIVE PREPARATION AND OFFICE,PUS SAL S.A,6000006279,THIRD CHECK,FORD FIESTA PJW721,0,0,"2.645,76"
341,21/8/2021,342,MACRO BANK,BAN MAC S.A,587,INVOICE A,TRANSF,"158000,00",42000,"200.000,00"
342,21/8/2021,342,MACRO BANK,BAN MAC S.A,600,CHECK,TRANSF,0,0,"100.000,00"
343,21/8/2021,342,MACRO BANK,BAN MAC S.A,591,INVOICE C,TRANSF,0,0,"200.000,00"
344,21/8/2021,342,MACRO BANK,BAN MAC S.A,7239,RECEIPT,TRANSF,0,0,"50.000,00"
345,21/8/2021,342,FUELS AND LUBRICANTS,PER HER S.R,300049163,BUDGET,PEUGEOT 208 AB762QF,0,0,"1.000,00"
346,21/8/2021,342,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692006,VOUCHER,TOYOTA ETIOS OKA817,0,0,"7.000,00"
347,21/8/2021,342,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,98,SALE PURCHASE TICKET,VW AMAROK LMM084,"5135,00",1365,"6.500,00"
348,21/8/2021,342,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,99,INVOICE B,TOYOTA ETIOS OKA817,"1185,00",315,"1.500,00"
349,21/8/2021,342,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,INVOICE A,CITOREN C3 NAY210,"51745,00",13755,"65.500,00"
350,24/8/2021,343,MACRO BANK,BAN MAC S.A,8534,RECEIPT,TRANSF,0,0,"100.000,00"
351,24/8/2021,343,MACRO BANK,BAN MAC S.A,8538,INVOICE C,TRANSF,0,0,"50.000,00"
352,24/8/2021,343,MACRO BANK,BAN MAC S.A,767234,PRICE,TRANSF,0,0,"189.250,00"
353,24/8/2021,343,FUELS AND LUBRICANTS,MIL S.R,4600004245,RECEIPT,VW TIGUAN/2018,0,0,"5.597,23"
354,24/8/2021,343,OTHER EXPENSES,MIN DE SAL,100036908,CHECK,"CASTRO HEALTH CARD, NESTOR GABRIEL",0,0,400
355,24/8/2021,343,EXPENDITURES BY GESTORIA,RAP,0,TICKET,LEAVE DOCUMENTATION MS.,"86,90","23,1",110
356,24/8/2021,343,EXPENDITURES BY GESTORIA,RAP,0,INVOICE C,WITHDRAW DOCUMENTATION DR,0,0,250
357,25/8/2021,344,MACRO BANK,BAN MAC S.A,7801,RECEIPT,TRANSF,0,0,"45.866,00"
358,25/8/2021,344,OTHER EXPENSES,CRU WAL -,0,RECEIPT,GARDINERY WORKS MONTH AUGUST/2021,0,0,"1.600,00"
359,25/8/2021,344,OTHER EXPENSES,MIN DE SAL,100037069,BANK DEPOSIT,GUTIERREZ LEONARDO JOSE HEALTH CARD,0,0,400
360,25/8/2021,344,OTHER EXPENSES,MIN DE SAL,100037068,RECEIPT,"VAZQUEZ HEALTH CARD, RODRIGO EDUARDO",0,0,400
361,25/8/2021,344,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692007,SALE PURCHASE TICKET,FORD FIESTA PJW721,"5530,00",1470,"7.000,00"
362,26/8/2021,345,MACRO BANK,BAN MAC S.A,1073127,INVOICE B,"HUMAN DEPOSIT, LEONOR","323900,00",86100,"410.000,00"
363,26/8/2021,345,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,PROCEDURES VS.,"79568,80","21151,2","100.720,00"
364,26/8/2021,345,OTHER EXPENSES,MIN DE SAL,100037199,PRICE,"VILTE HEALTH CARD, GADRA",0,0,400
365,26/8/2021,345,OTHER EXPENSES,MIN DE SAL,100037210,INVOICE A,"FIAD HEALTH CARD, CARLOS ALBERTO","316,00",84,400
366,26/8/2021,345,FUELS AND LUBRICANTS,PER HER S.R,300049293,THIRD CHECK,VW TIGUAN IWE875,0,0,"1.000,00"
367,26/8/2021,345,FUELS AND LUBRICANTS,PER HER S.R,300049294,TICKET,RENAULT CLIO ORB981,"790,00",210,"1.000,00"
368,26/8/2021,345,FUELS AND LUBRICANTS,PER HER S.R,100000073,INVOICE A,FORD ECOSPORT AC627UF,"790,00",210,"1.000,00"
369,26/8/2021,345,"WATER, LIGHT, TELEPHONE, GAS",VIL GER,0,TICKET,50% PERSONAL CELL SCHOOL AUGUST/21,"371,30","98,7",470
370,27/8/2021,346,FUELS AND LUBRICANTS,G N C,3500019818,INVOICE B,CRUZE NAFTA 0 KM,"790,01","210,0021","1.000,01"
371,27/8/2021,346,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,GESTORY EXPENSES,"3377,25","897,75","4.275,00"
372,27/8/2021,346,EXPENDITURES BY GESTORIA,GES,0,INVOICE A,DRUG HOLD OF CEDULA,"158,00",42,200
373,27/8/2021,346,AUTOMOTIVE PREPARATION AND OFFICE,MAR BOS POL,0,INVOICE A,POLARIZED CHEVROLET CRUZE 0KM,"7505,00",1995,"9.500,00"
374,27/8/2021,346,FUELS AND LUBRICANTS,PER HER S.R,300049318,BANK DEPOSIT,NAFTA STRADA NVX-144 NAFTA,0,0,"1.000,00"
375,27/8/2021,346,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,300002707,INVOICE A,RTV RENAULT CLIO ORB-981,"1738,01","462,0021","2.200,01"
376,28/8/2021,347,SANTADER RIO BANK,BAN SAN,2010,THIRD CHECK,"DEPOSIT 08/27/21 CAYO, ARIEL GERARDO",0,0,"18.500,00"
