,Corporation,Shop,Supplier,Payment Type,Date Issue,Number,Invoice,Partial amount,Total Amount,Tag,Group,Status,Paid Status
155,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,03/01/2023,0001-00015776,Recibo,1200,1200,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
156,Con culpas S.A.S.,CDLM 1,M R ( - M R,Contado,03/01/2023,0001-00015774,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
157,Con culpas S.A.S.,CDLM 4,A S ( - G B,Contado,03/01/2023,0093-00000856,Fact. A,"816,53","816,53",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
158,Con culpas S.A.S.,CDLM 4,A N R ( - A N R,Contado,03/01/2023,0004-00003967,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
159,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,03/01/2023,0003-00008686,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
160,Con culpas S.A.S.,CDLM 1,J C C ( - J C,Contado,03/01/2023,0001-00015772,Recibo,4000,4000,Limpieza,Limpieza,Cerrado,PAGADA
161,Con culpas S.A.S.,CDLM 6,M M ( - L A S M R,Contado,03/01/2023,0006-00001067,Recibo,400,400,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
162,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,03/01/2023,0005-00009057,Recibo,10500,10500,Empleado Eventual,Sueldos,Cerrado,PAGADA
163,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,03/01/2023,3645-00000648,Fact. A,"649,63","649,63",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
164,Con culpas S.A.S.,CDLM 6,M F R ( - J S,Contado,03/01/2023,0001-00000943,Fact. C,43750,43750,Bebidas sin Alcohol,Bebidas,Cerrado,PAGADA
165,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,03/01/2023,0001-00015775,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
166,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,03/01/2023,0013-00018434,Fact. A,"2000,01","2000,01",Combustible,Flete,Cerrado,PAGADA
167,Con culpas S.A.S.,CDLM 6,O C ( - F Y V,Contado,03/01/2023,0002-00002222,Recibo,28400,28400,Verduleria,Frutas y Verduras,Cerrado,PAGADA
168,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,03/01/2023,0005-00009055,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
169,Con culpas S.A.S.,CDLM 6,L L S ( - L B D J,Contado,03/01/2023,0050-00010191,Fact. A,"18078,06","18078,06",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
170,Con culpas S.A.S.,CDLM 6,M L E ( - L,Cta Cte,03/01/2023,0003-00001322,Fact. A,"40199,89","40199,89",Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
171,Con culpas S.A.S.,CDLM 2,B C O ( - I D,Cta Cte,03/01/2023,0010-00000196,Fact. A,"158339,39","158339,39",Empanados,Almacen,Cerrado,PAGADA
172,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,03/01/2023,0003-00022095,Fact. A,"123703,1","123703,1",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
173,Con culpas S.A.S.,CDLM 2,H S ( - H,Cta Cte,03/01/2023,0009-00208252,Fact. A,"53528,08","53528,08",Bebidas,Bebidas,Cerrado,PAGADA
174,Con culpas S.A.S.,CDLM 6,M S ( - M S,Cta Cte,03/01/2023,0002-00051686,Fact. A,"7435,06","7435,06",Almacen,Almacen,Cerrado,PAGADA
175,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,03/01/2023,0018-00002289,Fact. A,"120733,32","120733,32",Papas Congeladas,Almacen,Cerrado,PAGADA
176,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,03/01/2023,0018-00002288,Fact. A,"617879,97","617879,97",Papas Congeladas,Almacen,Cerrado,PAGADA
177,Con culpas S.A.S.,CDLM 3,I L ( - I L,Contado,03/01/2023,0003-00008684,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
178,Con culpas S.A.S.,CDLM 4,B G ( - B G,Contado,03/01/2023,0004-00003965,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
179,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,03/01/2023,0003-00008680,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
180,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,03/01/2023,0003-00008683,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
181,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,03/01/2023,0003-00008682,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
182,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,03/01/2023,0003-00008685,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
183,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,03/01/2023,0003-00008679,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
184,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,03/01/2023,0005-00009052,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
185,Con culpas S.A.S.,CDLM 2,G V ( - G V,Contado,03/01/2023,0005-00009053,Recibo,4000,4000,Verduleria,Frutas y Verduras,Cerrado,PAGADA
186,Con culpas S.A.S.,CDLM 2,M S ( - M,Cta Cte,03/01/2023,0002-00023689,Fact. A,81070,81070,Descartables,Descartables,Cerrado,PAGADA
187,Con culpas S.A.S.,CDLM 3,H S ( - H,Cta Cte,03/01/2023,0009-00208251,Fact. A,"47593,9","47593,9",Bebidas,Bebidas,Cerrado,PAGADA
188,Con culpas S.A.S.,CDLM 2,C S ( - E / J / V,Contado,03/01/2023,4965-00065988,Ticket,"1600,2","1600,2",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
189,Con culpas S.A.S.,CDLM 6,L S ( - I,Cta Cte,03/01/2023,0013-00028948,Fact. A,"5939,95","5939,95",Bebidas sin Alcohol,Bebidas,Cerrado,PAGADA
190,Con culpas S.A.S.,CDLM 2,M S ( - M S,Cta Cte,03/01/2023,0002-00051706,Fact. A,"17336,59","17336,59",Almacen,Almacen,Cerrado,PAGADA
191,Con culpas S.A.S.,CDLM 2,C J F E ( - G,Contado,03/01/2023,0002-00011533,Fact. A,4235,4235,Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
192,Con culpas S.A.S.,CDLM 2,N A S ( - A,Cta Cte,03/01/2023,0002-00021010,Fact. A,"165974,8","165974,8",Limpieza,Limpieza,Cerrado,PAGADA
193,Con culpas S.A.S.,CDLM 5,C N A ( - C N A,Cta Cte,03/01/2023,0001-00000286,Fact. A,19360,19360,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
194,Con culpas S.A.S.,CDLM 1,O R D ( - O D,Cta Cte,04/01/2023,0167-00026102,Fact. A,"66217,88","66217,88",Almacen,Almacen,Cerrado,PAGADA
195,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,04/01/2023,0005-00000906,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
196,Con culpas S.A.S.,CDLM 5,E R ( - E R,Contado,04/01/2023,0005-00000246,Recibo,2500,2500,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
197,Con culpas S.A.S.,CDLM 2,A S ( - G B,Cta Cte,04/01/2023,0082-00010645,Fact. A,"93152,12","93152,12",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
198,Con culpas S.A.S.,CDLM 2,A S ( - G B,Cta Cte,04/01/2023,0082-00010646,Fact. A,"30947,89","30947,89",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
199,Con culpas S.A.S.,CDLM 2,A A E I S ( - A,Cta Cte,04/01/2023,0015-00014616,Fact. A,"371847,27","371847,27",Aceite,Almacen,Cerrado,PAGADA
200,Con culpas S.A.S.,CDLM 2,A S ( - G B,Cta Cte,04/01/2023,0082-00000588,N/Cred. A,"-14267,7","-14267,7",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
201,Con culpas S.A.S.,CDLM 3,K S ( - P E R,Cta Cte,04/01/2023,0023-00003494,Fact. A,"3816,18","3816,18",Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
202,Con culpas S.A.S.,CDLM 1,M R ( - M R,Contado,04/01/2023,0001-00015783,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
203,Con culpas S.A.S.,CDLM 1,F C A ( - F C A,Contado,04/01/2023,0001-00015785,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
204,Con culpas S.A.S.,CDLM 2,N L ( - N L,Contado,04/01/2023,0005-00009067,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
205,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,04/01/2023,0005-00009069,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
206,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,04/01/2023,0005-00009068,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
207,Con culpas S.A.S.,CDLM 1,N C M ( - N C M,Contado,04/01/2023,0001-00015784,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
208,Con culpas S.A.S.,CDLM 6,C C C ( - L S,Contado,04/01/2023,0006-00001076,Recibo,26950,26950,Limpieza,Limpieza,Cerrado,PAGADA
209,Con culpas S.A.S.,CDLM 6,R C A L J S ( - L J A,Cta Cte,04/01/2023,0004-00150125,Fact. A,"87901,84","87901,84",Empanados,Almacen,Cerrado,PAGADA
210,Con culpas S.A.S.,CDLM 6,R A D ( - R A D,Contado,04/01/2023,0002-00000258,Fact. C,17380,17380,Panaderia,Panaderia,Cerrado,PAGADA
211,Con culpas S.A.S.,La Embajada,R C L I ( - T O,Contado,04/01/2023,0001-00000000,Fact. A,"19439,36","19439,36",Materiales Construccion,Inversion,Cerrado,PAGADA
212,Con culpas S.A.S.,CDLM 6,L L S ( - L B D J,Contado,04/01/2023,0050-00010225,Fact. A,"6066,98","6066,98",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
213,Con culpas S.A.S.,CDLM 4,G B ( - G B,Contado,04/01/2023,0093-00000858,Fact. A,"387,85","387,85",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
214,Con culpas S.A.S.,CDLM 6,J S ( - J,Cta Cte,04/01/2023,0006-00398452,Fact. A,"47765,92","47765,92",Bebidas,Bebidas,Cerrado,PAGADA
215,Con culpas S.A.S.,CDLM 4,Z S ( - Z S,Cta Cte,04/01/2023,0005-00252457,Fact. A,"46506,33","46506,33",Bebidas,Bebidas,Cerrado,PAGADA
216,Con culpas S.A.S.,CDLM 4,A R ( - A R,Contado,04/01/2023,0004-00003968,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
217,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,04/01/2023,0003-00008698,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
218,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,04/01/2023,0001-00015778,Fact. C,1200,1200,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
219,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,04/01/2023,0003-00008699,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
220,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,04/01/2023,0004-00003976,Recibo,1000,1000,Empleado Eventual,Sueldos,Cerrado,PAGADA
221,Con culpas S.A.S.,CDLM 1,J C C ( - J C,Contado,04/01/2023,0001-00015779,Recibo,1000,1000,Limpieza,Limpieza,Cerrado,PAGADA
222,Con culpas S.A.S.,CDLM 5,C S ( - E / J / V,Contado,04/01/2023,0005-00000038,Fact. A,"1466,98","1466,98",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
223,Con culpas S.A.S.,CDLM 4,F N M ( - F N M,Cta Cte,04/01/2023,0002-00001788,Fact. A,84700,84700,Alquiler,Alquiler y Expensas,Cerrado,PAGADA
224,Con culpas S.A.S.,CDLM 4,F N M ( - F N M,Cta Cte,04/01/2023,0002-00001789,Fact. A,"35139,61","35139,61",Alquiler,Alquiler y Expensas,Cerrado,PAGADA
225,Con culpas S.A.S.,CDLM 4,E R ( - E R,Contado,04/01/2023,0004-00003970,Recibo,2500,2500,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
226,Con culpas S.A.S.,CDLM 6,T D S ( - T D,Cta Cte,04/01/2023,0005-00025966,Fact. A,"59034,28","59034,28",Almacen,Almacen,Cerrado,PAGADA
227,Con culpas S.A.S.,CDLM 3,I L ( - I L,Contado,04/01/2023,0003-00008691,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
228,Con culpas S.A.S.,CDLM 3,M G ( - M G,Contado,04/01/2023,0003-00008690,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
229,Con culpas S.A.S.,CDLM 3,J C C ( - J C,Contado,04/01/2023,0003-00008692,Recibo,2000,2000,Limpieza,Limpieza,Cerrado,PAGADA
230,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,04/01/2023,0004-00003971,Recibo,1200,1200,Empleado Eventual,Sueldos,Cerrado,PAGADA
231,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,04/01/2023,0014-00030233,Fact. A,"3499,98","3499,98",Combustible,Flete,Cerrado,PAGADA
232,Con culpas S.A.S.,CDLM 1,B J D ( - B J D,Contado,04/01/2023,0001-00015780,Recibo,12000,12000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
233,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,04/01/2023,0004-00003975,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
234,Con culpas S.A.S.,CDLM 2,T D S ( - T D,Cta Cte,04/01/2023,0005-00025964,Fact. A,"111878,9","111878,9",Almacen,Almacen,Cerrado,PAGADA
235,Con culpas S.A.S.,CDLM 6,I G ( - I G,Contado,04/01/2023,0006-00001073,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
236,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,04/01/2023,0006-00001074,Recibo,1160,1160,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
237,Con culpas S.A.S.,CDLM 6,I S ( - T,Contado,04/01/2023,0006-00001075,Recibo,3200,3200,Hielo,Bebidas,Cerrado,PAGADA
238,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,04/01/2023,0003-00008696,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
239,Con culpas S.A.S.,CDLM 4,J B ( - J B,Contado,04/01/2023,0004-00003969,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
240,Con culpas S.A.S.,CDLM 5,A 8 ( - S D T,Contado,04/01/2023,0005-00000245,Recibo,600,600,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
241,Con culpas S.A.S.,CDLM 1,S E Q ( - S E Q,Contado,04/01/2023,0001-00015781,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
242,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,04/01/2023,0001-00015782,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
243,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,04/01/2023,0002-00009063,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
244,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,04/01/2023,0002-00009064,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
245,Con culpas S.A.S.,CDLM 2,A S ( - K - C D C,Contado,04/01/2023,0002-00009065,Recibo,800,800,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
246,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,04/01/2023,0006-00001072,Recibo,1740,1740,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
247,Con culpas S.A.S.,CDLM 6,I G ( - I G,Contado,04/01/2023,0006-00001070,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
248,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,04/01/2023,0006-00043263,Ticket,1005,1005,Almacen,Almacen,Cerrado,PAGADA
249,Con culpas S.A.S.,CDLM 6,E S ( - A U,Contado,04/01/2023,0006-00001071,Recibo,1400,1400,Combustible,Flete,Cerrado,PAGADA
250,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,04/01/2023,0004-00003972,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
251,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,04/01/2023,0002-00009031,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
252,Con culpas S.A.S.,CDLM 4,B G ( - B G,Contado,04/01/2023,0004-00003973,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
253,Con culpas S.A.S.,CDLM 4,J B ( - J B,Contado,04/01/2023,0004-00003974,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
254,Con culpas S.A.S.,CDLM 3,B J L ( - F S M S,Contado,04/01/2023,0003-00003111,Fact. A,4250,4250,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
255,Con culpas S.A.S.,CDLM 3,D C J ( - T M,Contado,04/01/2023,0003-00008693,Recibo,1800,1800,Almacen,Almacen,Cerrado,PAGADA
256,Con culpas S.A.S.,CDLM 3,C E ( - C E,Contado,04/01/2023,0003-00008697,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
257,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,04/01/2023,0003-00008694,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
258,Con culpas S.A.S.,CDLM 1,L S S - N ( - E C D L M B A - N,Contado,04/01/2023,0003-00002750,Recibo,285750,285750,Marketing e Indumentaria,Inversion,Cerrado,PAGADA
259,Con culpas S.A.S.,CDLM 2,W S ( - W S,Contado,04/01/2023,0013-00007708,Fact. A,"2000,05","2000,05",Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
260,Con culpas S.A.S.,CDLM 2,F G D ( - S L P,Contado,04/01/2023,0014-00030190,Fact. A,3000,3000,Combustible,Flete,Cerrado,PAGADA
261,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,04/01/2023,0002-00009060,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
262,Con culpas S.A.S.,CDLM 4,E ( - E,Contado,04/01/2023,0003-01485388,Fact. A,138506,138506,Servicios,Servicios y Honorarios,Cerrado,PAGADA
263,Con culpas S.A.S.,La Embajada,D J O ( - F C,Contado,04/01/2023,0008-00009075,Fact. A,3400,3400,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
264,Con culpas S.A.S.,CDLM 3,A P G ( - A P G,Contado,04/01/2023,0003-00008695,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
265,Con culpas S.A.S.,CDLM 1,D S ( - D,Cta Cte,05/01/2023,0003-00399223,Fact. A,"25740,86","25740,86",Bebidas,Bebidas,Cerrado,PAGADA
266,Con culpas S.A.S.,La Embajada,H S ( - H 1,Cta Cte,05/01/2023,0061-00012977,Fact. A,47299,47299,Materiales Construccion,Inversion,Cerrado,PAGADA
267,Con culpas S.A.S.,CDLM 3,I D ( - I D,Contado,05/01/2023,0003-00006364,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
268,Con culpas S.A.S.,CDLM 4,G B ( - G B,Contado,05/01/2023,0093-00000859,Fact. A,"576,67","576,67",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
269,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,05/01/2023,0003-00008700,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
270,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,05/01/2023,0005-00009070,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
271,Con culpas S.A.S.,CDLM 2,A 8 ( - S D T,Contado,05/01/2023,0005-00009071,Recibo,1700,1700,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
272,Con culpas S.A.S.,CDLM 3,F O A ( - M P,Contado,05/01/2023,0003-00000376,Fact. A,"7503,21","7503,21",Descartables,Descartables,Cerrado,PAGADA
273,Con culpas S.A.S.,CDLM 3,O M S ( - P,Cta Cte,05/01/2023,0005-00003992,Fact. A,"5244,65","5244,65",Alquiler,Alquiler y Expensas,Cerrado,PAGADA
274,Con culpas S.A.S.,CDLM 4,E R ( - E R,Contado,05/01/2023,0004-00003977,Recibo,2500,2500,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
275,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,05/01/2023,0004-00003978,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
276,Con culpas S.A.S.,CDLM 1,D S S ( - G B,Contado,05/01/2023,0096-00000621,Fact. A,"1176,53","1176,53",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
277,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,05/01/2023,1365-00000921,Fact. A,"1543,24","1543,24",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
278,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,05/01/2023,0004-00003979,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
279,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,05/01/2023,0014-00030313,Fact. A,"3499,98","3499,98",Combustible,Flete,Cerrado,PAGADA
280,Con culpas S.A.S.,CDLM 3,R P ( - M A S,Contado,05/01/2023,0003-00006363,Recibo,3900,3900,Empanados,Almacen,Cerrado,PAGADA
281,Con culpas S.A.S.,CDLM 2,M S ( - E C D L M,Cta Cte,05/01/2023,0009-00000296,Fact. A,"1227023,82","1227023,82",Empanados,Almacen,Cerrado,PAGADA
282,Con culpas S.A.S.,CDLM 2,M S ( - E C D L M,Cta Cte,05/01/2023,0009-00000312,Fact. A,"200010,17","200010,17",Empanados,Almacen,Cerrado,PAGADA
283,Con culpas S.A.S.,CDLM 3,A P G ( - A P G,Contado,05/01/2023,0003-00006365,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
284,Con culpas S.A.S.,CDLM 3,M G ( - M G,Contado,05/01/2023,0003-00006366,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
285,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,05/01/2023,0003-00006367,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
286,Con culpas S.A.S.,CDLM 1,A E D ( - K K,Contado,05/01/2023,0001-00015786,Recibo,500,500,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
287,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,05/01/2023,0001-00015788,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
288,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,05/01/2023,0001-00015789,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
289,Con culpas S.A.S.,CDLM 6,G B ( - G B,Contado,05/01/2023,0006-00001078,Recibo,1850,1850,Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
290,Con culpas S.A.S.,CDLM 6,M M ( - L A S M R,Contado,05/01/2023,0006-00001077,Recibo,1100,1100,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
291,Con culpas S.A.S.,CDLM 2,A S ( - K - C D C,Contado,05/01/2023,0002-00009072,Recibo,600,600,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
292,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,05/01/2023,0002-00009073,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
293,Con culpas S.A.S.,CDLM 1,B J L ( - F S M S,Contado,05/01/2023,0003-00003116,Fact. A,5000,5000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
294,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,05/01/2023,0002-00009074,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
295,Con culpas S.A.S.,CDLM 2,N L ( - N L,Contado,05/01/2023,0002-00009075,Recibo,4600,4600,Empleado Eventual,Sueldos,Cerrado,PAGADA
296,Con culpas S.A.S.,CDLM 1,S E Q ( - S E Q,Contado,05/01/2023,0001-00015787,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
297,Con culpas S.A.S.,CDLM 2,C S ( - E / J / V,Contado,05/01/2023,4964-00085757,Ticket,"1200,2","1200,2",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
298,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,05/01/2023,0004-00003980,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
299,Con culpas S.A.S.,CDLM 4,J B ( - J B,Contado,05/01/2023,0004-00003981,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
300,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,05/01/2023,0004-00003982,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
301,Con culpas S.A.S.,CDLM 4,A N R ( - A N R,Contado,05/01/2023,0004-00003983,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
302,Con culpas S.A.S.,CDLM 1,E D S L P S ( - S - L P,Contado,05/01/2023,0014-00030346,Fact. A,"2000,01","2000,01",Combustible,Flete,Cerrado,PAGADA
303,Con culpas S.A.S.,CDLM 1,L M L ( - A C,Contado,05/01/2023,0001-00015790,Recibo,1200,1200,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
304,Con culpas S.A.S.,CDLM 5,E R ( - E R,Contado,05/01/2023,0005-00000247,Recibo,2500,2500,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
305,Con culpas S.A.S.,CDLM 1,M M ( - M M,Contado,05/01/2023,0001-00015791,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
306,Con culpas S.A.S.,CDLM 1,N C M ( - N C M,Contado,05/01/2023,0001-00015793,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
307,Con culpas S.A.S.,CDLM 1,F C A ( - F C A,Contado,05/01/2023,0001-00015794,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
308,Con culpas S.A.S.,CDLM 1,J L ( - J L,Contado,05/01/2023,0001-00015795,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
309,Con culpas S.A.S.,CDLM 3,I L ( - I L,Contado,05/01/2023,0003-00006370,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
310,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,05/01/2023,0003-00006371,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
