Item,Date,Month,Year,Payment_method,Operation_number,,,Bill_number,Article,Description,Colour,Quantity,Price,Total,Shipping_income,Shipping_outcome,Comision,Extras,CMV,Net_gain,Shipping_method,Province,CP,Status
143,16/7/2022,7,2022,MP,200000363357926,,,1477,8500,Nordic candle,Natural,1,2290,2290,0,0,"357,7",0,1213,"1932,3",Particular,Buenos Aires,8183,Leave them at home in a bag
144,16/7/2022,7,2022,MP,200000363357927,,,1478,8500,Nordic candle,Natural,2,2290,4580,0,0,"715,4",0,2426,"3864,6",Particular,Buenos Aires,1425,Leave them at home in a bag
145,16/7/2022,7,2022,MP,200000363357998,,,1479,1124T,2 Squares Tusor,Hazelnut,1,17290,17290,0,"1372,49","2420,6",0,8583,"13496,91",Particular,Buenos Aires,1806,Leave them at home in a bag
146,16/7/2022,7,2022,MP,200000363357999,,,1480,8500,Nordic candle,Natural,1,1990,1990,0,0,"96,12",0,1213,"1893,88",Other,buenos aires,1002,Leave them at home in a bag
147,16/7/2022,7,2022,MP,200000363357928,,,1481,8500,Nordic candle,Natural,2,2290,4580,0,0,"715,4",0,2426,"3864,6",Particular,Buenos Aires,1834,Leave them at home in a bag
148,16/7/2022,7,2022,MP,200000363357929,,,1482,8500,Nordic candle,Natural,3,2290,6870,0,,"1073,1",0,3639,"5796,9",Particular,Buenos Aires,6070,Leave them at home in a bag
149,17/7/2022,7,2022,MP,200000363358002,,,1483,8500,Nordic candle,Natural,1,2290,2290,"859,49","859,49","357,7",0,1213,"1932,3",Particular,buenos aires,8105,Leave them at home in a bag
150,17/7/2022,7,2022,MP,200000363358003,,,1484,8500,Nordic candle,Natural,1,1990,1990,"809,99","809,99","96,12",0,1213,"1893,88",Particular,Buenos Aires,1209,Leave them at home in a bag
154,18/7/2022,7,2022,MP,200000363358010,,,1487,8500,Nordic candle,Natural,1,2290,2290,"638,99","638,99","357,7",0,1213,"1932,3",Particular,Buenos Aires,1431,Extra by Santa Fe taxes
156,18/7/2022,7,2022,MP,200000363357933,,,1489,8500,Nordic candle,Natural,2,2290,4580,"296,99","296,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1429,Extra by Santa Fe taxes
157,18/7/2022,7,2022,MP,200000363358008,,,1490,8500,Nordic candle,Natural,1,2290,2290,"525,24","525,24","357,7",0,1213,"1932,3",Particular,Buenos Aires,7600,Extra by Santa Fe taxes
159,18/7/2022,7,2022,MP,200000363357935,,,1492,8500,Nordic candle,Natural,2,2290,4580,0,0,"715,4",0,2426,"3864,6",Particular,Buenos Aires,1648,Extra by Santa Fe taxes
153,18/7/2022,7,2022,MP,200000363357931,,,1486,8500,Nordic candle,Natural,1,2290,2290,0,0,"357,7","103,05",1213,"1829,25",Particular,Cordoba,2580,Leave them at home in a bag
155,18/7/2022,7,2022,MP,200000363357932,,,1488,8500,Nordic candle,Natural,2,2290,4580,"486,99","486,99","715,4","206,1",2426,"3658,5",Particular,Santa Fe,2136,Leave them at home in a bag
151,18/7/2022,7,2022,TR,200000363358873,,,1485,1114,1/2 Gabardina/Pique Square,Rainbow,2,10000,20000,640,640,0,0,12420,20000,Mail,Buenos Aires,1900,"Reason for the extra, retention of Santa Fe"
152,18/7/2022,7,2022,MP,200000363357930,,,1485,8500,Nordic candle,Natural,1,2290,2290,"525,24","525,24","357,7",0,1213,"1932,3",Particular,Santa Fe,3023,"Reason for the extra, retention of Santa Fe"
158,18/7/2022,7,2022,MP,200000363357934,,,1491,8500,Nordic candle,Natural,2,2290,4580,"831,99","831,99","715,4",0,2426,"3864,6",Particular,La Pampa,8206,Retention imposed by Santa Fe taxes
160,19/7/2022,7,2022,MP,200000363358012,,,1493,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,"779,99","778,7",0,3020,"4431,31",Particular,Buenos Aires,7600,Extra by Santa Fe taxes
162,19/7/2022,7,2022,MP,200000363358014,,,1495,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"779,99","779,99","778,7",0,3020,"5211,3",Particular,Buenos Aires,7609,Extra by Santa Fe taxes
163,19/7/2022,7,2022,MP,200000363358016,,,1496,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"779,99","779,99","778,7",0,3020,"5211,3",Particular,Buenos Aires,1050,Extra by Santa Fe taxes
165,19/7/2022,7,2022,MP,200000363358018,,,1498,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"830,99","1610,98","778,7",0,3020,"4431,31",Particular,Río Negro,8400,Extra by Cordoba taxes
164,19/7/2022,7,2022,MP,200000363357936,,,1497,8500,Nordic candle,Natural,2,2290,4580,"296,99","296,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1876,It is missing
166,19/7/2022,7,2022,MP,200000363358019,,,1499,8500,Nordic candle,Natural,1,2290,2290,"764,99","764,99","357,7","137,47",1213,"1794,83",Particular,Entre Ríos,3100,Retention imposed by Santa Fe taxes
161,19/7/2022,7,2022,MP,200000363358013,,,1494,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"830,99","1610,98","778,7",0,3020,"4431,31",Particular,Neuquén,8407,Retention imposed by Santa Fe taxes
168,20/7/2022,7,2022,EF,200000363358875,,,2289,3500,Nidito p/breaming pillow,Space,1,2100,2100,0,0,0,0,1169,2100,Withdrawal,Chubut,9001,It is missing
167,20/7/2022,7,2022,MP,200000363357937,,,1500,8500,Nordic candle,Natural,2,2290,4580,"486,99","486,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1890,Retention imposed by Santa Fe taxes
169,20/7/2022,7,2022,MP,200000363358023,,,1501,8500,Nordic candle,Natural,1,2290,2290,"638,99","638,99","357,7",0,1213,"1932,3",Particular,Buenos Aires,1653,Retention imposed by Santa Fe taxes
171,20/7/2022,7,2022,MP,200000363357940,,,1503,8500,Nordic candle,Natural,2,2290,4580,"296,99","296,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1822,Retention imposed by Santa Fe taxes
170,20/7/2022,7,2022,MP,200000363358024,,,1502,8500,Nordic candle,Natural,1,2290,2290,"1134,99","1134,99","357,7",0,1213,"1932,3",Particular,Neuquén,8370,Retention imposed by Santa Fe taxes
173,21/7/2022,7,2022,EF,200000363358877,,,2290,1124T,2 Squares Tusor,Lead,1,13200,13200,0,0,0,0,8583,13200,Withdrawal,Chubut,9001,It is missing
172,21/7/2022,7,2022,MP,200000363357941,,,1504,8500,Nordic candle,Natural,2,2290,4580,"296,99","296,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1429,Retention imposed by Santa Fe taxes
175,21/7/2022,7,2022,MP,200000363357942,,,1506,8500,Nordic candle,Natural,1,2290,2290,0,0,"357,7",0,1213,"1932,3",Other,Misiones,3334,Retention imposed by Santa Fe taxes
174,21/7/2022,7,2022,MP,200000363358027,,,1505,8500,Nordic candle,Natural,1,2290,2290,"859,45","859,45","357,7","141,73",1213,"1790,57",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
177,22/7/2022,7,2022,MP,200000363357943,,,1508,8500,Nordic candle,Natural,2,2290,4580,"296,99","296,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,1406,Retention imposed by Santa Fe taxes
176,22/7/2022,7,2022,MP,200000363358028,,,1507,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"779,99","779,99","778,7",0,3020,"5211,3",Particular,Entre Ríos,3164,Retention imposed by Santa Fe taxes
182,23/7/2022,7,2022,MP,200000363357944,,,1509,8500,Nordic candle,Natural,3,2290,6870,"542,99","542,99","1073,1",0,3639,"5796,9",Particular,Mendoza,5501,Extra by Mendoza taxes
179,23/7/2022,7,2022,EF,200000363358874,,,2288,3199,FILLING Pillow case 55 * 80,Natural,2,1200,2400,0,0,0,0,1582,2400,Withdrawal,Chubut,9001,It is missing
180,23/7/2022,7,2022,EF,200000363358876,,,2289,3008N,Pillow 45 * 45 Bee nest,Moss,2,1800,3600,0,0,0,0,2284,3600,Withdrawal,Chubut,9001,It is missing
181,23/7/2022,7,2022,EF,200000363358878,,,2290,1134T,2 1/2 Plazas Tusor,Mallow,1,16400,16400,0,0,0,0,10761,16400,Withdrawal,Chubut,9001,It is missing
178,23/7/2022,7,2022,EF,200000363358765,,,2245,3118T,Cover 55 * 80 Tusor Print,Beige line,2,2000,4000,0,0,0,0,2636,4000,Withdrawal,Buenos Aires,1727,Paid
183,23/7/2022,7,2022,MP,200000363357945,,,1510,8500,Nordic candle,Natural,2,2290,4580,"486,99","486,99","715,4",0,2426,"3864,6",Particular,Buenos Aires,7600,Retention imposed by Santa Fe taxes
184,23/7/2022,7,2022,MP,200000363358030,,,1511,8500,Nordic candle,Natural,1,2290,2290,"728,99","728,99","357,7",0,1213,"1932,3",Particular,Buenos Aires,1405,Retention imposed by Santa Fe taxes
185,23/7/2022,7,2022,MP,200000363358031,,,1512,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,"779,99","778,7",0,3020,"4431,31",Particular,Buenos Aires,1684,Retention imposed by Santa Fe taxes
186,23/7/2022,7,2022,MP,200000363358032,,,1513,1124t,2 Squares Tusor,Silver,1,17290,17290,0,"969,99","2420,6",0,8583,"13899,41",Particular,Tucumán,4107,Retention imposed by Santa Fe taxes
187,25/7/2022,7,2022,MP,200000363358035,,,1514,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,"779,99","778,7",0,3020,"4431,31",Particular,Buenos Aires,7609,Retention imposed by Santa Fe taxes
189,26/7/2022,7,2022,EF,200000363358879,,,2291,1124t,2 Squares Tusor,Mallow,1,13200,13200,0,0,0,0,8583,13200,Withdrawal,Chubut,9001,It is missing
190,26/7/2022,7,2022,EF,200000363358881,,,2292,3110t,Case 55 * 80 tusor,Moss,2,1900,3800,0,0,0,0,2500,3800,Withdrawal,Chubut,9001,It is missing
191,26/7/2022,7,2022,MP,200000363357946,,,1515,5503,Puff ultra soft Ø 40,Natural,2,5990,11980,0,"1559,99","1557,4",0,6040,"8862,61",Particular,Buenos Aires,1427,Retention imposed by Santa Fe taxes
188,26/7/2022,7,2022,TR,200000363358766,,,1515,1114,1/2 Gabardina/Pique Square,Rainbow,1,10000,10000,650,650,0,0,6210,10000,Mail,Cordoba,2419,Retention imposed by Santa Fe taxes
192,27/7/2022,7,2022,MP,200000363358036,,,1516,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,"830,99","1610,8","778,7",0,3020,"4431,49",Particular,La Pampa,6303,Varied
193,28/7/2022,7,2022,MP,200000363357948,,,1517,5503,Puff ultra soft Ø 40,Natural,2,5990,11980,0,"1559,99","1557,4",0,6040,"8862,61",Particular,Buenos Aires,1427,Retention imposed by Santa Fe taxes
194,29/7/2022,7,2022,TR,200000363358883,,,1518,1014,Gabardina/Pique Square,Blue Star,1,7600,7600,400,650,0,0,4715,7350,Mail,Misiones,3334,Retention imposed by Santa Fe taxes
195,1/8/2022,8,2022,MP,200000363358037,,,1518,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,1045,"778,7",0,3020,"4166,3",Particular,Cordoba,5829,Retention imposed by Santa Fe taxes
196,6/8/2022,8,2022,MP,200000363358043,,,1519,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,1141,2186,"778,7",0,3020,"4166,3",Particular,Neuquén,8300,Retention imposed by Santa Fe taxes
197,7/8/2022,8,2022,MP,200000363358046,,,1520,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,1045,"778,7",0,3020,"4166,3",Particular,Buenos Aires,1881,Retention imposed by Santa Fe taxes
198,7/8/2022,8,2022,MP,200000363358047,,,1521,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,1045,"778,7",0,3020,"4166,3",Particular,Buenos Aires,1640,Retention imposed by Santa Fe taxes
199,8/8/2022,8,2022,MP,200000363358052,,,1522,5503,Puff ultra soft Ø 40,Natural,1,5990,5990,0,1045,"778,7",0,3020,"4166,3",Particular,Buenos Aires,1900,Retention imposed by Santa Fe taxes
201,9/8/2022,8,2022,MP,200000363358880,,,2291,14134,Nordic case 2 1/2 Tusor Square,Silver,1,15300,15300,0,0,0,0,10372,15300,Mail,Buenos Aires,1727,It is missing
202,9/8/2022,8,2022,MP,200000363358882,,,2292,3008T,Pillow 45 * 45 Tusor,Pink,1,2000,2000,0,0,0,0,1313,2000,Mail,Buenos Aires,1727,It is missing
203,9/8/2022,8,2022,MP,200000363358884,,,2293,3008T,Pillow 45 * 45 Tusor,Silver,1,2000,2000,0,0,0,0,1313,2000,Mail,Buenos Aires,1727,Leave them at home in a bag
200,9/8/2022,8,2022,MP,200000363358767,,,2246,14114,Nordic case 1 1/2 Plaza Tusor,Pink,1,9800,9800,640,1082,0,0,6612,9358,Mail,Buenos Aires,1727,Paid
205,9/8/2022,8,2022,MP,200000363358057,,,1523,1124T,2 Squares Tusor,Mallow,1,17290,17290,0,"1894,99","2420,6",0,9871,"12974,41",Particular,Caba,1189,Retention imposed by Santa Fe taxes
204,9/8/2022,8,2022,MP,200000363358768,,,2246,5523,Ultra Soft Almohadon 35 x 50,Natural,1,2200,2200,0,0,0,0,1482,2200,Mail,Buenos Aires,1727,Saturday morning
208,10/8/2022,8,2022,EF,200000363358889,,,2295,3110T,Case 55 * 80 tusor,Silver,2,2200,4400,0,0,0,0,2876,4400,Withdrawal,Chubut,9001,In stock
207,10/8/2022,8,2022,EF,200000363358887,,,2294,3199,FILLING Pillow case 55 * 80,Natural,2,1400,2800,0,0,0,0,1820,2800,Withdrawal,Chubut,9001,It is missing
209,10/8/2022,8,2022,EF,200000363358769,,,2247,5513,Ultra Soft 50 x 50 pillow,Silver,1,2500,2500,0,0,0,0,1614,2500,Withdrawal,Buenos Aires,1727,Paid
206,10/8/2022,8,2022,TR,200000363358885,,,1524,1114T,1/2 tusor square,Silver,2,12400,24800,300,0,0,0,15420,25100,Other,San Luis,5881,Paid
210,10/8/2022,8,2022,MP,200000363358067,,,1524,5503,Puff ultra soft Ø 40,Natural,1,"5786,8","5786,8",0,1045,"752,28",0,3020,"3989,52",Particular,Buenos Aires,7600,Retention imposed by Santa Fe taxes
211,11/8/2022,8,2022,EF,200000363358886,,,2293,1114,1/2 Gabardina/Pique Square,Snow,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Chubut,9001,It is missing
212,11/8/2022,8,2022,EF,200000363358888,,,2294,1114,1/2 Gabardina/Pique Square,Calls,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Chubut,9001,It is missing
213,11/8/2022,8,2022,EF,200000363358890,,,2295,1114,1/2 Gabardina/Pique Square,Ocher acorn,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Santiago del Estero,4200,It is missing
215,11/8/2022,8,2022,EF,200000363358891,,,2296,1114,1/2 Gabardina/Pique Square,Dancers,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Santiago del Estero,4200,It is missing
216,11/8/2022,8,2022,EF,200000363358893,,,2296,1114,1/2 Gabardina/Pique Square,Tent and Zorrita,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Santiago del Estero,4200,It is missing
214,11/8/2022,8,2022,EF,200000363358770,,,2247,1114,1/2 Gabardina/Pique Square,Aqua and Rosa Estrella,1,8213,8213,0,0,0,0,7142,8213,Withdrawal,Buenos Aires,1727,Paid
217,15/8/2022,8,2022,MP,200000363358072,,,1525,5503,Puff ultra soft Ø 40,Natural,1,4131,4131,"1299,99","1299,99","199,53",0,3020,"3931,47",Particular,Caba,1425,Go for Buspack
218,16/8/2022,8,2022,MP,200000363358073,,,1526,1124T,2 Squares Tusor,Cigar,1,"18990,5","18990,5","2160,94","4055,93","2658,67",0,9871,"14436,84",Particular,Corrientes,3400,Paid
223,19/8/2022,8,2022,MP,200000363358075,,,1528,5503,Puff ultra soft Ø 40,Natural,1,"5786,8","5786,8",0,1045,"752,28",0,3020,"3989,52",Particular,Buenos Aires,6740,Go for Buspack
220,19/8/2022,8,2022,TR,200000363358771,,,1527,3199,FILLING Pillow case 55 * 80,Natural,2,1500,3000,0,0,0,0,1820,3000,Mail,Cordoba,5003,Go for Buspack
221,19/8/2022,8,2022,TR,200000363358892,,,1527,3110T,Case 55 * 80 tusor,Cigar,2,2400,4800,0,0,0,0,2876,4800,Mail,Cordoba,5003,Go for Buspack
222,19/8/2022,8,2022,TR,200000363358894,,,1527,3012T,Rectangular pillow 40 x 60 tusor stamped,Gray Raya,2,3000,6000,0,0,0,0,3544,6000,Mail,Cordoba,5003,Go for Buspack
219,19/8/2022,8,2022,TR,200000363358895,,,1527,1124T,2 Squares Tusor,Cigar,1,16000,16000,1400,1389,0,0,9871,16011,Mail,Cordoba,5003,"I already pay, you have to dispatch"
224,23/8/2022,8,2022,MP,200000363358085,,,1529,2000,Plaza sheets,Aqua and Rosa Estrella,1,5990,5990,0,"1284,99","289,32",0,3985,"4415,69",Particular,Neuquén,8353,Extra by Santa Fe taxes
225,23/8/2022,8,2022,MP,200000363357954,,,1530,3500,Nidito p/breaming pillow,Blue Star,1,2490,2490,"922,24","922,24","443,7",0,1344,"2046,3",Particular,Buenos Aires,6740,Go for Buspack
226,27/8/2022,8,2022,MP,200000363358089,,,1531,1124T,2 Squares Tusor,Sand,1,19990,19990,0,"1849,99","2798,6",0,9871,"15341,41",Particular,Mendoza,5620,Paid
227,29/8/2022,8,2022,MP,200000363357962,,,1532,5503,Puff ultra soft Ø 40,Lead,1,6290,6290,0,1045,"817,7",0,3020,"4427,3",Particular,Buenos Aires,6740,Go for Buspack
228,31/8/2022,8,2022,TR,200000363358896,,,1532,1114,1/2 Gabardina/Pique Square,Beige line,2,8800,17600,950,1389,0,0,14284,17161,Mail,Buenos Aires,6740,Go for Buspack
229,31/8/2022,8,2022,TR,200000363358772,,,1532,3008,Pillow 45 * 45 with cord,Beige line,2,1900,3800,950,"1634,27",0,0,2348,"3115,73",Mail,Buenos Aires,1727,Varied
230,1/9/2022,9,2022,MP,200000363358897,,,1533,1124T,2 Squares Tusor,Cigar,1,16800,16800,950,"537,66",0,0,9871,"17212,34",Mail,Buenos Aires,1828,Go for Buspack
233,6/9/2022,9,2022,MP,200000363358106,,,1534,8500,Nordic candle,Natural,1,2750,2750,"854,24","854,24","477,5",0,1386,"2272,5",Particular,Buenos Aires,1636,Go for Buspack
231,6/9/2022,9,2022,MP,200000363358899,,,2297,5503,Puff ultra soft Ø 40,Natural,1,3300,3300,0,0,0,0,3020,3300,Withdrawal,Santiago del Estero,4200,It is missing
232,6/9/2022,9,2022,MP,200000363358901,,,2298,5503,Puff ultra soft Ø 40,Natural,1,3300,3300,0,0,0,0,3020,3300,Withdrawal,Santiago del Estero,4200,It is missing
234,7/9/2022,9,2022,MP,200000363358111,,,1535,8500,Nordic candle,Natural,1,2750,2750,"854,24","854,24","477,5",0,1386,"2272,5",Particular,Caba,1406,Go for Buspack
235,8/9/2022,9,2022,MP,200000363357969,,,1536,5503,Puff ultra soft Ø 40,Lead,1,6290,6290,0,1045,"817,7",0,3020,"4427,3",Particular,Caba,1107,Go for Buspack
236,8/9/2022,9,2022,MP,200000363357968,,,1537,5503,Puff ultra soft Ø 40,Lead,1,6290,6290,0,1045,"817,7",0,3020,"4427,3",Particular,Caba,1107,"I already pay, you have to dispatch"
237,9/9/2022,9,2022,MP,200000363357971,,,1538,8500,Nordic candle,Natural,2,2750,5500,"294,99","294,99",955,0,2772,4545,Particular,Buenos Aires,1642,Now i pay
238,9/9/2022,9,2022,MP,200000363357972,,,1539,8500,Nordic candle,Natural,2,2750,5500,"529,99","529,99",955,"247,5",2772,"4297,5",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
239,9/9/2022,9,2022,MP,200000363357973,,,1539,8500,Nordic candle,Natural,2,2750,5500,"529,99","529,99",955,"247,5",2772,"4297,5",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
240,9/9/2022,9,2022,MP,200000363357974,,,2228,8500,Nordic candle,Natural,4,2750,11000,"529,99","529,99",1910,495,5544,8595,Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
241,11/9/2022,9,2022,MP,200000363357975,,,1540,8500,Nordic candle,Natural,2,2750,5500,0,0,955,0,2772,4545,Particular,Buenos Aires,8000,Retention imposed by Santa Fe taxes
242,11/9/2022,9,2022,MP,200000363357976,,,1541,8500,Nordic candle,Natural,2,2750,5500,"294,99","294,99",955,0,2772,4545,Particular,Caba,1425,Retention imposed by Santa Fe taxes
243,12/9/2022,9,2022,MP,200000363357977,,,1542,8500,Nordic candle,Natural,2,2750,5500,"529,99","529,99",955,0,2772,4545,Particular,Caba,2900,Retention imposed by Santa Fe taxes
245,13/9/2022,9,2022,EF,200000363358773,,,2248,1124T,2 Squares Tusor,Sand,4,11351,45404,0,0,0,0,39484,45404,Mail,Tucumán,4000,"2 in stock, I don't commission any"
249,13/9/2022,9,2022,EF,200000363358774,,,2248,1124T,2 Squares Tusor,Hazelnut,1,11351,11351,0,0,0,0,9871,11351,Mail,Tucumán,4000,"Canceled with mediation because I supposedly broken, I am not reputable"
258,13/9/2022,9,2022,MP,200000363358909,,,2302,3005T,Pillow 45 * 45 Tusor Print,Sand,1,2400,2400,0,0,0,0,1385,2400,Mail,Misiones,3334,Earring
259,13/9/2022,9,2022,MP,200000363358911,,,2303,3013T,Raw rectangular pillow,Sand,2,3000,6000,0,0,0,0,3546,6000,Mail,Buenos Aires,1727,I already pay everything
246,13/9/2022,9,2022,EF,200000363358898,,,2297,1124T,2 Squares Tusor,Cigar,1,11351,11351,0,0,0,0,9871,11351,Mail,Santiago del Estero,4200,It is missing
247,13/9/2022,9,2022,EF,200000363358900,,,2298,1124T,2 Squares Tusor,Lead,2,11351,22702,0,0,0,0,19742,22702,Mail,Santiago del Estero,4200,It is missing
248,13/9/2022,9,2022,EF,200000363358902,,,2299,1124T,2 Squares Tusor,Natural,1,11351,11351,0,0,0,0,9871,11351,Mail,Santiago del Estero,4200,It is missing
250,13/9/2022,9,2022,EF,200000363358903,,,2299,1134T,2 1/2 Plazas Tusor,Sand,4,14232,56928,0,0,0,0,49500,56928,Mail,Santiago del Estero,4200,Leave them at home in a bag
256,13/9/2022,9,2022,MP,200000363358908,,,2302,3005T,Pillow 45 * 45 Tusor Print,Mallow,1,2400,2400,0,0,0,0,1385,2400,Mail,Misiones,3334,Pause
257,13/9/2022,9,2022,MP,200000363358776,,,2249,3005T,Pillow 45 * 45 Tusor Print,Mallow,1,2400,2400,0,0,0,0,1385,2400,Mail,Misiones,3334,Pause
253,13/9/2022,9,2022,MP,200000363358775,,,2249,3118T,Cover 55 * 80 Tusor Print,Mallow,1,2600,2600,0,0,"781,92",0,1516,"1818,08",Mail,Misiones,3334,Relax
254,13/9/2022,9,2022,MP,200000363358904,,,2300,3118T,Cover 55 * 80 Tusor Print,Sand,1,2600,2600,0,0,0,0,1516,2600,Mail,Misiones,3334,Relax
251,13/9/2022,9,2022,EF,200000363358905,,,2300,1134T,2 1/2 Plazas Tusor,Cigar,2,14232,28464,0,0,0,0,24750,28464,Mail,Misiones,3334,Relax
255,13/9/2022,9,2022,MP,200000363358906,,,2301,3199,FILLING Pillow case 55 * 80,Natural,2,1600,3200,0,0,0,0,1820,3200,Mail,Misiones,3334,Relax
244,13/9/2022,9,2022,MP,200000363358124,,,1543,8500,Nordic candle,Natural,1,2750,2750,"1004,99","1004,99","477,5",0,1386,"2272,5",Particular,Buenos Aires,1646,Retention imposed by Santa Fe taxes
252,13/9/2022,9,2022,EF,200000363358907,,,2301,1134T,2 1/2 Plazas Tusor,Lead,2,14232,28464,0,0,0,0,24750,28464,Mail,Misiones,3334,Retention imposed by Santa Fe taxes
260,14/9/2022,9,2022,MP,200000363358125,,,1544,8500,Nordic candle,Natural,1,2750,2750,"1007,24","1007,24","477,5",0,1386,"2272,5",Particular,Buenos Aires,1900,Retention imposed by Santa Fe taxes
263,14/9/2022,9,2022,MP,200000363357981,,,1547,8500,Nordic candle,Natural,2,2750,5500,"294,99","294,99",955,0,2772,4545,Particular,Buenos Aires,1617,Retention imposed by Santa Fe taxes
265,14/9/2022,9,2022,MP,200000363358777,,,1549,14124,Nordic case 2 Tusor,Silver,1,15000,15000,700,537,"568,34",0,8824,"14594,66",Mail,Buenos Aires,1727,Retention imposed by Santa Fe taxes
266,14/9/2022,9,2022,MP,200000363358127,,,1550,5503,Puff ultra soft Ø 40,Lead,1,5890,5890,0,1045,"765,7",0,3020,"4079,3",Particular,Buenos Aires,7630,Retention imposed by Santa Fe taxes
261,14/9/2022,9,2022,MP,200000363358913,,,1545,8500,Nordic candle,Natural,2,2280,4560,"418,62",537,0,0,2772,"4441,62",Mail,Caba,1425,Retention imposed by Santa Fe taxes
262,14/9/2022,9,2022,MP,200000363358126,,,1546,8500,Nordic candle,Natural,1,2750,2750,"803,99","803,99","477,5",0,1386,"2272,5",Particular,Caba,1431,Retention imposed by Santa Fe taxes
264,14/9/2022,9,2022,MP,200000363357982,,,1548,8500,Nordic candle,Natural,2,2750,5500,"1334,99","1334,99",955,0,2772,4545,Particular,Jujuy,4600,Retention imposed by Santa Fe taxes
267,15/9/2022,9,2022,MP,200000363358128,,,1551,8500,Nordic candle,Natural,1,2750,2750,"1007,24","1007,24","477,5",0,1386,"2272,5",Particular,Buenos Aires,7167,Retention imposed by Santa Fe taxes
