Shop,Supplier,Date,Invoice Number,Supply,Quantity,Unit Price,Price,Tag
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0004-02012023,CIBULLET - ATADO,4,60,240,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0004-02012023,CEBOLLA MORADA - BOLSA,1,2400,2400,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0002-02012023,CIBULLET - ATADO,10,60,600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0002-02012023,LECHUGA  - CAJÓN,1,1600,1600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0002-02012023,LIMON - BOLSA,3,2700,8100,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0002-02012023,CEBOLLA MORADA - BOLSA,2,2400,4800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0004-02012023,LECHUGA  - CAJÓN,1,1600,1600,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),02/01/2023,0004-02012023,LIMON - BOLSA,1,2700,2700,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,PEREJIL,8,150,1200,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,RUCULA CAJON,1,1200,1200,Verduleria
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),03/01/2023,0010-00000196,FLAUTA RUSTICA,15,4352,"78988,8",Almacen
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),03/01/2023,0010-00000196,PAN DE HAMB. CLASICA CHICA VEGGIE 85GRS 55 UNID.,2,5022,"12153,24",Panaderia
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),03/01/2023,0010-00000196,PAN LOMITO FRANCES 170GRS 20 UNID.,10,"2328,7","28177,27",Panaderia
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,AROS DE CEBOLLA X 1 KG,30,"1267,21","45999,723",Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,QUESO BLANCO CLASIC 3K FEST (3UXCJ),5,"2021,21","12228,3205",Quesos y Fiambres
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,LECHUGA MORADA,1,1500,1500,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,PAPA BOLSA,2,3500,7000,Verduleria
CDLM 2,Meda S.A (1801 - MEDA S.A),03/01/2023,0002-00051706,CITRIC 1 LT MANZANA ND-CJ=12,24,"313,042","9090,73968",Almacen
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),03/01/2023,0050-00010191,CREMA  DE LECHE SEREN,2,"517,273","1214,2466402",Quesos y Fiambres
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),03/01/2023,0010-00000196,FLAUTON GOUMERT,10,"3224,8","39020,08",Panaderia
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,SARDO EST MANJ 3.5K (S/CJ),"9,11","1382,59","15240,427829",Quesos y Fiambres
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,ECO DE LOS ANDES SG PET X6 2000,2,"1524,4958","3689,279836",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,MIRINDA NARANJA * 4X6 LAT 354,2,"1634,628","3955,79976",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,PEPSI CAN 4X6 354 NF,10,"1680,4524","20333,47404",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,ECO ANDES AGUA S/G * X12 PET 500,1,"1114,8925","1349,019925",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,CEBOLLA VERDEO FARDO,15,120,1800,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,CEBOLLA BOLSA,2,2700,5400,Verduleria
CDLM 2,Simplot Argentina S.R.L. (1885 - SIMPLOT ARGENTINA),03/01/2023,0018-00002288,HARVEST FRESH WESTERN GUACAMOLE,4,"9021,9","43665,996",Papas Congeladas
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,ENVIO,1,3000,3000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,PIMIENTO VERDE CAJON,1,2300,2300,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,LIMON BOLSA,1,3500,3500,Verduleria
CDLM 2,Simplot Argentina S.R.L. (1885 - SIMPLOT ARGENTINA),03/01/2023,0018-00002289,PAPAS PREFITAS SIMPLOT CORTE FINO 6  X 2.5,20,"4988,98","120733,316",Papas Congeladas
CDLM 2,Meda S.A (1801 - MEDA S.A),03/01/2023,0002-00051706,BIDON X 5 LTS NARANJA CLASICA,6,"1078,014","7826,38164",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,BOSQUE GIN OW X4 500CC,1,"5745,52","6952,0792",Bebidas con Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,PDTOROS TONICA CAN 4X6 269,1,"1182,7629","1431,143109",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,7 UP NF CAN 4X6 354,3,"1634,628","5933,69964",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,PEPSI CAN 4X6 354 BLACK,2,"1680,4517","4066,693114",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,ECO ANDES AGUA C/G - X12 PET 500,2,"1220,0495","2952,51979",Bebidas sin Alcohol
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),03/01/2023,0050-00010191,PROVOLETA,"4,155","1561,16","7613,34565926",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),03/01/2023,0050-00010191,SARDO LACTEAR,"3,435","1326,45","5347,794743775",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),03/01/2023,0050-00010191,MANTECA EL KG,"1,815","735,54","1566,89548587",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),03/01/2023,0050-00010191,LECHE XLITRO X 12,1,"1838,84","2158,246508",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,PROVOLONE PARRILERO - MANJAR,"18,4","1241,73","27645,87672",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,GUACAMOLE X 450 GRS,12,"1174,9","17059,548",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),03/01/2023,0003-00022095,LECHE ENTERA L. VIDA - TREGAR,24,"190,4","5529,216",Lacteos
CDLM 2,Marpel S.A. (0468 - MARPEL),03/01/2023,0002-00023689,CAJAS LARGE IMPRESAS KE,1000,67,81070,Descartables
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0002-00002222,MENTA,10,150,1500,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208252,PDTOROS CAN 4X6 269CC,2,"1183,3388","2863,679896",Bebidas sin Alcohol
CDLM 2,Simplot Argentina S.R.L. (1885 - SIMPLOT ARGENTINA),03/01/2023,0018-00002288,PAPAS SIMPLOT EXTRA CRUNCH 6 UN X 2.5KG,100,"4745,57","574213,97",Papas Congeladas
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,DETERGENTE MULTILIMP. LAVAVAJILLA PLUS X 5 LTS,4,3200,15488,Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,SOBRE LAVANDINA ECOMAX,16,"252,08","4880,2688",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,BOLSA 1.10 X 1.10 X 50 UN NEGRA 40 MIC,3,3248,"11790,24",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,FAJINADOR LAVA VAJILLAS DISH WAS X 5 LTS.,2,"1414,4","3422,848",Limpieza
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),03/01/2023,0003-00001322,PORTILLO MALBEC 6X750,24,"550,9477","15999,521208",Bebidas
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),03/01/2023,0003-00001322,PORTILLO SAUVIGNON BLANC 6X750,12,"550,9477","7999,760604",Bebidas con Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,CEBOLLA MORADA,1,3000,3000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,CEBOLLA VERDEO FARDO,15,120,1800,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,ZANAHORIA BOLSA,1,700,700,Verduleria
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,FILTRO P/ MINGITORIO MINT VERDE,2,"331,5","802,23",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,DETERGENTE P/MAQ. LAVAVAJILLA DISH WASH X 5 LTS.,1,"2143,7","2593,877",Limpieza
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,ENVIO,1,3000,3000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,CEBOLLA BOLSA,4,2500,10000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,CIBULLETE,15,150,2250,Verduleria
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,MOPIN DE ALGODON X 280 GR,3,896,"3252,48",Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,MIRINDA NARANJA * 4X6 LAT 354,2,"1634,628","3955,79976",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,LIMON BOLSA,1,3000,3000,Verduleria
CDLM 6,Meda S.A (1801 - MEDA S.A),03/01/2023,0002-00051686,BIDON X 5 LTS NARANJA CLASICA,6,"1078,014","7435,062558",Bebidas sin Alcohol
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),03/01/2023,0003-00001322,CALLIA MARBEC 6X750,12,"470,6616","6834,006432",Bebidas
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,PEPSI CAN 4X6 354 NF,10,"1680,4528","20333,47888",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,PEPSI CAN 4X6 354 BLACK,4,"1680,4524","8133,389616",Bebidas sin Alcohol
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),03/01/2023,0003-00001322,SAL RESERVE MALBEC 6X750,6,"1290,165","9366,5979",Bebidas
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,HIGIENICO PREMIUM 300 D/H BLANCO VIRGEN,24,"635,2","18446,208",Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,PDTOROS CAN 4X6 269CC,2,"1183,3388","2863,679896",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,TOMATE CAJON,2,4500,9000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,PAPA BOLSA,2,2700,5400,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,LECHUGA MORADA,2,1600,3200,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,RUCULA CAJON,2,1400,2800,Verduleria
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,BOBINA PREMIUM D/H 20 CM,10,"2163,2","26174,72",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,LIMPIADOR MULTIUSO QUALI X 5 LTS.,2,1896,"4588,32",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,DESODO ANTE FLOWER LAVANDA CONC. X 5LTS,12,"1110,1","16118,652",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,GUANTE MAPPA NODROP ME,4,"586,5","2838,66",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,SHAMPOO DE MANOS MANGO X 5 LTS.,2,2108,"5101,36",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),03/01/2023,0002-00021010,STRONG DESENGRASANTE P/ HORNOS / PARRILLAS X5L,16,"2607,28","50476,9408",Limpieza
CDLM 6,Monserrat Frontino Rodrigo (2424 - JUGOS SWING),03/01/2023,0001-00000943,BIDON 10L JUGOS,10,1250,12500,Bebidas
CDLM 6,Monserrat Frontino Rodrigo (2424 - JUGOS SWING),03/01/2023,0001-00000943,BIDON 10L JUGOS,15,1250,18750,Bebidas
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),03/01/2023,0000-00000001,PEREJIL,10,150,1500,Verduleria
CDLM 6,Monserrat Frontino Rodrigo (2424 - JUGOS SWING),03/01/2023,0001-00000943,BIDON 10L JUGOS,10,1250,12500,Bebidas
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,7-UP NF CAN 4X6 354,4,"1634,628","7911,59952",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,QUILMES 4X6 LAT 473,1,"2449,6859","2964,119939",Bebidas
CDLM 3,Hawaii S.A. (1157 - HAWAII),03/01/2023,0009-00208251,PDTOROS TONICA CAN 4X6 269,1,"1183,3388","1431,839948",Bebidas sin Alcohol
CDLM 6,Robledo Alejandro Daniel (2396 - ROBLEDO ALEJANDRO DANIEL),04/01/2023,0002-00000258,NACHOS,10,1738,17380,Almacen
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,BOSQUE GIN OW X4 500CC,2,"6023,9256","14577,899952",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,7-UP NF CAN 4X6 354,2,"2207,7148","5342,669816",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,MIRINDA NARANJA 4X6 LAT 354,2,"2207,7148","5342,669816",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,PEPSI CAN  4X6 354NF,3,"2239,9614","8131,059882",Bebidas sin Alcohol
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,DULCE LECHE ILOLAY X 1 KG CLASICO,1,"647,8715","783,924515",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PAN SUPER PANCHO ALKOPAN X 12U,2,"378,7175","916,49635",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PALO DE PISO COSTERO SEMI PROF,10,"140,296","1697,5816",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,LYSOFORM AER LAVANDA X 495 ML,2,"334,552","809,61584",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,ESPONJA CUADRADITOS VIRULANA,2,"61,978","149,98676",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,KETCHUP HELLMANS X 3000 GR,1,"1380,616","1670,54536",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,ARVEJAS INALPA X 350 GRS,3,"61,788","224,29044",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PIM. MORRONES CARACAS X 793 GR,2,"728,1085","1762,02257",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,VINAGRE CASALTA ALCOHOL X 1 LT,3,"115,843","420,51009",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,JUGO LIMON MINERVA X 1 LT,24,"309,5271","8988,666984",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,TE GREEN HILLS X 50 SAQ. ENSOBRADO,1,"237,728","287,65088",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,BOBINAS ECCO X 2 U BLANCA X 300 MT,1,"2649,645","3206,07045",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,MAGISTRAL MULT PLUS MARINA X 750 ML,5,"553,8101","3350,551105",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,MANTECA 1 PREMIO PILON X 2.5 KG,1,"2182,5015","2640,826815",Lacteos
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,COCA COLA BOT X 500ML,4,"28,6805","138,81362",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,COCA COLA S/AZUCAR BOT X 500 ML,2,"28,6805","69,40681",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,ANILLOS TIA MARUCA DE COCO X 250 GR,4,"110,409","534,37956",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PROVOLONE MANJAR BLANCO,"7,55","1264,7065","11553,72623075",Almacen
CDLM 2,Angulo Agropecuaria E Inmobiliaria S.A. (2127 - ANGULO),04/01/2023,0015-00014616,BIDON ACE GIRASOL OLEICO X5 L,120,"2727,27","364319,63568",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PAÑO AMARILLO PISO VIRULANA,2,"229,6815","555,82923",Almacen
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,ECO DE LOS ANDES SG PET X12 500,4,"1721,9256","8334,119904",Bebidas sin Alcohol
CDLM 6,Joel S.R.L. (2398 - JOEL),04/01/2023,0006-00398452,ECO DE LOS ANDES CG PET X12 500MIX 203,3,"1663,2231","6037,499853",Bebidas
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,GLADE AUTOMATIC PARAISO AZUL X 175,1,"569,392","688,96432",Limpieza
CDLM 4,Fideicomiso Nova Market (2086 - FIDEICOMISO NOVA MARKET),04/01/2023,0002-00001789,ALQUILER MES ENORO 2023,1,29041,"35139,61",Alquiler
CDLM 6,Representaciones Comerciales Abdala Luis Jose S.A (0286 - LUIS JOSE ABDALA),04/01/2023,0004-00150125,M.C. FLAUTITA X 129 U,15,"5303,28","87901,866",Almacen
CDLM 4,Fideicomiso Nova Market (2086 - FIDEICOMISO NOVA MARKET),04/01/2023,0002-00001788,ALQUILER,1,70000,84700,Alquiler
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,VIENA PANCHERA FRIAR X 12 UNI,2,"457,197","1106,41674",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PREPIZZA LAURENTI X 2UN,4,"187,435","907,1854",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,REJILLA MALAMO ART 11020,4,"55,4895","268,56918",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,BROWNIES EXQUISITA X 425 GR,4,"284,015","1374,6326",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,TOSTADAS REIRA CLASICA,3,"154,3845","560,415735",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,GALLETAS MELBA X 120 G,2,"74,1095","179,34499",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,SAL DOS ANCLAS FINA CAJA X 500 GR,4,"78,2705","378,82922",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,ATUN CARACAS ENTERO ACE X 170G,2,"363,4035","879,43647",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,PLUMERO DUCANITO N°30|,1,"1511,0225","1828,337225",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,AZUCAR INDIVIDUAL LEDESMA X 800 SOBRES,1,"1590,357","1924,33197",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,AZUCAR LEDESMA X 1 KG,10,"190,97","2310,737",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,AYUDIN CLASICA LAVANDINA X 2 LT,2,"222,585","538,6557",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,ROQUEFORT LA QUESERA EN MITAD,"1,2","1324,927","1923,794004",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,VARIEDAD NUEVO MIX X 590 GR,3,"374,6515","1359,984945",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,LECHE ILOLAY L VIDA 1 LT ENTERA,12,"141,6925","2057,3751",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,MIX NATIVO MARVESE X 125,4,"115,444","510,26248",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,CREMA LECHE SANTA MARIA X 2.5 LTS,1,"1875,091","2268,86011",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,JUGO CITRIC X 5 LT NARANJA,2,"1254,076","3034,86392",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),04/01/2023,0167-00026102,MASA PASCUALINA LA ITALIANA HOJALDRE,4,"190,551","922,26684",Almacen
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,PASO DLT POMELO * X24 350 RET,1,"1821,3057","2203,779897",Bebidas con Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,7-UP NF CAN 4X6 LAT 473CC,4,"1630,7658","7892,906472",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,PDTOROS TONICA CAN 4X6 269CC,1,"2231,8595","2700,549995",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,QUILMES 4X6 LAT 473CC,2,"2499,8884","6049,729928",Bebidas con Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,7 UP LIM-LIM FREE 4X6 LAT 354,1,"1630,7603","1973,219963",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,PEPSI CAN 4X6 354 NF,7,"1677,8477","14211,370019",Bebidas sin Alcohol
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),04/01/2023,0050-00010225,CREMA  DE LECHE SEREN,1,"5118,34","6007,395658",Quesos y Fiambres
CDLM 2,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025964,SALSA BARBACOA TC TD 2 X 3000 KG,12,"1713,4","24878,568",Almacen
CDLM 6,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025966,SALSA BARBACOA TC TD 2 X 3000 KG,4,"1713,4","8292,856",Almacen
CDLM 6,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025966,CAESAR TAU DP 6 X 900,3,"2430,06","8821,1178",Almacen
CDLM 2,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025964,CAESAR TAU DP 6 X 900,4,"2430,06","11761,4904",Almacen
CDLM 2,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025964,MOSTAZA DULCE TD 3KG X2,4,"1832,59","8869,7356",Almacen
CDLM 2,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025964,MAYONESA TD X 3KG X 2,25,"2114,18","63953,945",Almacen
CDLM 2,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025964,MAYO PICANTE TAU 10 X 300G,2,998,"2415,16",Almacen
CDLM 6,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025966,FILETO 3 KG X 2,2,"1525,18","3690,9356",Almacen
CDLM 6,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025966,MAYONESA TD X 3KG X 2,14,"2114,18","35814,2092",Almacen
CDLM 6,Tau Delta Sa (1388 - TAU DELTA),04/01/2023,0005-00025966,MAYO PICANTE TAU 10 X 300G,2,998,"2415,16",Almacen
CDLM 1,Los Sala Srl - Noc (2505 - EL CLUB DE LA MILANESAS BS. AS. - NOC),04/01/2023,0003-00002750,PORTACUENTAS,150,1253,187950,Marketing e Indumentaria
CDLM 1,Los Sala Srl - Noc (2505 - EL CLUB DE LA MILANESAS BS. AS. - NOC),04/01/2023,0003-00002750,TAP HANDLE,2,9000,18000,Equipamiento
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,PEPSI CAN 4X6 354 BLACK,3,"1677,8484","6090,589692",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,ECO DE LOS ANDES SG PET X 12 500 CC,2,"1249,3774","3023,493308",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/01/2023,0005-00252457,ECO DE LOS ANDES CG PET X12 500CC,1,"1249,1404","1511,459884",Bebidas sin Alcohol
